call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
20,Exploit,200,10,10,0.5000,71.7542,77.4243,62.1327,60.8649,83.2673,12.5706,,0.3504,84,8
21,Exploit,9617,100,10,2.0000,73.0389,78.8388,65.5751,59.5032,88.3465,11.0713,,0.0748,84,14
22,Exploit,9763,10,10,2.0000,74.3439,80.2529,65.4072,65.0325,87.3184,10.9312,,0.2448,84,11
23,Exploit,6524,10,10,2.0000,74.0159,79.9010,65.4492,65.7738,84.8899,10.7521,,0.2363,84,10
24,Exploit,1685,10,10,2.0000,73.9647,79.8485,64.9034,65.6817,85.6462,10.5775,,0.2308,84,10
25,Exploit,7300,10,15,2.0000,74.3644,80.2804,65.1973,66.6128,85.9200,10.6142,,0.2184,84,10
26,Exploit,9445,10,15,2.0000,74.4811,80.4048,65.1973,66.9871,85.8883,10.7248,,0.2470,84,10
27,Exploit,8730,10,15,2.0000,74.2187,80.1231,64.8615,67.2913,84.8273,10.5921,,0.2337,84,10
28,Exploit,8519,100,50,2.0000,71.3605,77.0130,62.1327,61.3473,81.5917,11.6766,,0.0749,84,8
29,Exploit,6098,10,10,2.0000,74.5725,80.5046,65.1973,67.8534,85.2749,10.6676,,0.2102,84,10
30,Exploit,10271,36,10,2.0000,74.1927,80.1068,65.9950,62.9001,89.7772,9.8706,,0.1529,84,14
1,BO-EI,8222,27,41,1.3953,72.0099,77.7131,62.0907,63.3187,81.9774,11.8325,,0.1656,84,8
2,BO-EI,4690,19,28,1.0006,72.1106,77.8265,62.5525,62.2859,83.4646,11.5563,,0.2616,84,8
3,BO-EI,1639,69,12,1.5830,73.9487,79.8323,65.2393,64.1523,87.2229,10.5114,,0.1029,84,11
4,BO-EI,9652,10,50,1.4262,72.6431,78.3871,62.3426,62.7411,84.7806,12.5080,,0.2635,84,7
5,BO-EI,6360,11,11,1.2872,74.8054,80.7615,65.1134,68.5358,85.9137,10.3638,,0.2883,84,10
6,BO-EI,4227,14,49,0.8492,71.8711,77.5677,62.2166,61.6586,83.6278,11.5393,,0.3144,84,7
7,BO-EI,1112,66,25,1.9748,71.5249,77.2162,65.2393,57.4863,85.2225,10.1331,,0.0882,84,12
8,BO-EI,4901,87,37,1.1757,72.0222,77.7246,61.4190,62.0174,84.5636,11.9446,,0.1116,84,7
9,BO-EI,334,95,33,1.0781,71.0178,76.6181,60.7053,60.9681,80.9666,13.1522,,0.0780,84,7
10,BO-EI,361,31,20,1.5249,73.5886,79.4437,64.6516,64.3098,86.1112,10.4512,,0.1335,84,11
11,BO-EI,200,10,11,0.6554,72.2601,77.9717,62.2586,62.0609,83.9056,12.5706,,0.2348,84,8
12,BO-EI,7286,45,10,1.4032,73.3539,79.1715,64.3157,62.8887,86.2680,11.5707,,0.1296,84,11
13,BO-EI,7216,13,14,1.2030,74.7131,80.6617,65.5332,66.7225,87.2446,10.3578,,0.3402,84,10
14,BO-EI,5771,29,10,1.2312,73.1892,78.9874,64.6516,61.8187,86.1480,11.9302,,0.1942,84,11
15,BO-EI,9742,81,16,1.2731,73.6080,79.4316,64.3157,63.7378,85.4751,12.4699,,0.1033,84,10
16,BO-EI,10264,10,10,2.0000,73.3684,79.2091,65.0294,64.0880,85.0685,10.2261,,0.2129,84,11
17,BO-EI,8535,10,15,1.5382,74.5592,80.4824,64.9454,67.2351,85.8761,11.1435,,0.2374,84,10
18,BO-EI,2391,10,15,1.4098,74.8293,80.7700,64.2737,68.7613,85.8546,11.4259,,0.2832,84,9
19,BO-EI,8513,10,13,1.3298,74.5257,80.4462,65.1134,67.0674,85.7101,11.1435,,0.2400,84,10
20,BO-EI,200,10,15,1.3462,73.8881,79.7349,63.0563,67.1781,84.0441,12.4531,,0.1750,84,9
21,BO-EI,6391,10,15,1.6487,75.1887,81.1706,65.4072,69.3583,85.9823,10.7106,,0.2649,84,10
22,BO-EI,4689,10,15,1.6227,74.5747,80.5017,64.6935,68.6338,84.6718,10.9878,,0.2213,84,9
23,BO-EI,2767,10,14,2.0000,74.2661,80.1752,64.6516,66.2710,86.6873,10.5431,,0.2357,84,10
24,BO-EI,10271,10,18,0.5000,74.6198,80.5262,63.9798,67.5859,85.7361,12.4766,,0.4211,84,9
25,BO-EI,5987,10,17,0.5942,75.2310,81.2013,64.4416,70.3302,85.3993,11.6298,,0.3641,84,9
26,BO-EI,5954,10,18,2.0000,74.4477,80.3703,64.7355,67.9174,85.2529,10.6248,,0.2184,84,10
27,BO-EI,2373,100,16,0.9437,72.7367,78.4898,63.3921,61.2075,86.0053,12.4241,,0.1068,84,10
28,BO-EI,10271,100,50,1.8546,72.2770,77.9956,62.3426,64.0667,81.5690,12.2265,,0.0545,84,8
29,BO-EI,10271,10,17,1.7852,74.5820,80.5129,65.2813,66.8428,86.3872,10.7836,,0.2583,84,10
30,BO-EI,6241,10,17,0.5000,73.5335,79.3630,63.6440,65.3091,84.6438,11.7341,,0.3650,84,8
1,Explore,8222,27,41,1.3953,72.0099,77.7131,62.0907,63.3187,81.9774,11.8325,,0.1656,84,8
2,Explore,4690,19,28,1.0006,72.1106,77.8265,62.5525,62.2859,83.4646,11.5563,,0.2616,84,8
3,Explore,1639,69,12,1.5830,73.9487,79.8323,65.2393,64.1523,87.2229,10.5114,,0.1029,84,11
4,Explore,9652,10,50,1.4262,72.6431,78.3871,62.3426,62.7411,84.7806,12.5080,,0.2635,84,7
5,Explore,6360,11,11,1.2872,74.8054,80.7615,65.1134,68.5358,85.9137,10.3638,,0.2883,84,10
6,Explore,4227,14,49,0.8492,71.8711,77.5677,62.2166,61.6586,83.6278,11.5393,,0.3144,84,7
7,Explore,1112,66,25,1.9748,71.5249,77.2162,65.2393,57.4863,85.2225,10.1331,,0.0882,84,12
8,Explore,4901,87,37,1.1757,72.0222,77.7246,61.4190,62.0174,84.5636,11.9446,,0.1116,84,7
9,Explore,334,95,33,1.0781,71.0178,76.6181,60.7053,60.9681,80.9666,13.1522,,0.0780,84,7
10,Explore,361,31,20,1.5249,73.5886,79.4437,64.6516,64.3098,86.1112,10.4512,,0.1335,84,11
11,Explore,200,10,10,0.6553,72.2644,77.9763,62.3006,62.0495,83.8852,12.5706,,0.2227,84,8
12,Explore,7879,19,10,1.4133,73.4279,79.2648,66.4148,61.8009,86.1502,10.7575,,0.2861,84,13
13,Explore,3092,64,14,1.1942,72.9137,78.6813,63.9379,60.6036,86.9975,12.4185,,0.1486,84,11
14,Explore,6531,37,10,1.7763,74.1422,80.0518,66.1629,63.5285,88.3975,9.8890,,0.1508,84,13
15,Explore,8632,17,10,2.0000,74.3742,80.2996,66.6667,64.9206,86.7693,10.0857,,0.2225,84,13
16,Explore,3948,100,10,2.0000,72.9226,78.7311,66.2469,59.6588,87.7443,9.9616,,0.0779,84,13
17,Explore,4850,10,10,2.0000,74.1074,80.0017,65.1973,65.7078,85.8344,10.6519,,0.2342,84,10
18,Explore,9658,10,14,2.0000,73.9158,79.7941,64.7775,65.3589,85.9107,10.6729,,0.2333,84,10
19,Explore,577,100,50,2.0000,71.2008,76.7962,60.3694,59.7410,82.7977,14.3680,,0.0851,84,6
20,Explore,427,10,10,1.6490,73.8360,79.7123,65.1553,65.4540,85.1795,10.3881,,0.1762,84,11
21,Explore,10271,10,10,1.6350,73.6642,79.5245,64.5256,66.1356,84.1989,10.5087,,0.2480,84,10
22,Explore,8360,100,10,0.5000,71.8124,77.4830,62.1746,59.5575,85.0669,12.8322,,0.1270,84,8
23,Explore,8420,10,10,2.0000,74.1800,80.0763,64.7355,67.8169,83.8754,10.8890,,0.2135,84,10
24,Explore,1684,10,10,2.0000,74.0599,79.9516,64.6516,65.8040,86.2761,10.5775,,0.2191,84,10
25,Explore,1011,76,50,0.5049,70.8453,76.4470,61.4190,58.1731,83.9579,12.2008,,0.1307,84,7
26,Explore,6036,11,10,1.5753,73.5204,79.3679,64.0638,64.8010,85.7928,10.5775,,0.2609,84,10
27,Explore,200,10,10,1.2128,73.4466,79.2794,64.1478,64.7127,84.9428,11.1005,,0.1549,84,10
28,Explore,10271,32,10,1.3048,72.9978,78.8034,65.0714,59.9529,88.7136,10.5148,,0.1869,84,14
29,Explore,6098,10,10,1.9836,74.4529,80.3758,65.5751,67.3532,84.8817,10.6344,,0.2113,84,10
30,Explore,10271,15,10,1.9056,75.2531,81.2533,67.7162,67.4168,86.4981,9.9090,,0.2527,84,13
