Cell_Type,MCS,Top_50_Markers
Endo CLDN5 SLC7A5,0.7387063197026023,"CALM1, NRGN, MAP1B, SNAP25, CALM2, TUBA1B, YWHAH, HSP90AB1, PEBP1, CHN1, VSNL1, NEFL, GAPDH, FTH1, CAMK2N1, SYT1, OLFM1, CALM3, ACTB, STMN2, ENC1, CKB, TMSB10, CLU, RTN4, RTN3, YWHAB, BASP1, CCK, STMN1, GNAS, ATP1B1, LMO4, SPARCL1, THY1, VAMP2, UCHL1, BEX3, BEX1, IDS, CAMK2A, YWHAG, NORAD, RTN1, MAP1A, NDUFA4, CREG2, SELENOW, ARPP19, ATP6V0C"
Astro AQP4 SLC1A2,0.9284771573604061,"SLC1A2, SLC1A3, GPC5, PITPNC1, NTM, ADGRV1, MSI2, HPSE2, NPAS3, ZNF98, ELOVL5, GPM6A, OBI1-AS1, RYR3, CABLES1, CTNNA2, ZNRF3, LINC00299, LSAMP, TFRC, MACF1, SFXN5, PRDM16, ZSWIM6, NKAIN3, COL5A3, GLUL, FBXL7, NEAT1, ENSG00000271860, AMZ2, DTNA, SLC4A4, ARHGAP24, NHSL1, CADM1, TNIK, HSPB1, ENSG00000286757, RFX4, IDI1, ZBTB20, CDH20, NFIA, SGCD, CARMIL1, SOX5, PREX2, RORA, ATP13A4"
PC P2RY14 GRM8,0.8945547073791347,"DLC1, ATP1A2, EBF1, EPS8, COLEC12, ITIH5, PDGFRB, PDE7B, CALD1, LAMA2, LHFPL6, ARHGAP29, UTRN, RNF152, COBLL1, IGFBP7, TACC1, EPAS1, PTEN, SLC6A1, RGS5, GRM8, SLC19A1, MYO1B, RBMS3, PRKG1, PARD3, SLC6A12, PDE8B, PTN, NOTCH3, ARHGAP10, SLC20A2, TJP1, SLC12A7, NDUFA4L2, MGLL, B2M, SLC6A13, SLC38A11, IFITM3, ADAMTS9-AS2, HTR1F, PTPRK, PTPRG, TNS1, ENSG00000243620, HES4, FN1, BSG"
Oligo MOG OPALIN,0.8630985915492957,"CTNNA3, ST18, MBP, QKI, RNF220, SLC44A1, PDE4B, PCDH9, IL1RAPL1, PIP4K2A, SLC24A2, SIK3, ELMO1, FRMD4B, KCNH8, PLP1, FRMD5, TF, TMEM165, DOCK10, PPP2R2B, NCKAP5, EDIL3, TMEM144, C10orf90, TMTC2, PLEKHH1, PHLPP1, TRIM2, TTLL7, ZEB2, MAP7, ENPP2, PALM2AKAP2, ANK3, DIP2B, PXK, SLAIN1, ZNF536, CNDP1, DOCK5, PRUNE2, CREB5, PDE8A, SHTN1, PLCL1, BCAS1, DLG1, ERBIN, DNM3"
L3-5 RORB MKX GRIN3A,0.9561774744027304,"NRG1, PHACTR1, CADPS2, CLSTN2, PDE1A, NKAIN2, ENSG00000287172, CASC15, FRMPD4, RALYL, CCSER1, RXFP1, ENSG00000254394, LINC03000, KCNH7, IL1RAPL2, FSTL4, AGBL4, CPNE4, MDGA2, RYR2, HS3ST4, HS3ST2, TLL1, DNAH6, TENM4, CCDC85A, ENSG00000253693, LRRK1, EPHA3, KCNQ5, DPP10, HECW1, NAV3, CNTN3, PTPRD, NYAP2, OPCML, GALNT17, COL11A1, ENSG00000285940, KCNB2, KCNIP4, ARPP21, ERC2, ZNF385B, PTPRT, FAT3, FOXP2, CNTN5"
L2-3 CUX2 NTNG1 COL5A2,0.9520437956204378,"CUX2, KCNIP4, RGS7, ENSG00000229425, TAFA1, NTNG1, HS6ST3, ENSG00000285939, LINGO2, PTPRD, ENSG00000263551, MEG3, ENSG00000251600, UNC5D, STXBP5L, KHDRBS2, DLGAP2, IQCJ, CSMD1, COL5A2, MIAT, ADGRB3, LINC01250, CDH18, GRM7, PLCB1, LDB2, CACNA2D3, CA10, FLRT2, ENSG00000233290, OLFM3, RBFOX1, ENSG00000229618, MLIP, KCNH5, NEGR1, RALYL, ENSG00000228566, TMEM132D, R3HDM1, MED12L, ENSG00000236451, ATRNL1, TCERG1L, ST6GALNAC5, LRFN5, KALRN, EFNA5, FAT3"
L2-3 CUX2 ACVR1C THSD7A,0.9664705882352942,"LINC02306, CBLN2, HS6ST3, LRRTM4, KCNIP4, RGS6, ENSG00000229618, DIRC3-AS1, SYN3, CSMD1, DGKB, GRIA4, R3HDM1, CUX2, CHRM3, ASIC2, LINC01250, CDH18, ENSG00000233928, SLIT3, KCTD16, MEG3, DGKI, CNTNAP5, EPIC1, SHISA9, KALRN, PPFIA2, DLGAP2, CDH9, CDH12, LINC01378, KCNQ5, MLIP, TMEM178B, STXBP5L, ENSG00000225689, SIPA1L1, KIAA1217, PDZD2, LINC01122, TANC2, TESPA1, CELF2, ADGRL2, SORBS2, CACNA2D1, CEROX1, GNAL, KCND2"
OPC PDGFRA PCDH15,0.9267857142857143,"LHFPL3, PTPRZ1, TNR, PCDH15, EPN2, DSCAM, LRRC4C, VCAN, LUZP2, XYLT1, DPP6, SEMA5A, SOX6, AGAP1, KCNMB2, CHST11, PDGFRA, SMOC1, CA10, MEGF11, SLC35F1, LINC00511, NLGN1, ENSG00000278254, KAT2B, OPCML, NXPH1, OPHN1, DGKG, GRID2, PLPPR1, ENSG00000231424, MMP16, KIF13A, ABHD2, ADARB2, NOVA1, SEZ6L, LRP1B, BRINP3, DISC1, MYT1, REV3L, NTM, ADGRL3, ASTN2, SOX2-OT, SCD5, SPATA6, MIR3681HG"
InN SST STK32A,0.9428169014084509,"GRIK1, ROBO2, KIAA1217, XKR4, SYNPR, NXPH1, GRIK3, NRXN3, RBFOX1, ROBO1, GRIP1, GRIK2, KIF26B, DLGAP1, TENM3, SPOCK3, TIAM1, DAB1, SOX6, CNTNAP2, RPS6KA2, SNHG14, TENM1, ZNF385D, KCNIP1, SLC24A3, GRIA1, COL25A1, CDH9, SST, KAZN, RASGRF2, CADPS, ASTN2, GAD1, GRID2, MYT1L, RBMS3, TENM2, RIMS2, PCDH11X, AUTS2, STXBP6, CACNA1A, SETBP1, NETO1, LINC01122, OXR1, PACRG, PIP5K1B"
L3-5 RORB GABRG1 KCNH7,0.9494814814814816,"TSHZ2, DCC, POU6F2, PDZRN4, CNTN5, IL1RAPL2, KHDRBS2, PTPRD, PYDC2-AS1, HTR1F, LINC01414, ENSG00000239498, VWC2L, FOXP2, RALYL, TAFA2, UNC5D, SLC44A5, KCNH1, ENSG00000236451, SCHLAP1, SLIT1, FSTL4, NKAIN2, KHDRBS3, RORB, TRHDE, ADGRB3, MLIP, RARB, NEGR1, ENSG00000287722, CCSER1, IRAG2, ADGRL2, NELL2, LINC01725, NRG3, FSTL5, GRM7, TSHZ3-AS1, PTCHD4, CPNE4, KCNH5, HECW1, KCNIP4, ST6GAL2, SATB2, ENSG00000253553, LINC03000"
Micro P2RY12 CCL3,0.8762295081967213,"LRMDA, SRGAP2, PLXDC2, IPCEF1, DOCK4, OLR1, SRGN, SAT1, RUNX1, DOCK8, CSF2RA, ST6GAL1, FRMD4A, LDLRAD4, ITPR2, MEF2C, B3GNT5, FGD4, CTSB, SFMBT2, ABCC4, SRGAP2B, CD83, IRAK2, MEF2A, TNFRSF1B, SLC1A3, FOXN3, UBAC2, SMAP2, ST6GALNAC3, CREM, KCNQ3, GNA13, DLEU1, MKNK1, PEAK1, MB21D2, HIF1A, CAPZB, MAML3, NEAT1, ELL2, AKAP13, ARHGAP24, SORL1, MAML2, EPB41L2, ETV6, CD86"
InN VIP CLSTN2,0.9436974789915965,"ADARB2, DLX6-AS1, RGS12, GALNTL6, SYNPR, ERBB4, PLD5, PWRN1, CACNA1D, ROBO1, PROX1, GAD1, CALB2, NRXN3, SLC24A3, CXCL14, THSD7A, CHRM3, GRIP1, ROBO2, KAZN, C8orf34, ZNF385D, SNHG14, MIR325HG, DAB1, CNTNAP2, L3MBTL4, NR2F2-AS1, FGF14, DSCAM, GRIK2, TCF4, ABTB3, CNR1, ZNF536, ARL4C, ANO4, CRACD, MYT1L, SEZ6L, SORCS3, GABRG3, SRRM4, PTPRE, NLGN1, INPP4B, CNTNAP4, DOCK10, ENTPD3"
