call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
24,Exploit,2267,70,15,1.7740,72.5632,79.6215,64.1153,63.1842,90.1605,9.4050,,0.1543,100,19
25,Exploit,2741,73,13,1.9690,72.6396,79.7165,64.2390,63.7538,90.1286,8.8540,,0.1483,100,21
26,Exploit,200,73,14,1.5008,67.5307,74.0814,56.5848,56.4095,84.8944,9.6595,,0.1086,100,16
27,Exploit,1938,42,11,1.9284,73.6789,80.8579,66.2719,65.2419,90.4027,8.9411,,0.1910,100,22
28,Exploit,1952,22,10,2.0000,71.1061,78.0271,63.6203,60.0669,88.3556,8.9937,,0.2617,100,21
29,Exploit,2081,49,10,1.9297,73.2019,80.3311,65.0698,64.2975,90.8612,9.0481,,0.1685,100,20
30,Exploit,1926,49,17,2.0000,72.7008,79.7783,64.3097,62.8901,91.2941,9.1327,,0.1892,100,19
1,BO-EI,8592,27,41,1.3953,69.9170,76.7122,59.1833,58.4189,90.7520,9.3447,,0.2336,100,14
2,BO-EI,4897,19,28,1.0006,70.3447,77.1891,59.6783,61.0812,88.5948,9.0218,,0.2831,100,15
3,BO-EI,1705,69,12,1.5830,72.4184,79.4610,63.5142,62.5812,91.0725,9.4707,,0.1467,100,20
4,BO-EI,10089,10,50,1.4262,67.9482,74.5408,53.3498,59.2189,87.9866,9.6485,,0.3292,100,10
5,BO-EI,6644,11,11,1.2872,69.3172,76.0409,56.8322,58.6068,90.2979,9.9283,,0.2212,100,16
6,BO-EI,4413,14,49,0.8492,67.8916,74.4664,54.0216,57.5142,88.5037,10.2586,,0.2945,100,10
7,BO-EI,1155,66,25,1.9748,71.9227,78.9168,64.6279,61.9885,87.9003,9.4153,,0.1544,100,20
8,BO-EI,5118,87,37,1.1757,68.1080,74.7205,57.2388,55.3840,88.7546,9.4471,,0.1410,100,14
9,BO-EI,340,95,33,1.0781,67.6506,74.1867,54.3928,56.1793,87.8917,10.9878,,0.1067,100,12
10,BO-EI,368,31,20,1.5249,69.8922,76.6710,61.6404,58.8538,85.6521,10.0487,,0.1798,100,19
11,BO-EI,10081,62,15,1.7425,71.9191,78.9166,62.6304,61.6134,91.4304,9.2303,,0.1763,100,20
12,BO-EI,10736,71,16,0.8798,69.4929,76.2238,57.8222,57.5838,90.7140,10.4485,,0.1553,100,16
13,BO-EI,200,72,10,1.8846,69.2080,75.9298,58.2818,58.9902,87.3823,9.4764,,0.1004,100,17
14,BO-EI,219,62,50,0.6549,65.7300,72.0744,48.7361,57.0957,85.6841,10.9832,,0.1418,100,9
15,BO-EI,10655,100,23,2.0000,72.1270,79.1426,63.3905,62.1349,90.5058,9.3643,,0.1404,100,20
16,BO-EI,10736,10,29,2.0000,68.6311,75.3039,55.7716,59.1359,88.4601,9.0481,,0.2674,100,13
17,BO-EI,9870,82,16,1.6117,71.7609,78.7384,62.9662,60.8267,91.0739,9.4372,,0.1545,100,20
18,BO-EI,293,83,22,1.8626,68.8734,75.5671,59.6606,58.5586,84.5608,9.2126,,0.1140,100,19
19,BO-EI,1624,42,16,2.0000,72.8442,79.9378,64.8400,62.8809,91.3880,9.0430,,0.1961,100,20
20,BO-EI,2019,56,25,2.0000,71.4817,78.4294,62.6304,62.3962,87.7452,9.5320,,0.1854,100,19
21,BO-EI,1405,12,10,1.8315,70.6122,77.4647,61.7112,59.3931,88.5285,9.9546,,0.2486,100,18
22,BO-EI,1521,57,12,2.0000,73.7539,80.9407,66.4486,65.4523,90.2637,8.9256,,0.1607,100,22
23,BO-EI,1409,59,10,2.0000,73.4732,80.6274,66.0774,65.2350,89.4327,9.1538,,0.1498,100,22
24,BO-EI,1567,68,44,2.0000,71.4466,78.3980,63.5142,59.8151,90.4435,9.1780,,0.1670,100,19
25,BO-EI,1605,63,10,2.0000,72.6408,79.7104,64.5749,63.7950,89.2335,9.2247,,0.1479,100,22
26,BO-EI,1402,50,10,1.5746,72.7104,79.7935,64.6456,63.6891,89.9679,8.8969,,0.1724,100,21
27,BO-EI,10031,100,50,2.0000,70.5150,77.3665,59.3601,60.0722,90.9387,9.5213,,0.1369,100,14
28,BO-EI,8601,100,10,2.0000,71.9923,79.0015,64.5395,61.7156,89.1779,9.0053,,0.1245,100,22
29,BO-EI,8059,100,10,0.5000,69.5632,76.2991,56.4610,59.8972,89.5794,10.5489,,0.0909,100,14
30,BO-EI,9197,65,10,2.0000,73.5511,80.7194,66.5194,64.9307,89.9611,8.8363,,0.1652,100,23
1,Explore,8592,27,41,1.3953,69.9170,76.7122,59.1833,58.4189,90.7520,9.3447,,0.2336,100,14
2,Explore,4897,19,28,1.0006,70.3447,77.1891,59.6783,61.0812,88.5948,9.0218,,0.2831,100,15
3,Explore,1705,69,12,1.5830,72.4184,79.4610,63.5142,62.5812,91.0725,9.4707,,0.1467,100,20
4,Explore,10089,10,50,1.4262,67.9482,74.5408,53.3498,59.2189,87.9866,9.6485,,0.3292,100,10
5,Explore,6644,11,11,1.2872,69.3172,76.0409,56.8322,58.6068,90.2979,9.9283,,0.2212,100,16
6,Explore,4413,14,49,0.8492,67.8916,74.4664,54.0216,57.5142,88.5037,10.2586,,0.2945,100,10
7,Explore,1155,66,25,1.9748,71.9227,78.9168,64.6279,61.9885,87.9003,9.4153,,0.1544,100,20
8,Explore,5118,87,37,1.1757,68.1080,74.7205,57.2388,55.3840,88.7546,9.4471,,0.1410,100,14
9,Explore,340,95,33,1.0781,67.6506,74.1867,54.3928,56.1793,87.8917,10.9878,,0.1067,100,12
10,Explore,368,31,20,1.5249,69.8922,76.6710,61.6404,58.8538,85.6521,10.0487,,0.1798,100,19
11,Explore,9048,61,15,1.6083,72.6998,79.7811,63.7440,64.1692,90.4588,8.9411,,0.1788,100,21
12,Explore,200,60,10,1.2035,67.2517,73.7746,56.9560,54.9565,85.1139,9.6533,,0.1167,100,16
13,Explore,8234,66,31,1.7362,72.5869,79.6484,63.4612,64.1433,89.8899,9.3642,,0.1737,100,17
14,Explore,611,52,11,1.8032,71.9606,78.9647,64.5395,62.2819,88.1068,9.1058,,0.1459,100,21
15,Explore,10210,94,24,1.8442,72.8361,79.9273,63.7440,63.5301,91.8858,9.1218,,0.1473,100,19
16,Explore,200,100,18,2.0000,66.6780,73.1380,56.3373,55.8506,81.4472,9.9392,,0.0733,100,18
17,Explore,10736,85,20,1.7951,71.8589,78.8478,62.9132,61.2026,91.1800,9.3606,,0.1535,100,19
18,Explore,4655,66,47,1.6805,69.8404,76.6232,58.8828,58.6744,90.1518,9.5877,,0.1666,100,14
19,Explore,10649,78,27,1.8199,71.7889,78.7739,62.8425,61.8801,90.0832,9.2048,,0.1630,100,18
20,Explore,9184,86,19,1.7831,72.7432,79.8177,64.4511,63.3080,90.3358,9.4984,,0.1437,100,20
21,Explore,8878,100,26,1.4849,72.6502,79.7261,63.0546,64.3001,90.9881,8.9586,,0.1372,100,17
22,Explore,5519,68,12,1.7120,72.8004,79.8962,64.4334,64.4632,89.8198,8.7125,,0.1561,100,21
23,Explore,8707,100,26,1.7135,72.5025,79.5500,63.2667,62.9426,91.1640,9.6388,,0.1397,100,18
24,Explore,7799,85,10,1.5706,72.2889,79.3295,64.3274,62.4301,90.0361,8.9238,,0.1438,100,22
25,Explore,7193,59,10,1.9505,72.1670,79.1973,64.8931,61.7532,89.7086,8.8238,,0.1744,100,23
26,Explore,2815,65,10,1.7756,71.8826,78.8811,64.0269,61.0575,90.3010,8.9990,,0.1487,100,20
27,Explore,6147,66,21,1.6720,72.6347,79.6979,62.6834,64.2996,90.8734,9.5160,,0.1691,100,17
28,Explore,9266,100,20,1.9489,72.3674,79.4089,63.9208,62.0070,91.2769,9.2681,,0.1360,100,20
29,Explore,1099,39,25,2.0000,72.0875,79.0958,64.2213,62.6756,88.1977,9.5307,,0.1829,100,20
30,Explore,7593,62,10,1.7163,72.7030,79.7865,64.3451,62.9593,91.4548,8.8419,,0.1773,100,22
