call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
19,Exploit,200,92,45,0.5000,63.1016,74.5952,56.6645,62.6501,77.8444,10.4533,,0.0370,95,4
20,Exploit,200,90,47,2.0000,59.9843,70.8999,56.5981,56.9599,69.7339,10.2093,,-0.0224,95,4
21,Exploit,200,96,40,0.5000,63.4219,74.9686,56.6645,63.1907,78.6137,10.6463,,0.0357,95,4
22,Exploit,200,100,37,0.5000,63.7930,75.4325,56.7805,63.9051,80.0990,10.0401,,0.0357,95,4
23,Exploit,200,100,31,0.5000,64.6613,76.3840,57.2115,65.2308,80.1316,12.1721,,0.0254,95,5
24,Exploit,200,100,18,0.5000,65.7671,77.6981,57.1286,66.8300,84.0454,12.1721,,0.0062,95,5
25,Exploit,200,100,10,0.5000,65.3832,77.2310,57.2281,65.5379,83.1910,12.4620,,0.0027,95,5
26,Exploit,200,100,16,0.5000,65.2990,77.1310,57.2447,65.0143,83.3886,12.4620,,0.0043,95,5
27,Exploit,200,84,10,0.5000,64.1296,75.7250,57.2447,58.8565,84.9633,12.8947,,0.0015,95,6
28,Exploit,1799,100,10,0.5000,62.6765,74.1218,57.7255,56.8627,82.7835,9.6107,,0.0562,95,7
29,Exploit,7949,100,10,2.0000,59.3942,70.1874,57.4105,55.2154,67.7923,10.5066,,0.0040,95,6
30,Exploit,7949,10,10,0.5000,62.2210,73.4894,57.8415,59.7420,73.8856,12.0282,,0.1965,95,5
1,BO-EI,6372,27,41,1.3953,59.5198,70.2768,57.0955,56.0882,66.2077,12.0978,,0.0657,95,4
2,BO-EI,3655,19,28,1.0006,60.8611,71.8059,57.2779,55.3567,71.6657,13.8163,,0.0794,95,4
3,BO-EI,1307,69,12,1.5830,61.0470,72.1151,57.5431,54.0149,76.4572,11.4742,,0.0044,95,6
4,BO-EI,7473,10,50,1.4262,59.4535,70.2136,57.3442,54.1943,68.3024,11.6846,,0.0987,95,4
5,BO-EI,4940,11,11,1.2872,61.3773,72.4978,57.3110,55.7591,75.7818,11.7369,,0.1151,95,6
6,BO-EI,3299,14,49,0.8492,59.3903,70.0725,57.2779,51.4338,69.9880,13.4358,,0.1169,95,4
7,BO-EI,902,66,25,1.9748,61.0400,72.0185,57.4271,54.1315,74.0019,13.8163,,0.0205,95,4
8,BO-EI,3817,87,37,1.1757,59.1981,69.8984,57.4436,51.2542,70.5068,11.9940,,0.0317,95,4
9,BO-EI,303,95,33,1.0781,62.2189,73.4195,57.1286,58.7180,74.2977,13.8163,,-0.0003,95,4
10,BO-EI,324,31,20,1.5249,61.7351,72.8602,57.5265,55.7288,75.6649,13.4030,,0.0251,95,4
11,BO-EI,200,35,27,0.6855,63.3562,74.8178,57.6094,61.4629,77.1808,12.5757,,0.0303,95,5
12,BO-EI,200,10,24,0.5000,60.4883,71.4412,57.0955,52.3884,76.1936,11.7369,,0.1390,95,6
13,BO-EI,1089,36,14,0.7564,61.7403,72.9783,57.8415,54.8519,79.6066,10.4328,,0.0756,95,7
14,BO-EI,7949,95,10,1.5969,61.6676,72.8828,57.1784,58.0186,75.5191,10.6736,,0.0088,95,5
15,BO-EI,200,86,50,1.8182,61.9845,73.2639,56.3329,57.5726,79.0294,10.5553,,-0.0152,95,3
16,BO-EI,200,54,50,0.5453,62.7965,74.1511,56.8966,61.2271,75.5607,12.6164,,0.0140,95,5
17,BO-EI,200,80,50,0.7357,62.5146,73.8145,56.9131,59.0932,76.7679,12.6603,,0.0071,95,4
18,BO-EI,200,10,50,0.9849,59.0030,69.6438,56.3163,52.0587,69.2465,12.5960,,0.0872,95,3
19,BO-EI,200,41,27,0.6837,65.7234,77.5979,57.3607,68.0859,80.6156,13.4539,,0.0094,95,4
20,BO-EI,200,43,27,0.6101,64.0363,75.6187,57.3276,62.8607,79.0827,12.7709,,0.0360,95,5
21,BO-EI,5012,41,30,1.9345,59.9435,70.7958,57.5597,55.8371,68.3401,11.6846,,0.0301,95,4
22,BO-EI,1395,42,26,1.5616,60.4644,71.3486,57.2944,55.1125,70.3800,13.4433,,0.0412,95,4
23,BO-EI,7949,67,48,0.5000,61.0472,72.0747,56.7805,59.3440,69.4943,12.5556,,0.0521,95,3
24,BO-EI,200,47,10,1.2559,63.0600,74.4840,57.4602,59.1287,79.3846,12.0936,,-0.0133,95,6
25,BO-EI,6355,100,35,0.5000,63.0359,74.4380,57.0126,63.3301,74.1279,12.5556,,0.0320,95,3
26,BO-EI,6171,100,23,2.0000,60.8093,71.7444,57.2447,55.2333,71.6116,13.8163,,0.0095,95,4
27,BO-EI,6238,79,11,0.5000,62.2474,73.5841,57.6094,57.3895,79.1116,10.3495,,0.0472,95,6
28,BO-EI,1598,100,17,0.5000,62.9187,74.3572,57.8084,58.0982,80.7147,11.0023,,0.0515,95,6
29,BO-EI,1627,100,48,2.0000,59.6946,70.4633,56.9794,53.1014,70.3805,12.6603,,0.0002,95,4
30,BO-EI,200,59,10,0.5000,64.2930,75.9490,57.4105,59.3264,85.8202,12.1011,,0.0151,95,7
1,Explore,6372,27,41,1.3953,59.5198,70.2768,57.0955,56.0882,66.2077,12.0978,,0.0657,95,4
2,Explore,3655,19,28,1.0006,60.8611,71.8059,57.2779,55.3567,71.6657,13.8163,,0.0794,95,4
3,Explore,1307,69,12,1.5830,61.0470,72.1151,57.5431,54.0149,76.4572,11.4742,,0.0044,95,6
4,Explore,7473,10,50,1.4262,59.4535,70.2136,57.3442,54.1943,68.3024,11.6846,,0.0987,95,4
5,Explore,4940,11,11,1.2872,61.3773,72.4978,57.3110,55.7591,75.7818,11.7369,,0.1151,95,6
6,Explore,3299,14,49,0.8492,59.3903,70.0725,57.2779,51.4338,69.9880,13.4358,,0.1169,95,4
7,Explore,902,66,25,1.9748,61.0400,72.0185,57.4271,54.1315,74.0019,13.8163,,0.0205,95,4
8,Explore,3817,87,37,1.1757,59.1981,69.8984,57.4436,51.2542,70.5068,11.9940,,0.0317,95,4
9,Explore,303,95,33,1.0781,62.2189,73.4195,57.1286,58.7180,74.2977,13.8163,,-0.0003,95,4
10,Explore,324,31,20,1.5249,61.7351,72.8602,57.5265,55.7288,75.6649,13.4030,,0.0251,95,4
11,Explore,200,31,27,0.6373,62.7965,74.1196,57.4602,56.5314,80.1375,13.4539,,0.0723,95,4
12,Explore,200,10,34,0.5000,60.2998,71.2124,57.6094,51.1069,76.2729,11.8656,,0.1408,95,6
13,Explore,200,97,18,0.5000,63.5554,75.0529,57.3110,57.8203,83.5081,12.6192,,0.0015,95,6
14,Explore,200,88,20,0.7880,65.4685,77.3106,57.0789,65.3183,83.5269,13.0407,,0.0061,95,4
15,Explore,200,100,14,0.8546,64.3665,76.0227,57.1618,62.5201,81.7972,12.4620,,0.0076,95,5
16,Explore,200,100,21,0.9086,65.2413,77.0250,56.9794,63.5086,84.3726,13.4539,,0.0046,95,4
17,Explore,200,10,19,0.8338,60.8379,71.7636,56.6479,53.2732,74.7707,14.2089,,0.0924,95,4
18,Explore,200,85,24,0.7832,64.9194,76.6580,57.0623,64.9757,81.0951,13.0407,,0.0049,95,4
19,Explore,200,81,20,0.9080,64.2265,75.8572,57.3939,63.2851,79.7781,12.4403,,0.0048,95,5
20,Explore,1781,100,22,0.7582,62.4667,73.7735,57.7089,55.8682,80.2726,12.2404,,0.0430,95,6
21,Explore,7949,100,10,0.5000,63.3239,74.8853,57.5431,59.1829,83.0760,9.7675,,0.0610,95,7
22,Explore,7949,10,10,0.5000,62.2210,73.4894,57.8415,59.7420,73.8856,12.0282,,0.1965,95,5
23,Explore,200,100,25,0.7332,64.4344,76.1101,57.0623,64.3959,80.0848,12.2859,,0.0099,95,5
24,Explore,7949,100,10,2.0000,59.3942,70.1874,57.4105,55.2154,67.7923,10.5066,,0.0040,95,6
25,Explore,7949,100,50,0.5000,62.3506,73.6236,56.7473,62.9968,71.5350,12.5556,,0.0265,95,3
26,Explore,200,78,10,0.7436,63.4819,74.9839,57.3607,59.0663,81.8044,12.1314,,0.0089,95,5
27,Explore,5247,100,10,0.5000,62.6047,74.0008,57.8249,57.5167,80.3063,10.5567,,0.0335,95,6
28,Explore,200,10,50,2.0000,57.8773,68.3386,56.4158,53.2930,63.0798,11.7333,,0.0517,95,4
29,Explore,7949,100,27,0.5000,63.1551,74.5774,57.4271,60.9706,76.9831,12.6164,,0.0641,95,5
30,Explore,7949,10,36,0.5000,59.9053,70.7151,57.0623,54.5307,69.4866,12.6234,,0.1375,95,3
