call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
1,BO-EI,7053,27,41,1.3953,57.5658,68.1953,48.5582,46.2974,83.9857,11.3842,,0.0916,98,9
2,BO-EI,4036,19,28,1.0006,57.2285,67.8319,48.9649,47.3611,80.6198,10.3775,,0.1420,98,10
3,BO-EI,1429,69,12,1.5830,59.2729,70.2500,50.2773,50.1337,85.1963,10.8803,,0.0553,98,13
4,BO-EI,8275,10,50,1.4262,56.3467,66.7384,46.8577,45.8749,80.2373,11.4714,,0.1408,98,7
5,BO-EI,5463,11,11,1.2872,60.5128,71.6975,50.5730,53.9737,84.7952,11.6801,,0.1529,98,11
6,BO-EI,3640,14,49,0.8492,57.7609,68.4469,47.8373,48.7935,82.6249,10.8893,,0.1534,98,8
7,BO-EI,980,66,25,1.9748,57.2745,67.8686,48.4288,46.9770,81.8929,10.8475,,0.0405,98,10
8,BO-EI,4216,87,37,1.1757,58.4817,69.2833,48.2070,48.0753,86.8752,11.4876,,0.0619,98,9
9,BO-EI,314,95,33,1.0781,53.3477,63.1544,40.3142,41.6968,81.3771,11.6928,,0.0202,98,8
10,BO-EI,337,31,20,1.5249,56.3750,66.8235,45.4898,46.8877,82.6459,10.1368,,0.0453,98,12
11,BO-EI,5442,83,47,1.4065,58.1210,68.8688,48.0776,48.6729,84.3395,11.0820,,0.0561,98,8
12,BO-EI,5525,59,10,0.9462,60.4738,71.7290,51.0721,52.8077,88.0051,9.6510,,0.0815,98,14
13,BO-EI,5721,35,17,1.5915,59.0125,69.9566,50.1848,49.9528,84.6372,10.4361,,0.0876,98,11
14,BO-EI,5179,83,10,0.8006,60.5625,71.8312,49.5564,53.7528,89.5299,9.7441,,0.0901,98,12
15,BO-EI,3919,99,10,1.9051,60.1244,71.3366,51.5342,51.7701,87.6118,9.0230,,0.0484,98,15
16,BO-EI,1164,100,11,0.5000,58.7245,69.5524,48.2625,48.6172,86.6475,12.0169,,0.0583,98,10
17,BO-EI,4213,100,13,0.5000,55.7130,65.9562,42.2736,45.2560,85.1097,12.1656,,0.0809,98,10
18,BO-EI,5121,55,10,0.5126,60.2501,71.3997,49.5194,52.7672,87.4736,11.2785,,0.1165,98,11
19,BO-EI,8804,100,10,1.7194,59.3318,70.4066,51.3309,51.9119,83.4978,8.6327,,0.0590,98,14
20,BO-EI,1979,100,11,1.5796,59.5953,70.6683,50.3697,50.5513,87.3237,9.9980,,0.0466,98,13
21,BO-EI,5435,100,11,2.0000,59.3148,70.3672,51.9409,50.9343,83.4227,9.1303,,0.0492,98,15
22,BO-EI,200,10,11,2.0000,57.7525,68.4680,46.2292,48.6108,86.7716,10.0805,,0.0862,98,10
23,BO-EI,5925,100,10,1.7212,60.2560,71.4880,51.7745,52.3466,86.8548,9.1667,,0.0562,98,15
24,BO-EI,2796,100,10,1.0462,59.0146,69.9863,49.9261,49.9088,86.0136,9.7282,,0.0602,98,13
25,BO-EI,4465,10,11,1.9556,59.4478,70.4836,51.2569,51.1132,83.7346,10.2272,,0.1492,98,12
26,BO-EI,6840,10,11,0.9251,59.3289,70.3412,50.7763,51.7717,82.7454,10.2421,,0.1696,98,10
27,BO-EI,200,33,44,1.8406,54.7236,64.8107,43.4196,42.4709,83.0351,11.2797,,0.0260,98,9
28,BO-EI,3239,23,10,2.0000,60.6314,71.9152,52.1257,53.3215,86.2672,9.6951,,0.1038,98,15
29,BO-EI,2958,100,20,2.0000,57.7152,68.4243,49.5009,46.5001,84.5121,10.0609,,0.0434,98,11
30,BO-EI,7314,48,10,2.0000,60.5322,71.8201,52.7172,53.3235,85.4201,9.0925,,0.0801,98,17
1,Explore,7053,27,41,1.3953,57.5658,68.1953,48.5582,46.2974,83.9857,11.3842,,0.0916,98,9
2,Explore,4036,19,28,1.0006,57.2285,67.8319,48.9649,47.3611,80.6198,10.3775,,0.1420,98,10
3,Explore,1429,69,12,1.5830,59.2729,70.2500,50.2773,50.1337,85.1963,10.8803,,0.0553,98,13
4,Explore,8275,10,50,1.4262,56.3467,66.7384,46.8577,45.8749,80.2373,11.4714,,0.1408,98,7
5,Explore,5463,11,11,1.2872,60.5128,71.6975,50.5730,53.9737,84.7952,11.6801,,0.1529,98,11
6,Explore,3640,14,49,0.8492,57.7609,68.4469,47.8373,48.7935,82.6249,10.8893,,0.1534,98,8
7,Explore,980,66,25,1.9748,57.2745,67.8686,48.4288,46.9770,81.8929,10.8475,,0.0405,98,10
8,Explore,4216,87,37,1.1757,58.4817,69.2833,48.2070,48.0753,86.8752,11.4876,,0.0619,98,9
9,Explore,314,95,33,1.0781,53.3477,63.1544,40.3142,41.6968,81.3771,11.6928,,0.0202,98,8
10,Explore,337,31,20,1.5249,56.3750,66.8235,45.4898,46.8877,82.6459,10.1368,,0.0453,98,12
11,Explore,5434,95,31,0.6010,59.3917,70.3209,47.8189,50.4238,87.5178,12.7186,,0.0820,98,8
12,Explore,5847,27,17,0.8231,58.5706,69.4258,50.1479,49.8204,82.1969,10.5403,,0.1117,98,10
13,Explore,5052,23,14,1.3282,58.5470,69.3973,50.4436,49.0323,82.8804,10.5479,,0.1172,98,10
14,Explore,2070,15,15,1.8352,59.9003,71.0428,51.0536,53.3074,83.7716,9.7142,,0.1496,98,14
15,Explore,2469,89,45,1.9991,57.5115,68.1393,48.6691,45.3476,85.4939,11.1575,,0.0484,98,9
16,Explore,3442,71,10,2.0000,60.1495,71.3722,51.8115,52.6308,86.0386,8.8759,,0.0568,98,18
17,Explore,7232,92,10,2.0000,59.8469,70.9913,51.7190,52.3122,84.3233,9.3988,,0.0496,98,15
18,Explore,8804,95,10,0.5562,59.5831,70.5679,49.4824,49.8872,87.2398,12.2283,,0.0879,98,10
19,Explore,4962,10,10,2.0000,59.7012,70.7969,51.8299,50.6693,85.3628,9.9364,,0.1497,98,12
20,Explore,8804,10,10,1.6731,59.2222,70.2189,50.1848,52.7455,81.7083,10.1165,,0.1640,98,11
21,Explore,200,100,11,2.0000,55.0426,65.2340,43.9187,44.3693,81.8778,10.1639,,0.0132,98,12
22,Explore,7177,72,10,0.6731,60.4697,71.6632,49.4085,54.3322,86.4939,11.2345,,0.1020,98,12
23,Explore,5763,100,10,2.0000,60.0685,71.2642,51.9778,51.3012,87.1409,9.1746,,0.0542,98,14
24,Explore,2914,100,10,0.5000,59.2419,70.2006,47.9667,51.3761,86.5606,11.2011,,0.0659,98,12
25,Explore,2484,10,10,2.0000,60.3729,71.6144,51.6081,52.3369,87.4487,9.5017,,0.1520,98,13
26,Explore,6425,100,10,0.5000,57.0381,67.5354,41.3494,50.9734,85.2063,12.1842,,0.0920,98,10
27,Explore,7672,100,10,0.7146,60.2664,71.4428,49.7967,53.0239,87.3993,10.6644,,0.0824,98,10
28,Explore,7597,10,10,0.7771,59.6248,70.6585,49.2791,55.2243,80.5508,11.1664,,0.1687,98,9
29,Explore,2121,100,10,0.5429,59.5799,70.5928,48.8170,50.2140,88.7558,11.4815,,0.0662,98,12
30,Explore,8102,95,10,0.5517,60.2702,71.4186,49.5379,52.8565,87.2541,11.4116,,0.0863,98,11
