call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
1,Exploit,6640,27,41,1.3953,60.8133,76.6537,65.8385,55.2351,83.0798,12.5721,,0.2577,67,7
2,Exploit,3805,19,28,1.0006,61.8294,78.0010,67.4048,61.3910,79.3137,11.5565,,0.2669,67,8
3,Exploit,1355,69,12,1.5830,62.0474,78.3413,68.4310,59.6869,82.8136,10.3961,,0.1371,67,9
4,Exploit,7788,10,50,1.4262,61.6697,77.8117,66.2436,58.4439,84.1544,11.3034,,0.3509,67,8
5,Exploit,5145,11,11,1.2872,63.4821,80.1630,69.2412,66.1664,81.0984,10.4474,,0.2532,67,8
6,Exploit,3433,14,49,0.8492,61.0340,77.0113,66.7567,57.8933,80.9145,11.1545,,0.3190,67,8
7,Exploit,933,66,25,1.9748,61.4099,77.5337,67.2428,59.7164,80.7721,10.3389,,0.1254,67,8
8,Exploit,3974,87,37,1.1757,61.4595,77.4976,64.2452,58.8875,83.9228,12.1640,,0.1286,67,7
9,Exploit,307,95,33,1.0781,61.2117,77.2844,64.5153,62.1965,79.8088,10.2897,,0.0678,67,7
10,Exploit,329,31,20,1.5249,61.1332,77.1802,68.1610,59.1180,78.9666,10.3704,,0.1787,67,8
11,Exploit,5119,41,10,1.5180,61.9607,78.2219,69.2142,61.6383,78.6487,10.5655,,0.1969,67,8
12,Exploit,7206,15,14,0.5002,61.2010,77.2466,66.7567,60.6679,78.5415,10.7341,,0.3276,67,7
13,Exploit,2531,56,11,1.2767,63.0983,79.6902,68.6470,63.6346,83.2534,10.1669,,0.1613,67,8
14,Exploit,8010,10,11,1.2825,63.2205,79.8442,68.5390,64.3512,83.0902,10.1925,,0.2423,67,8
15,Exploit,536,10,10,1.3201,61.7612,77.9833,65.6765,62.6702,80.7388,10.2878,,0.2385,67,8
16,Exploit,6495,10,11,1.7694,63.7961,80.5510,68.7821,66.3296,82.8919,10.6572,,0.2427,67,8
17,Exploit,6149,10,11,2.0000,63.4482,80.1199,68.6740,65.1265,82.8902,10.4474,,0.2121,67,8
18,Exploit,2327,100,45,1.7837,62.2791,78.6085,65.0284,59.5341,88.1333,10.9023,,0.0794,67,6
19,Exploit,7631,98,46,1.7877,62.5632,78.9697,64.8123,59.8719,89.6025,10.9023,,0.0902,67,6
20,Exploit,6418,95,47,1.6033,62.7452,79.1063,65.8655,62.0936,84.0782,12.6473,,0.0766,67,7
21,Exploit,4039,16,44,0.5651,60.5687,76.2751,64.5963,57.1912,79.0514,13.8124,,0.3186,67,6
22,Exploit,7691,10,11,1.7285,64.0578,80.8994,68.9981,66.7694,83.8004,10.3704,,0.2382,67,8
23,Exploit,7442,10,11,1.6694,63.8939,80.6753,68.9441,66.6694,82.7987,10.6572,,0.2243,67,8
24,Exploit,7820,10,11,1.6727,63.7942,80.5641,68.8901,65.7750,83.7604,10.3704,,0.2551,67,8
25,Exploit,8285,10,10,1.8853,63.9505,80.7629,69.3492,67.0025,82.5121,10.3704,,0.2392,67,8
26,Exploit,8154,13,10,1.8300,63.9558,80.7661,70.0513,65.9452,82.9529,10.4358,,0.2258,67,9
27,Exploit,8285,10,10,1.9687,63.8734,80.6648,69.3762,66.6108,82.5522,10.3704,,0.2333,67,8
28,Exploit,2025,58,10,0.5000,59.4339,74.9549,64.7043,52.8596,81.4248,11.5512,,0.2941,67,7
29,Exploit,8285,10,10,1.8012,63.8809,80.6744,69.3762,66.6434,82.5522,10.3704,,0.2351,67,8
30,Exploit,8285,10,19,1.8926,63.7621,80.5233,69.2682,65.3274,83.6997,10.3704,,0.2827,67,8
1,BO-EI,6640,27,41,1.3953,60.8133,76.6537,65.8385,55.2351,83.0798,12.5721,,0.2577,67,7
2,BO-EI,3805,19,28,1.0006,61.8294,78.0010,67.4048,61.3910,79.3137,11.5565,,0.2669,67,8
3,BO-EI,1355,69,12,1.5830,62.0474,78.3413,68.4310,59.6869,82.8136,10.3961,,0.1371,67,9
4,BO-EI,7788,10,50,1.4262,61.6697,77.8117,66.2436,58.4439,84.1544,11.3034,,0.3509,67,8
5,BO-EI,5145,11,11,1.2872,63.4821,80.1630,69.2412,66.1664,81.0984,10.4474,,0.2532,67,8
6,BO-EI,3433,14,49,0.8492,61.0340,77.0113,66.7567,57.8933,80.9145,11.1545,,0.3190,67,8
7,BO-EI,933,66,25,1.9748,61.4099,77.5337,67.2428,59.7164,80.7721,10.3389,,0.1254,67,8
8,BO-EI,3974,87,37,1.1757,61.4595,77.4976,64.2452,58.8875,83.9228,12.1640,,0.1286,67,7
9,BO-EI,307,95,33,1.0781,61.2117,77.2844,64.5153,62.1965,79.8088,10.2897,,0.0678,67,7
10,BO-EI,329,31,20,1.5249,61.1332,77.1802,68.1610,59.1180,78.9666,10.3704,,0.1787,67,8
11,BO-EI,6363,100,10,2.0000,61.2115,77.2708,67.9449,59.8607,78.4765,10.5340,,0.0903,67,8
12,BO-EI,1125,98,10,1.2755,62.3646,78.7477,68.5390,61.2726,82.3203,10.3418,,0.1122,67,8
13,BO-EI,7663,10,11,1.1962,63.7071,80.4378,68.9711,65.7663,82.8928,10.6572,,0.2541,67,8
14,BO-EI,8285,10,10,1.0045,62.0790,78.3837,67.6479,64.8281,77.3346,10.3539,,0.2873,67,8
15,BO-EI,1072,39,11,1.1175,61.7453,77.8709,67.9719,58.7675,81.2320,11.9829,,0.1934,67,8
16,BO-EI,2211,10,11,1.1317,63.4232,80.0505,68.5930,65.0279,82.2307,11.1410,,0.2746,67,8
17,BO-EI,8285,10,11,1.1617,63.5801,80.2919,69.1331,64.6347,83.7662,10.3704,,0.2770,67,8
18,BO-EI,200,10,10,1.2204,61.0179,77.0367,65.4874,60.3930,79.8919,10.3120,,0.2282,67,7
19,BO-EI,2605,10,11,1.2233,63.0112,79.5990,68.9171,65.6563,80.2944,9.8064,,0.2787,67,8
20,BO-EI,7258,13,11,1.0278,63.1673,79.7669,69.5382,62.8509,83.3653,10.3704,,0.3082,67,8
21,BO-EI,8285,10,11,1.2437,63.4357,80.1197,69.3762,64.8941,82.5866,10.1606,,0.2486,67,8
22,BO-EI,7997,10,11,1.1756,63.8182,80.5946,69.0251,65.6549,83.8797,10.3704,,0.2901,67,8
23,BO-EI,7880,10,11,1.0461,63.2773,79.9009,68.3500,65.2923,82.1161,10.4793,,0.2945,67,8
24,BO-EI,8285,10,11,1.2022,63.5544,80.2706,69.3762,65.3973,82.5866,10.1606,,0.2481,67,8
25,BO-EI,5966,10,11,1.1588,62.7318,79.2185,67.4318,64.1765,81.9274,10.2696,,0.2728,67,8
26,BO-EI,7912,21,12,1.1725,63.0240,79.5625,68.9441,64.9187,80.2137,10.7781,,0.2261,67,7
27,BO-EI,4886,10,11,1.4967,63.5344,80.2296,68.6470,67.1209,80.9124,10.4474,,0.2604,67,8
28,BO-EI,8285,10,11,1.8999,63.7485,80.5174,69.3762,66.2263,82.5866,10.1606,,0.2442,67,8
29,BO-EI,8285,10,11,2.0000,64.1040,80.9581,69.1061,66.8176,83.8585,10.3704,,0.2390,67,8
30,BO-EI,8285,10,14,2.0000,64.1434,81.0083,69.0791,66.9646,83.9202,10.3704,,0.2433,67,8
1,Explore,6640,27,41,1.3953,60.8133,76.6537,65.8385,55.2351,83.0798,12.5721,,0.2577,67,7
2,Explore,3805,19,28,1.0006,61.8294,78.0010,67.4048,61.3910,79.3137,11.5565,,0.2669,67,8
3,Explore,1355,69,12,1.5830,62.0474,78.3413,68.4310,59.6869,82.8136,10.3961,,0.1371,67,9
4,Explore,7788,10,50,1.4262,61.6697,77.8117,66.2436,58.4439,84.1544,11.3034,,0.3509,67,8
5,Explore,5145,11,11,1.2872,63.4821,80.1630,69.2412,66.1664,81.0984,10.4474,,0.2532,67,8
6,Explore,3433,14,49,0.8492,61.0340,77.0113,66.7567,57.8933,80.9145,11.1545,,0.3190,67,8
7,Explore,933,66,25,1.9748,61.4099,77.5337,67.2428,59.7164,80.7721,10.3389,,0.1254,67,8
8,Explore,3974,87,37,1.1757,61.4595,77.4976,64.2452,58.8875,83.9228,12.1640,,0.1286,67,7
9,Explore,307,95,33,1.0781,61.2117,77.2844,64.5153,62.1965,79.8088,10.2897,,0.0678,67,7
10,Explore,329,31,20,1.5249,61.1332,77.1802,68.1610,59.1180,78.9666,10.3704,,0.1787,67,8
11,Explore,6648,88,10,1.0963,60.8318,76.7453,66.1086,57.5980,80.8227,11.3177,,0.1276,67,8
12,Explore,6973,10,21,1.2739,63.0709,79.6489,67.6208,65.7500,81.5241,10.2852,,0.3174,67,8
13,Explore,5994,10,10,1.8837,63.4825,80.1635,68.7821,65.1576,82.9057,10.4474,,0.2238,67,8
14,Explore,200,10,10,0.5000,59.3763,74.8864,64.7043,53.1354,80.7734,11.4652,,0.3441,67,7
15,Explore,5755,15,10,0.5811,62.9206,79.4223,68.5660,64.9206,79.9392,10.9374,,0.3310,67,7
16,Explore,5509,10,19,1.9088,63.4884,80.1403,68.1610,65.2905,82.9079,11.0146,,0.2297,67,8
17,Explore,8285,58,10,0.6129,59.2008,74.7149,65.3524,54.0305,78.7301,10.5124,,0.2038,67,6
18,Explore,8285,100,50,0.5742,61.0716,77.0310,60.5725,57.7351,89.0202,11.6714,,0.2673,67,4
19,Explore,2860,49,10,1.8007,62.5010,78.9310,69.2412,62.6933,80.5548,10.1606,,0.1578,67,8
20,Explore,8285,10,10,2.0000,63.8150,80.5906,69.1601,66.5187,82.6118,10.3704,,0.2374,67,8
21,Explore,2965,100,10,2.0000,61.4628,77.6382,68.7551,60.2319,79.3269,9.6541,,0.1006,67,10
22,Explore,8285,10,10,0.5000,60.7122,76.6131,65.3254,60.8467,77.1789,10.9523,,0.3787,67,6
23,Explore,7483,10,15,2.0000,63.6081,80.3271,68.4040,65.9212,83.1495,10.3785,,0.2372,67,8
24,Explore,3928,10,10,2.0000,64.2759,81.1949,68.9171,67.4371,84.6072,10.0350,,0.1989,67,8
25,Explore,2901,10,10,2.0000,63.8163,80.6322,68.7281,65.9856,84.6121,9.6343,,0.2102,67,8
26,Explore,3709,10,30,2.0000,63.3071,79.8938,68.1339,65.0013,82.0137,11.3065,,0.2600,67,8
27,Explore,8285,100,50,2.0000,62.4039,78.7671,64.3262,59.7097,89.5731,10.9023,,0.0595,67,6
28,Explore,4019,20,10,2.0000,63.6256,80.3514,69.4032,63.4721,85.2549,10.3389,,0.2036,67,9
29,Explore,3945,10,10,1.7687,63.8742,80.7021,68.7551,65.9295,84.8904,9.7053,,0.2284,67,9
30,Explore,2789,100,10,0.5000,59.3276,74.8193,64.5153,52.5350,81.5484,11.5596,,0.2010,67,7
