,ctpt_consensus_prediction,Cluster_ID,Marker_Match_1,Marker_Match_1_F1 (%),Marker_Match_2,Marker_Match_2_F1 (%),Marker_Match_3,Marker_Match_3_F1 (%)
0,PC P2RY14 GRM8,PC P2RY14 GRM8,Pericyte,8.695652173913043,Mural cell,7.017543859649124,Endothelial cell,5.128205128205128
1,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Mature oligodendrocyte,7.2727272727272725,Oligodendrocyte,6.866952789699571
2,InN VIP CLSTN2,InN VIP CLSTN2,Lake et al.science.ex8,5.5045871559633035,Purkinje neurons,5.5045871559633035,Immature neurons,4.545454545454545
3,L3-5 RORB MKX DCC,L3-5 RORB MKX DCC,Lake et al.science.ex5,10.169491525423728,Cajal-retzius cells,4.687500000000001,Immature neurons,4.545454545454545
4,L2-3 CUX2 ACVR1C THSD7A,L2-3 CUX2 ACVR1C THSD7A,Pyramidal cells,4.7058823529411775,Lake et al.science.ex1,3.125,Neurons,2.3715415019762847
5,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Excitatory neuron,11.76470588235294,Pyramidal cells,9.411764705882355,Neuron,8.968609865470851
6,PC P2RY14 GRM8,PC P2RY14 GRM8,Pericyte,8.695652173913043,Mural cell,7.017543859649124,Endothelial cell,5.128205128205128
7,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Excitatory neuron,11.76470588235294,Pyramidal cells,9.411764705882355,Neuron,8.968609865470851
8,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,9.266409266409266,Astrocytes,7.079646017699115,Bergmann glia,6.593406593406592
9,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,9.266409266409266,Astrocytes,7.079646017699115,Bergmann glia,6.593406593406592
10,Micro P2RY12 APBB1IP,Micro P2RY12 APBB1IP,Microglia,9.917355371900827,Lake et al.science.ex8,5.5045871559633035,A1 astrocyte,3.8461538461538463
11,L3-5 RORB MKX DCC,L3-5 RORB MKX DCC,Lake et al.science.ex5,10.169491525423728,Cajal-retzius cells,4.687500000000001,Immature neurons,4.545454545454545
12,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Mature oligodendrocyte,7.2727272727272725,Oligodendrocyte,6.866952789699571
13,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,9.266409266409266,Astrocytes,7.079646017699115,Bergmann glia,6.593406593406592
14,L2-4 CUX2 RORB CLMN,L2-4 CUX2 RORB CLMN,Lake et al.science.ex2,10.0,Neuroblasts,6.0,Neuroendocrine cells,5.194805194805195
15,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Excitatory neuron,11.76470588235294,Pyramidal cells,9.411764705882355,Neuron,8.968609865470851
16,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Excitatory neuron,11.76470588235294,Pyramidal cells,9.411764705882355,Neuron,8.968609865470851
17,InN PVALB HPSE,InN PVALB HPSE,Parvalbumin interneuron,7.4074074074074066,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142
18,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Excitatory neuron,11.76470588235294,Pyramidal cells,9.411764705882355,Neuron,8.968609865470851
19,InN LAMP5 BMP7,InN LAMP5 BMP7,Retinal ganglion cells,5.042016806722689,Neuron,4.484304932735426,Bergmann glia,4.395604395604397
