Cell_Type,MCS,Top_50_Markers
InN SST HS3ST5,0.9779411764705883,"GRIK1, CDH12, DAB1, SGCZ, ROBO2, XKR4, KIF26B, KIAA1217, SOX6, NXPH1, COL25A1, GRIK3, NRXN3, RBFOX1, THSD7A, ZNF385D, LINC01122, FSTL5, PIP5K1B, SLC24A3, DLGAP1, GRIP1, KIRREL3, TENM1, TIAM1, RPS6KA2, KCNIP1, PTPRM, CDH9, LRP8, PCSK5, SYNPR, EPHA6, PACRG, SLC27A6, GRIK2, MYO5B, FAM135B, TMEFF2, SLC24A4, SPOCK3, GRID2, RASGRF2, BCL11A, GRIA1, NXPH2, KAZN, LRP1B, HCN1, RBMS3"
InN SST FREM1,0.9588333333333332,"GRIK1, SYNPR, GRIK2, ASTN2, CNTNAP2, NRXN3, KIAA1217, RBFOX1, NXPH1, SHISA6, ROBO1, ROBO2, PLCH1, XKR4, NETO1, SPOCK3, GRIP1, KIF26B, CDH13, PCDH11X, CACNA2D3, ST6GALNAC5, GRIK3, CDH9, GRIN3A, KCNMB2, SATB1-AS1, PAWR, TENM2, ELAVL2, TIAM1, SOX6, CADPS, PCDH15, LHFPL3, DAPK1, GRID2, TENM3, STXBP6, RAB3B, FRMD3, MGAT4C, RUNX1T1, GPC6, ADGRL2, OXR1, GAD2, WLS, NPAS3, CRACD"
L3-5 RORB GABRG1 KCNH7,0.9509803921568628,"TSHZ2, DCC, IL1RAPL2, ENSG00000287722, RARB, FSTL4, POU6F2, KHDRBS2, OPCML, TOX, ENSG00000287989, ENSG00000271774, ENSG00000239498, ENSG00000288087, HTR1F, LINC01725, KHDRBS3, RORB, RALYL, UNC5D, ENSG00000236451, FOXP2, AGBL4, EPIC1, VWC2L, KCNH5, SLIT1, PTPRD, MSC-AS1, SLC44A5, TAFA2, ADGRL2, CAMK1D, COBLL1, CASC15, LINC01414, PDE10A, RYR2, INPP4B, CNTN5, NELL2, LINC02232, KCND3, EFNA5, SCHLAP1, RHOBTB2, ENSG00000291133, NKAIN2, LINC01202, LDB2"
InN LAMP5 RELN,0.9346666666666665,"ADARB2, CXCL14, GRIK2, RGS12, DLX6-AS1, GALNTL6, PLD5, NR2F2-AS1, FGF14, ERBB4, PRR16, ADRA1A, SLC25A48, PWRN1, C8orf34, LINC00200, ROBO1, GRIP1, CNR1, INPP4B, SORCS3, KAZN, CNTNAP2, ADARB2-AS1, ZNF536, DNER, PWRN4, GAD2, DAB1, MTUS2, EGFR, CRACD, NYAP2, CNTN5, CNTNAP4, PROX1, NR2F2, MIR325HG, ABTB3, KCNC2, GAD1, CCNH, CHST11, FSTL5, CHRM3, DOCK10, CNTN4, ANKRD55, LINGO2, TTC28"
OPC PDGFRA PCDH15,0.9673333333333332,"TNR, LHFPL3, PCDH15, PTPRZ1, LRRC4C, DSCAM, VCAN, XYLT1, EPN2, KCNMB2, LUZP2, MEGF11, CHST11, SEMA5A, PDGFRA, AGAP1, SLC35F1, ENSG00000278254, OPHN1, NLGN1, DPP6, PLPPR1, LINC00511, DISC1, SMOC1, SOX6, CA10, SEZ6L, SPATA6, GALNT13, NAV1, DGKG, NOVA1, OPCML, ZSWIM6, MYT1, TMEM132C, MAML2, KIF13A, SULF2, SCD5, MIR3681HG, ADGRL3, LRP1B, GRID2, PDZD2, ADARB2, NTM, DCC, KCND2"
L2-4 CUX2 RORB CLMN,0.9714942528735631,"NTNG1, COL5A2, UNC5D, PTPRD, TCERG1L, TRHDE, ENSG00000229425, RMST, LRRC4C, CA10, ENSG00000285939, SNTG1, ENSG00000251293, PTPRT, ENSG00000263551, PRSS12, TAFA1, CUX2, POU6F2, NEGR1, GRM7, IQCJ, CPNE4, DCC, RGS7, LAMA2, LINGO2, FMN1, ADGRB3, KCNH5, EFNA5, LINC02217, PYDC2-AS1, RIT2, PLCH1, DLGAP2, KCNB2, MAST4, LRRK1, ARL15, KCNH1, RORB, ENSG00000234021, ENSG00000253452, HS6ST3, KHDRBS2, ENSG00000231533, R3HDM1, CSMD1, FLRT2"
InN VIP CLSTN2,0.9505128205128205,"ADARB2, DLX6-AS1, RGS12, SYNPR, GALNTL6, VWC2L, SNTG1, ERBB4, PWRN1, VIP, SLC24A3, LRP1B, GRM7, ROBO2, ENSG00000286778, PLD5, GALNT17, C8orf34, ENSG00000286263, KCNMB2, DSCAM, THSD7A, CALN1, LAMA3, KCNT2, PTPRE, ABTB3, PROX1, CACNA1D, PDE3A, CLVS1, GALNT13, FGF14, NLGN1, NRXN3, CCNH, FIGN, ROBO1, CNTN4, ENSG00000197585, ASIC2, RGS6, NPAS3, PROX1-AS1, CRACD, CNTNAP5, GPR149, CNTNAP2, TCF4, ANO4"
L6 OPRK1 THEMIS RGS6,0.9418181818181819,"NRG1, PDZRN4, ZNF804B, MEG3, THEMIS, CLSTN2, KCNIP4, TMEM132D, GALNT14, ENSG00000239498, BMPER, RXFP1, ERC2, ENSG00000253553, NAV3, LINC03051, RALYL, KALRN, MCTP1, ENSG00000256654, PDE4D, CDH12, CADPS, SLIT1, RIT2, CABP1, SYN3, HS3ST2, PCSK2, DCHS2, EFNA5, CA10, IGSF21, MIR137HG, ENSG00000236451, CBLN2, RBFOX1, NETO1, CACNA1B, RYR2, CELF2, TESC, TENM4, KCTD16, ENSG00000233928, CNTN4, ATP8B1, SLC35F3, DLGAP2, EPIC1"
InN LAMP5 BMP7,0.9823728813559321,"FGF13, PTCHD4, FGF14, ENSG00000251031, MYO16, PRELID2, GAD2, SV2C, NXPH2, SGCZ, MGAT4C, ATP8A2, GRIP1, DLX6-AS1, PKP2, EYA4, ALK, UBASH3B, UNC13C, TMEM132D, BCL11B, GRIN2A, SPHKAP, KAZN, KIT, GRIN3A, ADARB2, MACROD2, DGKD, MTUS2, GRIA4, ZNF536, FBXL7, NFIB, CRACD, CNTNAP4, KCNIP1, TACR1, GRIK1, DPP6, ANKRD55, PTPRT, RAB3C, DNER, GRM5, NXPH1, FSTL5, NRIP3, IGSF11, EXT1"
L6 FEZF2 NPFFR2 TPD52L1,0.9789285714285714,"HS3ST4, FRMPD4, TLE4, MDGA2, SEMA3E, EPHA5, RXFP1, RALYL, SLC8A1, DGKI, KIAA1217, ENSG00000283674, NALF1, MCTP1, ADAMTSL1, LRP1B, PTPRD, KALRN, PDZRN4, ASIC2, ROBO2, CADPS, SYNPO2, ARPP21, RYR2, PRKAG2, CELF2, ENSG00000284624, LINC01122, SORBS2, ANKS1B, CACNA2D3, RAP1GAP2, FOXP2, DLC1, ERC2, DGKG, NRXN1, GRIK3, DCHS2, LINC02223, MEG3, SORCS3, ILDR2, NAV3, SEMA3A, PHACTR1, PCDH11X, MIR137HG, NOS1AP"
InN VIP EXPH5,0.983111111111111,"ADAMTS6, THSD7A, LINGO2, CALN1, PROX1, PLD5, GALNTL6, CNTNAP2, VIP, L3MBTL4, KCNIP4, MIR325HG, RERG, SLC24A3, CSMD1, ERBB4, RYR3, ANK1, ADARB2, MTUS2, RGS12, KMO, CNTN3, ABTB3, PDE3A, FRMD4A, CDH13, MYRIP, KCNT2, DLX6-AS1, ZNF804A, SYNPR, ZMAT4, LRRC4C, SNHG14, RGS17, ITGA8, ROBO1, ENSG00000203279, KCNH7, CHRM2, HTR1E, NLGN1, TSHZ2, ENSG00000197585, SLC35F4, CNTN4, GRM7, PRICKLE2, SLC44A5"
L3-5 RORB PCBP3 IL1RAPL2,0.9661111111111111,"RMST, PLCH1, PDZRN4, OTOGL, CPNE4, ZNF804B, DCC, TSHZ2, POU6F2, LINC02885, NEGR1, PHLDB2, TCERG1L, PYDC2-AS1, NKAIN2, ANO3, PTPRT, SCHLAP1, PCBP3, ENSG00000253553, LINC01915, MGAT4C, ENSG00000285939, PTPRD, HTR1F, ENSG00000288036, RXFP1, CELF4, GRIA1, KCNB2, LINC02955, IL1RAPL2, ENSG00000259048, ST6GAL2, LRRC4C, FOXP2, CNTN3, SEMA6D, ITGA11, IRAG2, CELF2, LINC01414, ENSG00000271774, KCNH1, MME, KCNQ3, CCDC3, CDK14, RIMS1, SLIT1"
L5-6 FEZF2 NXPH2 CDH8,0.9767741935483872,"ENSG00000283674, ASIC2, TSHZ2, TRMT9B, ITGA8, TLL1, ENSG00000271774, HTR2C, GHR, SORCS2, NPSR1-AS1, HS3ST4, FER1L6-AS2, ZNF385D, SEMA5B, GRM4, GRM8, ENSG00000290357, DPY19L1, OLFM3, TRHDE, ATP2C2, LINC00937, FGFR1, EML6, SEMA3E, BCL11B, CRYM, CLSTN2, CDH6, TLE4, MEG3, CDH11, PRR16, PDE9A, MPP7, NXPH2, CSMD3, VWC2L, SNTG1, KCNB2, COL12A1, SH3RF3, ETV1, TOX, PWRN1, ENSG00000253553, XKR6, SEL1L3, GALNT14"
SMC ACTA2 CNN1,0.8225806451612905,"PRKG1, MYH11, CARMN, LPP, MYL9, ACTA2, RBPMS, PDLIM5, TAGLN, CALD1, FLNA, ZFHX3, CRIM1, TPM2, EBF1, FOS, NR4A1, LMOD1, FHL5, SLIT3, TPM1, LTBP1, UTRN, C11orf96, MCAM, SORBS2, DSTN, PPP1R12B, VIM, PDE3A, NR2F2-AS1, ACTB, ARHGAP10, ADIRF, PLCE1, PTPRG, PPP1R12A, VCL, SYNPO2, CRIP1, IGFBP7, SLC38A11, ACTN4, MSRB3, MUSTN1, NTN4, ESYT2, TACC1, PPP1R14A, JAG1"
