Cell_Type,MCS,Top_50_Markers
Endo CLDN5 SLC7A5,0.7226384692849951,"MAP1B, CALM1, SNAP25, NRGN, HSP90AA1, CALM2, SPARCL1, HSP90AB1, CHN1, FTH1, NEFL, CLU, RTN4, CALM3, PEBP1, SYT1, STMN2, ATP1B1, TUBA1B, VSNL1, YWHAG, OLFM1, RTN3, YWHAH, CAMK2N1, THY1, LMO4, GNAS, CCK, ENC1, VAMP2, CKB, IDS, GAPDH, CAMK2A, ENSG00000289901, NEFM, ATP2B1, MAP1A, STMN1, YWHAB, NORAD, STXBP1, ACTB, BASP1, UCHL1, TMSB10, RTN1, ARPP19, BEX1"
Oligo MOG OPALIN,0.9316525423728812,"CTNNA3, ST18, SIK3, RNF220, MBP, SLC44A1, PIP4K2A, PDE4B, PLP1, QKI, DOCK5, PPP2R2B, PLEKHH1, FRMD4B, DOCK10, SLC24A2, NCKAP5, PRUNE2, IL1RAPL1, PHLPP1, C10orf90, FRMD5, TMEM144, DIP2B, TMTC2, KCNH8, PCDH9, ERBIN, ELMO1, ENPP2, EDIL3, PALM2AKAP2, CLMN, TTLL7, PLCL1, SHTN1, PXK, TRIM2, FRYL, MAP7, CERCAM, PDE8A, CADM2, ANK3, LINC01608, CNDP1, CREB5, PDE1C, UNC5C, AGAP1"
L2-3 CUX2 ACVR1C THSD7A,0.9751162790697674,"CBLN2, LRRTM4, HS6ST3, ENSG00000254092, LINC01250, MLIP, DGKB, ENSG00000229618, KCNIP4, LINC01378, LINC02306, SLIT3, SYN3, GRIA4, R3HDM1, PDZD2, DIRC3-AS1, CSMD1, LINC02263, CELF2, CUX2, TAFA1, CDH18, KCNQ5, CHRM3, PPFIA2, TMEM178B, LDB2, PVT1, SDK1, DLGAP2, DGCR5, NDST3, STXBP5L, GRM1, EPIC1, CDH9, ASIC2, CEROX1, SIPA1L1, SORBS2, PHACTR1, LINC01122, RGS6, ATRNL1, ENSG00000228566, MEG3, KCND2, ENSG00000231533, KCTD16"
L3-5 RORB MKX DCC,0.9483333333333335,"CASC15, CLSTN2, PHACTR1, CADPS2, CCDC85A, FSTL4, IL1RAPL2, LRRK1, ENSG00000287172, NRG1, RXFP1, CPNE4, FRMPD4, NKAIN2, AGBL4, HS3ST4, ENSG00000240499, RALYL, ENSG00000254394, HECW1, RYR2, CCSER1, EPHA3, PTPRT, MDGA2, HS3ST2, ARSJ, NYAP2, ARPP21, GALNT17, TENM4, FOXP2, RORB, ZNF385B, CHN2, NAV3, TLL1, RBFOX3, POU6F2, IPCEF1, TRMT9B, ENSG00000287749, KCNQ5, CNTN5, KCNH7, KHDRBS3, ENSG00000254587, FMN1, PCDH7, DNAH6"
Astro AQP4 SLC1A2,0.8612149532710279,"SLC1A2, GPC5, NTM, MACF1, ADGRV1, SLC1A3, RYR3, PITPNC1, MSI2, GPM6A, OBI1-AS1, SYNE1, ZNF98, RORA, LINC00299, LSAMP, COL5A3, SLC4A4, CTNNA2, CABLES1, NKAIN3, MIR9-1HG, HPSE2, NPAS3, SFXN5, DTNA, CTNND2, DST, TNIK, CDH20, ZNRF3, NHSL1, PREX2, CAMK2G, ABLIM1, ENSG00000286757, FBXL7, TRPM3, ENSG00000271860, PRDM16, ATP1A2, MMD2, PTPRZ1, DGKG, RGS20, SORBS1, NRXN1, LINC00499, HIF3A, GLIS3"
InN PVALB HPSE,0.9427411167512689,"ERBB4, KCNC2, ZNF804A, ZNF385D, FGF12, ABTB3, MYO16, ANK1, CNTNAP2, TENM1, DLGAP1, VWC2, ADAMTS17, TMEM132C, NXPH1, KAZN, GRIP1, SCN1A-AS1, KIAA1217, CNTNAP3, SLIT2, DPP10, SOX6, MYO5B, SAMD5, GAD1, CNTNAP3B, RUNX2, HUNK, CADPS, TRPC4, NHS, TAFA2, PAM, PLXNA4, KLF12, ENSG00000289201, TAFA4, GAD2, KIF26B, ASTN2, KCND2, CNTN5, PTPRM, ENSG00000227681, SDK1, PPARGC1A, PLCXD3, CALN1, TENM3"
PC P2RY14 GRM8,0.8720833333333333,"ATP1A2, ITIH5, LAMA2, COLEC12, DLC1, EBF1, CALD1, ARHGAP29, LHFPL6, ENSG00000243620, SLC6A1, PARD3, COBLL1, EPS8, UTRN, SLC19A1, TACC1, SLC20A2, PTEN, PDGFRB, RBMS3, EPAS1, RGS5, IGFBP7, PLCB4, SYNE2, SLC38A11, ADAMTS9-AS2, PTPRK, PDE7B, SLC6A13, ARHGAP10, UACA, DCN, PRKG1, PTN, PTPRG, TNS1, RORA, MYO1B, RBPMS, LEF1, ZFHX3, NEAT1, PDE8B, LINC00472, GRM8, B2M, CARMN, ARHGAP42"
L2-3 CUX2 NTNG1 PALMD,0.9523243243243243,"ENSG00000228566, ENSG00000249881, LRRTM4, ENSG00000251600, MEG3, ENSG00000229425, STXBP5L, TAFA1, ENSG00000239498, CBLN2, CUX2, CA10, ENSG00000233290, ENSG00000229618, DGKB, HS6ST3, CEROX1, LINC01250, DLGAP2, ENSG00000250243, IQCJ, LINC01378, ENSG00000285939, SYN3, KCNIP4, ATRNL1, CRACDL, EPIC1, R3HDM1, TESPA1, KCTD1, LY86-AS1, GULP1, ENSG00000248343, TMEM178B, ENSG00000236451, CDH18, DIRC3-AS1, LDB2, ENSG00000255595, ENSG00000285582, FLRT2, LINGO2, MLIP, ENSG00000263551, AQP4-AS1, TMEM132D, ENSG00000251205, ST6GALNAC5, KALRN"
Micro P2RY12 APBB1IP,0.7911656441717793,"LRMDA, PLXDC2, ITPR2, DOCK8, DOCK4, SFMBT2, ARHGAP24, FOXN3, APBB1IP, DLEU1, SRGAP2, MEF2A, ST6GAL1, INPP5D, LDLRAD4, TBXAS1, ELMO1, EPB41L2, CHST11, FRMD4A, AOAH, ABCC4, DISC1, SLCO2B1, SORL1, FYB1, ADAM28, LINC01374, ARHGAP22, MAML3, SLC9A9, RUNX1, CSF1R, CYFIP1, ST6GALNAC3, PALD1, CSGALNACT1, ZFHX3, DIAPH2, ATP8B4, DOCK2, ARHGAP15, P2RY12, ENSG00000249738, BMP2K, TBC1D22A, RASGEF1C, MAML2, C3, LPAR6"
Astro GFAP FABP7,0.9245390070921986,"DPP10, ADGRV1, MSI2, ENSG00000286757, OBI1-AS1, DCLK2, ARHGEF4, AMZ2, NPAS3, DTNA, GLIS3, NTM, ABLIM1, TNIK, ZNRF3, CTNNA2, PITPNC1, SORBS1, AHCYL2, LINC00299, SLC1A2, CDH20, KANK1, GFAP, MIR99AHG, ENTREP1, BMPR1B, MMD2, AQP4, LRIG1, GPM6A, LSAMP, ENSG00000284977, NEAT1, RFX4, NHSL1, FMN2, GRAMD2B, STON2, ADCY2, DAAM2, ADD3, PARD3B, WWOX, MALAT1, PARD3, CTNND2, PRKCA, FBXL7, MAML2"
