Cell_Type,MCS
gdT,0.9712756264236903
CD8.Prolif,0.7936329588014979
NKT,0.8734728033472803
DC3,0.95
CD8.Naive,0.8981456953642385
Treg,0.7848148148148149
HSC_CD38pos,0.9384615384615383
CD4.Prolif,0.92
