Cluster_ID,Assigned_Cell_Type,Precision (%),Recall (%),F1_Score (%),Jaccard (%),True_Positive_Count,Predicted_Marker_Count,Reference_Marker_Count,Assigned_Cell_Type_2,Precision_2 (%),Recall_2 (%),F1_Score_2 (%),Jaccard_2 (%),True_Positive_Count_2,Predicted_Marker_Count_2,Reference_Marker_Count_2,Assigned_Cell_Type_3,Precision_3 (%),Recall_3 (%),F1_Score_3 (%),Jaccard_3 (%),True_Positive_Count_3,Predicted_Marker_Count_3,Reference_Marker_Count_3
NKT,Cytotoxic cd8+ t cell,16.0,80.0,26.666666666666668,15.384615384615385,8,50,10,Cytotoxic t cell,14.000000000000002,63.63636363636363,22.950819672131146,12.962962962962962,7,50,11,Memory cd8+ t cell,14.000000000000002,46.666666666666664,21.53846153846154,12.068965517241379,7,50,15
DC3,Myeloid cell,22.0,28.205128205128204,24.719101123595507,14.102564102564102,11,50,39,Monocyte,34.0,16.037735849056602,21.794871794871792,12.23021582733813,17,50,106,Cd1c+_b dendritic cell,22.0,19.642857142857142,20.754716981132074,11.578947368421053,11,50,56
Treg,Regulatory t (treg) cell,24.0,21.818181818181817,22.857142857142858,12.903225806451612,12,50,55,Regulatory t(treg) cell,16.0,21.052631578947366,18.18181818181818,10.0,8,50,38,Natural regulatory t cell,8.0,36.36363636363637,13.114754098360654,7.017543859649122,4,50,11
CD8.Prolif,Immature b cell,12.0,50.0,19.35483870967742,10.714285714285714,6,50,12,B cell,26.0,14.772727272727273,18.84057971014493,10.4,13,50,88,Mature b cell,10.0,71.42857142857143,17.54385964912281,9.615384615384617,5,50,7
CD8.Naive,Gamma delta(γδ) t cell,8.0,21.052631578947366,11.594202898550725,6.153846153846154,4,50,19,Naive cd8+ t cell,18.0,7.964601769911504,11.042944785276072,5.844155844155844,9,50,113,Cd8+ t cell,10.0,11.363636363636363,10.638297872340427,5.617977528089887,5,50,44
HSC_CD38pos,Hematopoietic stem cell,8.0,9.090909090909092,8.51063829787234,4.444444444444445,4,50,44,Plasmacytoid dendritic cell(pdc),6.0,11.11111111111111,7.792207792207792,4.054054054054054,3,50,27,Progenitor cell,4.0,14.285714285714285,6.25,3.225806451612903,2,50,14
CD4.Prolif,Cycling cell,4.0,100.0,7.6923076923076925,4.0,2,50,2,Proliferative lymphocyte,4.0,100.0,7.6923076923076925,4.0,2,50,2,Granulocyte-monocyte progenitor,8.0,3.389830508474576,4.761904761904762,2.4390243902439024,4,50,118
gdT,Effector memory t cell,4.0,12.5,6.0606060606060606,3.125,2,50,16,Il-17ralpha t cell,2.0,100.0,3.9215686274509802,2.0,1,50,1,Naive regulatory t (treg) cell,2.0,33.33333333333333,3.7735849056603774,1.9230769230769231,1,50,3
