Cell_Type,MCS
OPC PDGFRA PCDH15,0.9683248730964467
Oligo MOG OPALIN,0.918409090909091
Endo CLDN5 IL1R1,0.9551785714285714
Astro GFAP AQP1,0.8518421052631576
Micro P2RY12 APBB1IP,0.8178378378378377
Oligo MOG GSN,0.97
L2-3 CUX2 ACVR1C THSD7A,0.8637037037037039
PC P2RY14 GRM8,0.818095238095238
T SKAP1 CD247,0.8425
