call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
29,Exploit,4986,59,10,1.4191,76.8558,81.2208,69.5048,63.6268,89.4961,9.5203,,0.1247,100,19
30,Exploit,3737,66,10,1.7207,75.4213,79.7045,68.4405,61.2188,87.5688,9.3810,,0.1131,100,19
1,BO-EI,7960,27,41,1.3953,74.1987,78.3909,65.7472,58.0690,88.1959,11.0748,,0.3223,100,13
2,BO-EI,4543,19,28,1.0006,74.2362,78.4375,66.3988,58.6242,87.2542,10.4839,,0.3607,100,15
3,BO-EI,1592,69,12,1.5830,75.5009,79.7918,68.8532,61.6899,87.0122,9.1069,,0.1058,100,20
4,BO-EI,9343,10,50,1.4262,73.5479,77.7063,62.3154,59.5121,87.9074,10.7185,,0.2980,100,11
5,BO-EI,6159,11,11,1.2872,75.8526,80.1579,67.0070,63.7308,87.7140,9.6292,,0.2436,100,13
6,BO-EI,4095,14,49,0.8492,73.0481,77.1689,62.7063,58.3113,85.9710,11.4542,,0.3799,100,10
7,BO-EI,1083,66,25,1.9748,75.2618,79.5352,67.6368,60.7231,88.5191,9.4237,,0.1647,100,16
8,BO-EI,4747,87,37,1.1757,70.6867,74.6804,59.8175,53.0154,87.4492,10.5603,,0.1758,100,13
9,BO-EI,329,95,33,1.0781,65.0343,68.6894,50.7168,46.8425,81.9051,11.3642,,0.0838,100,12
10,BO-EI,356,31,20,1.5249,74.7595,79.0038,67.0504,60.0394,87.8829,9.4021,,0.1325,100,17
11,BO-EI,9942,73,50,0.5000,70.0131,73.9474,58.6447,51.5505,86.4060,12.2819,,0.2250,100,10
12,BO-EI,2584,52,10,1.2500,76.7449,81.0968,69.0921,63.2259,89.5152,10.0941,,0.1923,100,18
13,BO-EI,5696,56,10,2.0000,76.7988,81.1622,70.7211,63.1572,88.4771,9.3768,,0.1241,100,21
14,BO-EI,7387,47,50,1.9948,75.3735,79.6460,67.0287,61.1286,88.6556,10.0587,,0.2536,100,15
15,BO-EI,3417,55,10,2.0000,77.0448,81.4216,69.7220,64.7567,88.6040,9.4614,,0.1209,100,20
16,BO-EI,5189,47,10,2.0000,77.4570,81.8564,71.5682,64.4813,88.4940,9.5791,,0.1354,100,22
17,BO-EI,7370,42,10,2.0000,78.1675,82.6100,72.0460,65.6483,89.7847,9.4241,,0.1512,100,20
18,BO-EI,9942,40,10,2.0000,78.3740,82.8318,71.7854,66.8959,89.6552,9.1421,,0.1548,100,18
19,BO-EI,9750,40,10,0.5000,70.6634,74.6494,60.2954,52.5337,86.8800,11.1033,,0.2791,100,12
20,BO-EI,8987,26,10,2.0000,78.1619,82.5985,71.0469,66.7445,89.0741,9.9059,,0.1993,100,18
21,BO-EI,4853,10,10,2.0000,75.8706,80.1836,67.2242,63.4202,88.4885,9.0586,,0.2414,100,14
22,BO-EI,9942,100,10,2.0000,74.0359,78.2281,66.3553,58.3013,87.0430,10.2569,,0.0848,100,20
23,BO-EI,9024,35,10,2.0000,77.9532,82.3830,70.8297,65.9488,89.8685,9.4501,,0.1794,100,19
24,BO-EI,9942,10,10,2.0000,75.1183,79.3869,65.2476,61.8173,89.7345,9.1157,,0.2348,100,15
25,BO-EI,9942,36,10,2.0000,78.5962,83.0629,72.1981,66.3821,90.5505,9.4910,,0.1771,100,20
26,BO-EI,9942,71,10,2.0000,77.6939,82.1086,71.5030,64.1920,90.2191,9.4489,,0.1080,100,20
27,BO-EI,9942,49,10,2.0000,78.7459,83.2195,72.6977,66.0860,90.8891,9.6489,,0.1342,100,21
28,BO-EI,9942,55,10,1.7545,78.1630,82.6033,71.6768,65.9127,89.7023,9.5957,,0.1284,100,19
29,BO-EI,200,10,10,0.5000,70.1769,74.1324,54.9088,57.4360,84.6245,11.2843,,0.2573,100,10
30,BO-EI,9942,51,10,2.0000,78.5777,83.0449,72.0460,66.4981,90.6164,9.3636,,0.1204,100,20
1,Explore,7960,27,41,1.3953,74.1987,78.3909,65.7472,58.0690,88.1959,11.0748,,0.3223,100,13
2,Explore,4543,19,28,1.0006,74.2362,78.4375,66.3988,58.6242,87.2542,10.4839,,0.3607,100,15
3,Explore,1592,69,12,1.5830,75.5009,79.7918,68.8532,61.6899,87.0122,9.1069,,0.1058,100,20
4,Explore,9343,10,50,1.4262,73.5479,77.7063,62.3154,59.5121,87.9074,10.7185,,0.2980,100,11
5,Explore,6159,11,11,1.2872,75.8526,80.1579,67.0070,63.7308,87.7140,9.6292,,0.2436,100,13
6,Explore,4095,14,49,0.8492,73.0481,77.1689,62.7063,58.3113,85.9710,11.4542,,0.3799,100,10
7,Explore,1083,66,25,1.9748,75.2618,79.5352,67.6368,60.7231,88.5191,9.4237,,0.1647,100,16
8,Explore,4747,87,37,1.1757,70.6867,74.6804,59.8175,53.0154,87.4492,10.5603,,0.1758,100,13
9,Explore,329,95,33,1.0781,65.0343,68.6894,50.7168,46.8425,81.9051,11.3642,,0.0838,100,12
10,Explore,356,31,20,1.5249,74.7595,79.0038,67.0504,60.0394,87.8829,9.4021,,0.1325,100,17
11,Explore,9942,73,50,0.5000,70.0131,73.9474,58.6447,51.5505,86.4060,12.2819,,0.2250,100,10
12,Explore,2628,52,10,1.2500,77.2336,81.6172,70.1781,64.2371,89.2985,9.8152,,0.1584,100,18
13,Explore,4592,57,10,2.0000,76.6944,81.0516,70.2867,63.4116,88.1599,9.3913,,0.1251,100,21
14,Explore,200,52,10,2.0000,73.5881,77.7666,61.9244,61.6113,87.1095,9.1969,,0.0713,100,17
15,Explore,6664,59,10,1.5753,76.3651,80.6958,68.2016,63.5968,88.4059,10.0210,,0.1275,100,18
16,Explore,4617,10,10,2.0000,76.3690,80.7082,67.0287,65.0353,88.6605,9.3057,,0.2314,100,14
17,Explore,3934,52,10,0.5000,71.3935,75.4284,60.5560,53.4782,89.2293,10.5517,,0.2584,100,12
18,Explore,3779,51,10,1.5005,76.8346,81.2005,69.9826,64.0901,88.3128,9.3395,,0.1312,100,20
19,Explore,9942,81,10,2.0000,76.3518,80.6891,69.5265,62.6213,88.6168,9.3810,,0.0997,100,21
20,Explore,6639,69,50,2.0000,73.9714,78.1588,65.2693,58.1278,88.3458,10.3505,,0.2177,100,15
21,Explore,9942,26,10,2.0000,78.4757,82.9352,71.0252,67.7648,89.5791,9.5161,,0.1992,100,17
22,Explore,9942,10,10,2.0000,75.1183,79.3869,65.2476,61.8173,89.7345,9.1157,,0.2348,100,15
23,Explore,9942,47,10,2.0000,78.5800,83.0462,72.0026,66.5717,90.4996,9.4504,,0.1446,100,20
24,Explore,9942,48,10,2.0000,78.5413,83.0018,71.4596,66.7978,90.4073,9.7552,,0.1346,100,20
25,Explore,9942,35,10,2.0000,78.7417,83.2157,72.1981,67.0172,90.2793,9.5927,,0.1695,100,20
26,Explore,7786,32,10,2.0000,77.6204,82.0331,71.5682,64.2949,89.8249,9.2581,,0.1837,100,19
27,Explore,9942,33,10,1.7649,78.0165,82.4496,71.4596,65.5043,89.9473,9.4844,,0.1645,100,20
28,Explore,200,10,10,0.5000,70.1769,74.1324,54.9088,57.4360,84.6245,11.2843,,0.2573,100,10
29,Explore,9942,10,10,0.5000,73.7634,77.9357,62.7281,60.8777,86.5119,10.6084,,0.3338,100,9
30,Explore,200,10,50,2.0000,72.6150,76.7235,59.2745,60.9734,85.9492,10.3390,,0.1632,100,11
