Cell_Type,MCS,Top_50_Markers
Oligo MOG OPALIN,0.847490974729242,"PLP1, SLC24A2, MBP, CTNNA3, IL1RAPL1, ANK3, ST18, SLC44A1, KCNH8, LINC01608, PALM2AKAP2, PIP4K2A, TTLL7, PRUNE2, SIK3, FRMD5, PCDH9, RNF220, CLMN, SHTN1, FRMD4B, PLEKHH1, PTPRD, CERCAM, EDIL3, CNDP1, PLCL1, PDE4B, ENPP2, PDE1C, DOCK5, CREB5, ANO4, C10orf90, PXK, TMEM144, MAP7, PDE8A, TMTC2, TF, DOCK10, PPP2R2B, HHIP, PDE1A, LPAR1, DLG1, ELMO1, DLG2, PHLPP1, SPOCK1"
Endo CLDN5 SLC7A5,0.9232985386221295,"CALM1, MAP1B, CHN1, NORAD, SNAP25, IDS, YWHAG, CAMK2A, NRGN, CALM3, THY1, CALM2, ENC1, VSNL1, COPG2IT1, STXBP1, RTN3, OLFM1, STMN2, TUBA1B, LMO4, SYT1, ATP2B2, NEFL, VAMP2, GABRA1, CAMK2B, CREG2, ATP2B1, SYT11, YWHAB, ATP1B1, OIP5-AS1, HSP90AB1, BASP1, RAB6B, SNHG14, PPP3CA, GABRB2, ARPP19, RGS4, YWHAH, TSPYL1, ADCY1, GABBR2, RTN1, NEFM, TMOD2, KCNB1, TOMM20"
Astro AQP4 SLC1A2,0.8405496828752645,"SLC1A2, SYNE1, MACF1, ADGRV1, GPC5, RYR3, RORA, GPM6A, PITPNC1, SLC1A3, ZNF98, CTNNA2, OBI1-AS1, NTM, MSI2, LINC00299, DST, SLC4A4, LSAMP, NRXN1, TRPM3, MIR9-1HG, HPSE2, ABLIM1, CTNND2, DTNA, NRG3, SORBS1, ATP1A2, MMD2, TNIK, CACNB2, NKAIN3, COL5A3, SPARCL1, PREX2, DGKG, CABLES1, ENSG00000286757, SFXN5, LINC03051, CARMIL1, GLIS3, CLU, SOX5, LRP1B, NTRK2, NEBL, PRDM16, CADM1"
Oligo MOG GSN,0.9866216216216216,"LINC00609, SLC5A11, MAN2A1, MOBP, DPYD, PCSK6, FMNL2, NKAIN2, LRP2, ENSG00000258342, SYNJ2, ENSG00000227088, MVB12B, MBP, PIEZO2, QKI, MAP7, ANLN, DPYSL5, ST18, CTNNA3, CDK18, RNF220, DNM3, PRR5L, CNTNAP4, SLC25A13, ANKRD18A, LMCD1-AS1, RFFL, TF, AGPAT4, DOCK10, ATP8A1, FAM124A, ENSG00000286749, SHROOM4, TMEM165, GAB1, PDE1A, LDB3, ACTN2, PLCL1, PLEKHH1, ITGA2, GSN, MYO1E, COL4A5, MAP4K4, ZDHHC20"
Micro P2RY12 APBB1IP,0.9024427480916031,"SRGAP2, DLEU1, LRMDA, PLXDC2, ARHGAP24, MEF2A, SFMBT2, DOCK8, INPP5D, ST6GAL1, FYB1, LDLRAD4, TBXAS1, DOCK4, AOAH, FRMD4A, CYFIP1, APBB1IP, FOXN3, PALD1, ITPR2, SLCO2B1, ENSG00000249738, DISC1, CSF1R, C3, P2RY12, LINC02798, EPB41L2, ABCC4, ABR, ATP8B4, DOCK2, CHST11, RUNX1, BMP2K, DIAPH2, TBC1D22A, MAML3, ZFHX3, LHFPL2, RASGEF1C, ARHGAP15, LPAR6, RNASET2, ANKRD44, SYK, PTPRC, ADAM28, KCNQ3"
L2-3 CUX2 ACVR1C THSD7A,0.9892156862745098,"DLGAP2, MEG3, CELF2, KALRN, PHACTR1, LDB2, RALYL, STXBP5L, CSMD1, PDE4D, KCNQ5, ASIC2, AGBL4, CACNA1B, ANKS1B, AFF3, RBFOX1, ENSG00000225689, RBFOX3, KCNIP4, KHDRBS2, FRMPD4, NALF1, OPCML, NAV3, MIR137HG, ERC2, CDH18, ENSG00000291133, SRRM3, MIAT, MLIP, MTUS2, LRFN5, LINC01250, MDGA2, CCSER1, SORBS2, SLIT1, DLGAP1, PTPRN2, HECW1, RYR2, MSRA, RGS7, RIMS2, DGCR5, BASP1-AS1, PRKAG2, CHRM3"
OPC PDGFRA PCDH15,0.9936,"LHFPL3, TNR, PCDH15, MEGF11, LRRC4C, DSCAM, XYLT1, VCAN, PTPRZ1, LUZP2, KCNMB2, SEMA5A, PDGFRA, EPN2, DPP6, OPCML, SLC35F1, SMOC1, CA10, ENSG00000278254, MMP16, SOX6, SULF2, LINC00511, MYT1, DCC, BRINP3, SEZ6L, CSMD3, OPHN1, LRP1B, CHST11, CSMD1, GRID2, NLGN1, PDZD2, NOVA1, MDGA2, GRM7, KCND2, NXPH1, CSMD2, NLGN4X, GALNT13, TMEM132C, SNTG1, GRIK1, SORCS3, NAV1, DISC1"
InN SST FREM1,0.9823809523809524,"ROBO2, KIAA1217, RBFOX1, XKR4, GRIK1, NXPH1, GRIK3, GRIP1, DLGAP1, GRIK2, NRXN3, KIF26B, SYNPR, CDH9, CNTNAP2, ST6GALNAC5, DAB1, TSHZ3, GRIN3A, MYT1L, GRIA1, SATB1-AS1, RIMS2, TENM2, PTPRN2, ENSG00000283982, PLCH1, TENM3, ADGRL2, CADPS, MTUS2, SIDT1, PACRG, TIAM1, DAPK1, WLS, FGF14, GRIP2, ANKRD55, TENM1, TMEM178B, SOX6, RBMS3, LRP8, SHISA6, BCL11A, THRB, TSHZ3-AS1, SETBP1, ANK1"
PC P2RY14 GRM8,0.915421686746988,"ITIH5, LAMA2, ATP1A2, COLEC12, ARHGAP29, RBMS3, EBF1, SLC20A2, SLC6A1, EPS8, PLCB4, ENSG00000243620, UTRN, PARD3, NR2F2-AS1, RBPMS, ARHGAP10, MALAT1, TACC1, COBLL1, LHFPL6, PDGFRB, DLC1, MYO1B, SLC19A1, SYNE2, SLC38A11, NOTCH3, RGS5, CALD1, ADAMTS9-AS2, CYTH3, IGFBP7, PTEN, EPAS1, SNTB1, PDE7B, ZFHX3, PTPRG, PDE8B, RBMS1, CACNA1C, PLXDC1, ABCA9, PDZD2, GRK5, RORA, PRKG1, GRM8, SLC6A13"
Astro GFAP AQP1,0.869135802469136,"DPP10, GFAP, DCLK2, ENSG00000287704, CTNND2, SORBS1, GLIS3, TNC, MSI2, KCNN3, FMN2, ARHGEF4, ENSG00000286757, TTN, ABLIM1, NRG3, PRKG1, ADGRV1, NAV2, ITPKB, RYR3, ADCY2, PITPNC1, ENTREP1, NTM, LINC00609, NKAIN3, SPON1, NEBL, ACOT11, PARD3, RPS6KA2, RFX4, VCAN, ABR, PRKCA, CTNNA2, DAAM2, MROH7, CAMK2G, LINC00299, OBI1-AS1, LRIG1, AQP4, IRAG1, NPAS3, SLC14A1, CSGALNACT1, MACF1, ZHX2"
