Cell_Type,MCS,Top_50_Markers
Endo CLDN5 SLC7A5,0.6580325329202168,"CALM1, SNAP25, NRGN, MAP1B, SPARCL1, TUBA1B, IDS, SYT1, FTH1, CST3, CLU, OLFM1, CALM2, GNAS, CALM3, MAP2, CHN1, HSP90AB1, TMSB4X, MT3, CAMK2N1, VSNL1, MAP1A, PEBP1, CAMK2A, ENC1, YWHAG, ACTB, ENSG00000289901, STMN1, NORAD, ENSG00000289474, KIF5A, UCHL1, TMSB10, STMN2, CKB, NEFL, SLC17A7, ATP6V0C, RPL41, GAPDH, VAMP2, HSP90AA1, NDUFA4, EEF1A1, FTL, PPIA, RTN1, DYNLL1"
Oligo MOG OPALIN,0.7633790918690602,"IL1RAPL1, CTNNA3, ST18, PCDH9, SLC44A1, SLC24A2, RNF220, MOBP, MBP, PTPRD, PIP4K2A, DLG2, TTLL7, FRMD5, SHTN1, NKAIN2, FRMD4B, PLCL1, ANK3, DPYD, TMEM144, QKI, MARCHF1, PDE4B, SPOCK1, TRIM2, MAP7, EDIL3, PPP2R2B, HIPK2, SIK3, ENPP2, PRUNE2, ELMO1, PDE1C, ZNF536, SH3GL3, DOCK5, DOCK10, PALM2AKAP2, SLCO3A1, C10orf90, TMTC2, KCNH8, SPOCK3, UNC5C, FAM107B, LINC01608, MAN2A1, PEX5L"
L6 OPRK1 THEMIS RGS6,0.8752325581395348,"KCNIP4, RBFOX1, MEG3, CSMD1, FGF14, CCSER1, KCNQ5, OPCML, STXBP5L, RALYL, DLGAP2, DLGAP1, CHRM3, CACNA1B, RYR2, ERC2, AGBL4, SNHG14, KHDRBS2, RIMS2, PDE4D, ASIC2, ENSG00000229618, LRRTM4, KCNH1, FSTL4, GRM5, PHACTR1, GALNT17, GRIA1, FRMPD4, SHISA9, KALRN, MCTP1, LINC01250, LINGO2, ATRNL1, RGS7, GRIN2A, SNTG1, GABBR2, RBFOX3, FRMD4A, MLIP, PDE10A, BASP1-AS1, R3HDM1, HCN1, LDB2, SYT1"
Astro AQP4 SLC1A2,0.9595321637426899,"SLC1A2, GPC5, SLC1A3, ENSG00000271860, LINC00299, ADGRV1, OBI1-AS1, GPM6A, PITPNC1, RORA, DTNA, CTNNA2, LSAMP, RYR3, AHCYL2, NKAIN3, SFXN5, MMD2, NTM, MSI2, MACF1, CABLES1, NHSL1, PAMR1, RGS20, SLC4A4, ENSG00000286757, GLI3, PREX2, ACOT11, AMZ2, ACACB, BMPR1B, CARMIL1, NPAS3, PRDM16, MROH7, ENSG00000287862, TNIK, LINC03051, HIF3A, SOX5, GABRB1, NRXN1, SPON1, NRG3, ENSG00000286288, ACSBG1, SHROOM3, CACNB2"
Astro GFAP AQP1,0.9286021505376344,"LINC00609, DPP10, ENSG00000287704, ENTREP1, GLIS3, PITPNC1, KCNN3, DCLK2, MALAT1, SORBS1, ITPKB, RFX4, ENSG00000259255, ADGRV1, ARHGEF4, TNC, PRKG1, ABLIM1, MSI2, ENSG00000284977, ADCY2, ENSG00000286757, WDR49, RYR3, NEBL, ZFP36L1, NRG3, PRKCA, DPYSL3, CTNND2, DTNA, NEAT1, NAV2, NPAS3, AMZ2, NKAIN3, PARD3, TRPM3, GPC5, GRAMD2B, IQCA1, MACF1, SLC24A4, SLC14A1, RORA, OBI1-AS1, PFKFB3, ID4, MIR99AHG, RIPK2-DT"
Micro P2RY12 APBB1IP,0.8568292682926828,"RUNX1, APBB1IP, DOCK8, LRMDA, INPP5D, TBC1D22A, SFMBT2, PLXDC2, ANKRD44, LDLRAD4, ST6GAL1, DOCK2, DLEU1, ARHGAP15, FOXN3, FRMD4A, ITPR2, DISC1, SRGAP2, SLC9A9, CHST11, PALD1, ATP8B4, MEF2A, SYNDIG1, DOCK4, TBXAS1, ADAM28, AKAP13, ARHGAP24, AOAH, ABCC4, CPED1, SP100, SORL1, IKZF1, RNASET2, P2RY12, CYFIP1, CSF1R, C3, ENSG00000249738, WDFY4, PTPRC, FYB1, PTPRJ, SLCO2B1, MTHFD1L, MAML3, BLNK"
PC P2RY14 GRM8,0.8637931034482759,"ITIH5, SLC20A2, NR2F2-AS1, ENSG00000243620, EBF1, UTRN, LAMA2, RBMS3, PDGFRB, MALAT1, ATP1A2, ARHGAP10, PARD3, COLEC12, CALD1, COBLL1, SNTB1, PRKG1, RBPMS, ZFHX3, SYNE2, SLC6A1, ADAMTS9-AS2, ARHGAP29, DLC1, EPS8, SLC19A1, SLC6A12, MYO1B, PTEN, LHFPL6, TNS1, RIPOR3, CARMN, RORA, CASC15, CACNA1C, DCN, UACA, ZEB1, PDE7B, PTH1R, SLC38A11, MYOF, ENSG00000236283, PLCB4, KLF12, PTPRG, ARHGAP42, RBMS1"
OPC PDGFRA PCDH15,0.9317857142857142,"LHFPL3, LRRC4C, PTPRZ1, PCDH15, TNR, NLGN1, KCNMB2, DSCAM, ENSG00000278254, VCAN, MEGF11, OPCML, KIF13A, SEMA5A, DCC, TMEM132C, CA10, MMP16, XYLT1, EPN2, LUZP2, DPP6, SULF2, CSMD3, LRRTM4, PDZD2, ADGRL3, PDGFRA, SOX6, LRP1B, KAZN, GRID2, FGF14, KCND2, DGKG, KCNIP4, CHST11, NXPH1, KCNMB2-AS1, COL9A1, SLC35F1, GRIK1, DISC1, MYT1, SMOC1, BRINP3, DAB1, LINC00511, SNTG1, NRCAM"
InN SST TRPC7,0.9758823529411765,"KIAA1217, RBFOX1, GRIK2, NXPH1, GRIK1, CNTNAP2, DAB1, GRIP1, NRXN3, XKR4, TENM2, ANK1, ROBO2, SYNPR, ROBO1, DLGAP1, KIF26B, PLCH1, FLT3, TENM3, CDH9, BACH1, PACRG, GRIN3A, TENM1, SLC44A5, GRID2, FGF14, CRACD, ANKRD55, ENSG00000257894, KCNIP1, KCNMB2, SATB1-AS1, ZNF385D, CACNG2, MPPED1, GRIK3, STXBP6, GRIA1, WLS, ADGRL2, SPOCK3, NETO1, AFAP1, TSHZ3, FRMD4A, ENSG00000291034, ST6GALNAC5, CHRM3"
InN VIP CLSTN2,0.951875,"ADARB2, KAZN, DLX6-AS1, FGF14, GABRG3, GRIP1, UBASH3B, DAB1, ERBB4, ENTREP2, SLC24A3, RGS12, SNHG14, ANKRD30BL, MACROD2, VWC2, NYAP2, C8orf34, CRACD, KCNIP1, MTUS2, GALNT17, CNTNAP5, HDAC9, CNTN5, GALNTL6, CNTNAP2, NRXN3, CACNA1D, CACNA1B, GAD1, ANKS1B, CACNA1C, RIMBP2, ROBO2, FRMD4A, ENSG00000288891, SHISA9, RGS7, SLC25A12, MYT1L, PLPPR5, GABRG3-AS1, SRRM3, NHS, GRIK2, PLD5, SYNPR, ZNF385D, PDE10A"
