Cell_Type,MCS
OPC PDGFRA PCDH15,0.9692378752886838
Oligo MOG OPALIN,0.8518867924528303
Oligo MOG GSN,0.9720207253886011
Astro AQP4 SLC1A2,0.7572519083969464
Endo CLDN5 SLC7A5,0.682016806722689
Endo CLDN5 IL1R1,0.9301818181818183
PC P2RY14 GRM8,0.8573333333333334
Micro P2RY12 APBB1IP,0.6855813953488372
Endo CLDN5 DKK2,0.58
