Cell_Type,MCS
Endo CLDN5 SLC7A5,0.6997634408602151
Oligo MOG OPALIN,0.8915204678362572
Astro AQP4 SLC1A2,0.7794666666666668
Micro P2RY12 APBB1IP,0.8549019607843137
L2-3 CUX2 NTNG1 PALMD,0.8469444444444444
InN SST HS3ST5,0.9422535211267605
OPC PDGFRA PCDH15,0.8427999999999999
L2-3 CUX2 ACVR1C THSD7A,0.9630434782608696
Astro GFAP AQP1,0.8318181818181819
InN LAMP5 BMP7,0.9499999999999998
L6 FEZF2 SYT6 PTPRT,0.9613636363636363
PC P2RY14 GRM8,0.9195454545454547
SMC ACTA2 CNN1,0.8718181818181818
