Cluster_ID,Assigned_Cell_Type,Precision (%),Recall (%),F1_Score (%),Jaccard (%),True_Positive_Count,Predicted_Marker_Count,Reference_Marker_Count,Assigned_Cell_Type_2,Precision_2 (%),Recall_2 (%),F1_Score_2 (%),Jaccard_2 (%),True_Positive_Count_2,Predicted_Marker_Count_2,Reference_Marker_Count_2,Assigned_Cell_Type_3,Precision_3 (%),Recall_3 (%),F1_Score_3 (%),Jaccard_3 (%),True_Positive_Count_3,Predicted_Marker_Count_3,Reference_Marker_Count_3
OPC PDGFRA PCDH15,Oligodendrocyte precursor cell,14.000000000000002,53.84615384615385,22.22222222222222,12.5,7,50,13,Oligodendrocyte progenitor cells,12.0,21.428571428571427,15.384615384615383,8.333333333333332,6,50,28,Oligodendrocyte progenitor cell,8.0,36.36363636363637,13.114754098360654,7.017543859649122,4,50,11
Oligo MOG OPALIN,Oligodendrocytes,20.0,11.363636363636363,14.492753623188406,7.8125,10,50,88,Oligodendrocyte,28.000000000000004,7.650273224043716,12.01716738197425,6.392694063926941,14,50,183,Mature oligodendrocyte,4.0,40.0,7.2727272727272725,3.7735849056603774,2,50,5
Endo CLDN5 SLC7A5,Neuron,28.000000000000004,8.092485549132949,12.556053811659194,6.698564593301436,14,50,173,Excitatory neuron,8.0,22.22222222222222,11.76470588235294,6.25,4,50,18,Neuroendocrine cells,6.0,11.11111111111111,7.792207792207792,4.054054054054054,3,50,27
Micro P2RY12 APBB1IP,Microglia,14.000000000000002,9.859154929577464,11.570247933884298,6.140350877192982,7,50,71,Microglial-specific cell,4.0,100.0,7.6923076923076925,4.0,2,50,2,Homeostatic microglial cell,4.0,33.33333333333333,7.142857142857142,3.7037037037037033,2,50,6
Astro GFAP AQP1,Astrocyte,26.0,6.220095693779904,10.038610038610038,5.284552845528456,13,50,209,Stem cell,6.0,13.043478260869565,8.21917808219178,4.285714285714286,3,50,23,Satellite glial cells,6.0,12.5,8.108108108108109,4.225352112676056,3,50,24
InN LAMP5 BMP7,Purkinje neurons,10.0,8.47457627118644,9.174311926605505,4.807692307692308,5,50,59,Inhibitory neuron,4.0,33.33333333333333,7.142857142857142,3.7037037037037033,2,50,6,Interneuron,4.0,28.57142857142857,7.017543859649124,3.6363636363636362,2,50,7
InN SST HS3ST5,Purkinje neurons,10.0,8.47457627118644,9.174311926605505,4.807692307692308,5,50,59,Lake et al.science.ex6,6.0,8.823529411764707,7.1428571428571415,3.7037037037037033,3,50,34,Neuron,12.0,3.4682080924855487,5.381165919282512,2.7649769585253456,6,50,173
Astro AQP4 SLC1A2,Astrocytes,10.0,7.936507936507936,8.849557522123893,4.62962962962963,5,50,63,Bergmann glia,8.0,9.75609756097561,8.791208791208794,4.597701149425287,4,50,41,Astrocyte,22.0,5.263157894736842,8.494208494208493,4.435483870967742,11,50,209
PC P2RY14 GRM8,Pericyte,6.0,15.789473684210526,8.695652173913043,4.545454545454546,3,50,19,Mural cell,4.0,28.57142857142857,7.017543859649124,3.6363636363636362,2,50,7,Endothelial cell,4.0,7.142857142857142,5.128205128205128,2.631578947368421,2,50,28
SMC ACTA2 CNN1,Neural stem cell,6.0,12.0,8.0,4.166666666666666,3,50,25,Smooth muscle cell,4.0,66.66666666666666,7.547169811320755,3.9215686274509802,2,50,3,Mesenchymal stromal cell,4.0,28.57142857142857,7.017543859649124,3.6363636363636362,2,50,7
L2-3 CUX2 NTNG1 PALMD,Excitatory neuron,4.0,11.11111111111111,5.88235294117647,3.0303030303030303,2,50,18,Cajal-retzius cells,6.0,3.8461538461538463,4.687500000000001,2.4,3,50,78,Interneurons,12.0,2.7649769585253456,4.49438202247191,2.2988505747126435,6,50,217
L2-3 CUX2 ACVR1C THSD7A,Pyramidal cells,4.0,5.714285714285714,4.7058823529411775,2.4096385542168677,2,50,35,Glutamatergic neuron,2.0,25.0,3.7037037037037033,1.8867924528301887,1,50,4,Lake et al.science.ex1,2.0,7.142857142857142,3.125,1.5873015873015872,1,50,14
L6 FEZF2 SYT6 PTPRT,Glutamatergic neuron,2.0,25.0,3.7037037037037033,1.8867924528301887,1,50,4,Somatostatin interneuron,2.0,20.0,3.6363636363636362,1.8518518518518516,1,50,5,Neuron,8.0,2.312138728323699,3.587443946188341,1.82648401826484,4,50,173
