,ctpt_consensus_prediction,Cluster_ID,Marker_Match_1,Marker_Match_1_F1 (%),Marker_Match_2,Marker_Match_2_F1 (%),Marker_Match_3,Marker_Match_3_F1 (%)
0,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
1,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocyte,7.725321888412016,Mature oligodendrocyte,7.2727272727272725,Oligodendrocytes,5.797101449275362
2,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
3,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
4,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocyte,7.725321888412016,Mature oligodendrocyte,7.2727272727272725,Oligodendrocytes,5.797101449275362
5,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
6,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
7,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
8,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
9,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
10,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
11,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
12,L3-5 RORB MKX GRIN3A,L3-5 RORB MKX GRIN3A,Pyramidal cells,4.7058823529411775,Interneurons,3.7453183520599254,Lake et al.science.ex3,3.7037037037037033
13,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
14,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
15,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
16,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
17,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
18,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
19,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
20,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
21,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocyte,7.725321888412016,Mature oligodendrocyte,7.2727272727272725,Oligodendrocytes,5.797101449275362
22,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
23,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
24,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
25,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
26,OPC PDGFRA PCDH15,OPC PDGFRA PCDH15,Lake et al.science.ex6,4.761904761904763,Somatostatin interneuron,3.6363636363636362,Lake et al.science.ex5,3.389830508474577
27,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
28,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
29,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocyte,7.725321888412016,Mature oligodendrocyte,7.2727272727272725,Oligodendrocytes,5.797101449275362
30,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
31,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
32,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
33,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
34,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
35,L2-3 CUX2 ACVR1C THSD7A,L2-3 CUX2 ACVR1C THSD7A,Excitatory neuron,5.88235294117647,Pyramidal cells,4.7058823529411775,Mature astrocyte,3.7037037037037033
36,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocyte,7.725321888412016,Mature oligodendrocyte,7.2727272727272725,Oligodendrocytes,5.797101449275362
37,InN LAMP5 RELN,InN LAMP5 RELN,Excitatory neuron,5.88235294117647,Neuron,5.381165919282512,Cancer stem cell,4.395604395604397
38,OPC PDGFRA PCDH15,OPC PDGFRA PCDH15,Lake et al.science.ex6,4.761904761904763,Somatostatin interneuron,3.6363636363636362,Lake et al.science.ex5,3.389830508474577
39,InN LAMP5 RELN,InN LAMP5 RELN,Excitatory neuron,5.88235294117647,Neuron,5.381165919282512,Cancer stem cell,4.395604395604397
40,L3-5 RORB MKX GRIN3A,L3-5 RORB MKX GRIN3A,Pyramidal cells,4.7058823529411775,Interneurons,3.7453183520599254,Lake et al.science.ex3,3.7037037037037033
41,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
42,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
43,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
44,L3-5 RORB MKX GRIN3A,L3-5 RORB MKX GRIN3A,Pyramidal cells,4.7058823529411775,Interneurons,3.7453183520599254,Lake et al.science.ex3,3.7037037037037033
45,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
46,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
47,InN LAMP5 RELN,InN LAMP5 RELN,Excitatory neuron,5.88235294117647,Neuron,5.381165919282512,Cancer stem cell,4.395604395604397
48,InN LAMP5 RELN,InN LAMP5 RELN,Excitatory neuron,5.88235294117647,Neuron,5.381165919282512,Cancer stem cell,4.395604395604397
49,L3-5 RORB MKX GRIN3A,L3-5 RORB MKX GRIN3A,Pyramidal cells,4.7058823529411775,Interneurons,3.7453183520599254,Lake et al.science.ex3,3.7037037037037033
50,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
51,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
52,L3-5 RORB MKX GRIN3A,L3-5 RORB MKX GRIN3A,Pyramidal cells,4.7058823529411775,Interneurons,3.7453183520599254,Lake et al.science.ex3,3.7037037037037033
53,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
54,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
55,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
56,InN LAMP5 RELN,InN LAMP5 RELN,Excitatory neuron,5.88235294117647,Neuron,5.381165919282512,Cancer stem cell,4.395604395604397
57,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
58,L3-5 RORB MKX GRIN3A,L3-5 RORB MKX GRIN3A,Pyramidal cells,4.7058823529411775,Interneurons,3.7453183520599254,Lake et al.science.ex3,3.7037037037037033
59,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
60,OPC PDGFRA PCDH15,OPC PDGFRA PCDH15,Lake et al.science.ex6,4.761904761904763,Somatostatin interneuron,3.6363636363636362,Lake et al.science.ex5,3.389830508474577
61,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Trigeminal neurons,8.421052631578947,Neuron,8.071748878923767,Stem cell,5.47945205479452
62,L3-5 RORB MKX GRIN3A,L3-5 RORB MKX GRIN3A,Pyramidal cells,4.7058823529411775,Interneurons,3.7453183520599254,Lake et al.science.ex3,3.7037037037037033
63,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
64,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocyte,7.725321888412016,Mature oligodendrocyte,7.2727272727272725,Oligodendrocytes,5.797101449275362
65,Endo CLDN5 IL1R1,Endo CLDN5 IL1R1,Purkinje neurons,7.339449541284404,Inhibitory neuron,7.142857142857142,Retinal ganglion cells,5.042016806722689
66,InN LAMP5 RELN,InN LAMP5 RELN,Excitatory neuron,5.88235294117647,Neuron,5.381165919282512,Cancer stem cell,4.395604395604397
67,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocyte,7.725321888412016,Mature oligodendrocyte,7.2727272727272725,Oligodendrocytes,5.797101449275362
68,L3-5 RORB PCBP3 ARHGAP15,L3-5 RORB PCBP3 ARHGAP15,Immature neurons,4.545454545454545,Purkinje neurons,3.669724770642202,Somatostatin interneuron,3.6363636363636362
