Cell_Type,MCS
Endo CLDN5 IL1R1,0.9498591549295774
Endo CLDN5 SLC7A5,0.5526666666666666
L3-5 RORB PCBP3 ARHGAP15,0.9145762711864407
L3-5 RORB MKX GRIN3A,0.9561290322580647
InN LAMP5 RELN,0.9537931034482758
Oligo MOG OPALIN,0.9307142857142857
L2-3 CUX2 ACVR1C THSD7A,0.7490000000000001
OPC PDGFRA PCDH15,0.9258823529411764
Micro P2RY12 APBB1IP,0.885
