Cell_Type,MCS
CD8.Prolif,0.7951587301587302
gdT,0.9994949494949494
CD8.Naive,0.9263354037267081
DC3,0.9511428571428572
NKT,0.8853125
Treg,0.8231147540983605
CD8.EM,0.9096296296296296
Platelets,0.9566666666666667
CD4.Prolif,0.8993333333333333
HSC_CD38pos,0.9533333333333333
NK_prolif,0.97
