call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
26,BO-EI,5483,10,14,0.9845,77.8738,83.5284,70.1060,68.9287,91.3172,10.1236,,0.3768,88,10
27,BO-EI,1929,10,10,1.5340,78.5319,84.2413,71.3098,69.5904,92.4194,9.7389,,0.2706,88,12
28,BO-EI,373,10,10,2.0000,76.5192,82.0891,69.3608,64.4794,92.8841,9.0340,,0.1786,88,14
29,BO-EI,2353,10,10,1.5116,77.1337,82.7497,70.2207,66.9603,91.3116,9.0119,,0.2870,88,12
30,BO-EI,4577,10,13,1.5095,77.1931,82.8010,69.8481,66.8986,91.3528,9.8540,,0.3330,88,10
1,Explore,7457,27,41,1.3953,75.8637,81.3692,70.3927,61.2259,92.0091,10.0715,,0.3065,88,12
2,Explore,4262,19,28,1.0006,74.6024,80.0214,68.8449,59.0592,91.5418,9.5671,,0.3419,88,12
3,Explore,1502,69,12,1.5830,75.9966,81.5248,70.2207,61.3650,93.5481,9.2180,,0.1489,88,14
4,Explore,8750,10,50,1.4262,75.2476,80.7038,67.6125,61.6243,91.8091,10.2983,,0.4006,88,10
5,Explore,5772,11,11,1.2872,78.0729,83.7500,71.5678,68.0797,92.0185,9.6090,,0.3228,88,12
6,Explore,3843,14,49,0.8492,75.5680,81.0442,67.9851,63.2711,90.2402,10.5593,,0.4528,88,9
7,Explore,1025,66,25,1.9748,74.9024,80.3511,70.1347,58.7111,92.3846,9.0799,,0.1353,88,14
8,Explore,4452,87,37,1.1757,74.9410,80.3653,66.2367,61.1576,92.2427,10.9041,,0.1528,88,10
9,Explore,321,95,33,1.0781,74.0216,79.3946,66.4374,60.0794,90.1215,9.7493,,0.0998,88,11
10,Explore,345,31,20,1.5249,75.5839,81.0800,69.1029,61.4728,92.7094,9.3078,,0.1771,88,14
11,Explore,200,10,10,0.5000,73.7405,79.0818,64.9756,60.7648,88.9749,10.4735,,0.3368,88,9
12,Explore,5173,97,10,1.2024,73.9593,79.3416,67.9851,57.3953,92.8287,8.8137,,0.1167,88,15
13,Explore,2935,10,21,1.2591,76.8867,82.4679,69.7334,65.8723,91.1721,10.1117,,0.3367,88,11
14,Explore,7973,10,10,1.3380,75.9590,81.4812,68.2144,63.4751,92.7021,9.4248,,0.3020,88,11
15,Explore,8975,33,31,1.2574,76.5679,82.1252,71.3958,62.5402,92.1997,10.1182,,0.2914,88,12
16,Explore,5560,10,15,1.1928,77.8719,83.5275,70.0774,69.0348,91.2791,10.0463,,0.3518,88,10
17,Explore,5068,10,17,1.4180,78.1346,83.8149,70.7939,69.1604,91.7766,9.7037,,0.2996,88,11
18,Explore,5048,12,19,1.5250,77.5348,83.1786,70.9659,66.4114,92.9144,9.1553,,0.3275,88,13
19,Explore,5041,11,17,1.3209,77.5583,83.1999,70.5933,67.0790,92.3366,9.4145,,0.3503,88,12
20,Explore,5751,10,13,1.7389,78.8268,84.5599,71.7684,70.6924,91.9035,9.6284,,0.3000,88,11
21,Explore,5429,10,39,2.0000,77.7601,83.3996,69.0169,69.5719,90.9212,10.5695,,0.3298,88,10
22,Explore,9310,51,10,0.9861,75.5855,81.0835,70.4500,60.4938,92.5339,9.1908,,0.2269,88,14
23,Explore,4519,66,10,0.5000,75.6911,81.1952,69.1602,61.8954,92.5391,9.3051,,0.1769,88,14
24,Explore,9310,74,50,2.0000,76.1480,81.6746,69.0456,63.7874,91.4269,10.0764,,0.1582,88,11
25,Explore,6086,10,10,1.6422,77.6495,83.2999,71.0519,66.6914,92.8474,9.2840,,0.2950,88,13
26,Explore,200,46,50,1.3419,72.9736,78.2598,64.0871,58.4348,89.9950,10.3334,,0.0995,88,11
27,Explore,200,79,10,0.7320,72.5556,77.8199,63.5712,57.2137,91.1340,9.7139,,0.0733,88,12
28,Explore,9310,85,10,0.9064,74.0229,79.4058,68.1857,56.8014,93.5679,9.0886,,0.1669,88,14
29,Explore,5511,10,10,1.8009,78.0177,83.6941,71.0805,68.9188,91.4724,9.3842,,0.2564,88,12
30,Explore,9310,64,32,0.9209,75.5485,81.0208,68.5010,61.3481,92.1054,10.7227,,0.2023,88,10
