call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
1,Exploit,7864,27,41,1.3953,66.0656,73.8754,60.3683,52.7665,84.7847,8.9296,,0.1521,100,12
2,Exploit,4490,19,28,1.0006,66.1864,73.9992,60.4420,53.1148,84.2585,9.4072,,0.1900,100,12
3,Exploit,1575,69,12,1.5830,68.4151,76.4711,62.4309,56.4456,86.7715,10.5445,,0.0818,100,16
4,Exploit,9231,10,50,1.4262,64.4666,72.0642,57.6796,51.6464,81.2043,9.6653,,0.2289,100,9
5,Exploit,6085,11,11,1.2872,67.1629,75.0741,59.7790,58.3344,81.5535,10.2390,,0.1724,100,11
6,Exploit,4047,14,49,0.8492,64.4199,72.0074,58.6372,50.5229,81.2216,9.8472,,0.2123,100,9
7,Exploit,1072,66,25,1.9748,67.3869,75.3237,61.9890,54.8737,84.6903,10.3087,,0.0682,100,16
8,Exploit,4691,87,37,1.1757,65.0658,72.7498,60.2026,49.4776,84.9692,9.1058,,0.0876,100,11
9,Exploit,328,95,33,1.0781,66.0776,73.8851,58.7109,54.6144,84.1322,9.0812,,0.0490,100,10
10,Exploit,354,31,20,1.5249,68.3984,76.4516,62.0442,57.8635,85.0574,10.5730,,0.0921,100,15
11,Exploit,272,26,19,1.4415,66.2451,74.0540,60.3683,54.9136,81.4374,9.8586,,0.0797,100,13
12,Exploit,200,100,10,2.0000,68.6907,76.7848,61.1786,59.6900,85.3313,10.3531,,0.0138,100,16
13,Exploit,1345,96,38,0.8268,65.6791,73.4207,60.1657,50.9305,85.1019,9.8000,,0.0851,100,11
14,Exploit,1409,30,17,1.0558,67.9915,75.9969,61.8785,56.1318,85.8486,10.5048,,0.1406,100,15
15,Exploit,8401,53,39,1.1713,65.9073,73.6890,60.5525,51.4972,85.3728,9.2920,,0.0971,100,11
16,Exploit,2685,99,10,0.5205,66.5844,74.4242,61.8600,50.6136,87.5939,10.2877,,0.0935,100,14
17,Exploit,6960,66,37,1.9773,66.3374,74.1801,61.2155,51.9431,86.3830,8.9288,,0.0786,100,13
18,Exploit,7877,28,27,1.6214,66.3088,74.1226,61.5838,52.8519,83.1486,9.9796,,0.1425,100,16
19,Exploit,3775,60,38,1.8444,67.1988,75.1340,62.5046,54.8258,84.0010,9.4301,,0.0834,100,15
20,Exploit,5425,58,17,1.1577,67.4216,75.3710,61.9705,54.3222,86.1208,9.9630,,0.0974,100,16
21,Exploit,7393,96,35,1.0433,65.5242,73.2642,60.6998,49.5471,86.6375,9.0909,,0.0831,100,12
22,Exploit,814,26,14,1.5804,67.0858,74.9922,62.5046,54.8715,82.7164,10.0530,,0.1659,100,16
23,Exploit,4218,12,31,1.4891,65.7738,73.5414,59.4659,55.4267,80.1877,9.2030,,0.1711,100,13
24,Exploit,9528,56,16,1.2586,67.7882,75.7684,62.2099,53.8199,87.9437,10.5246,,0.1027,100,15
25,Exploit,9256,89,24,1.0348,66.0353,73.8129,61.2707,49.7585,87.1379,10.0994,,0.0927,100,13
26,Exploit,6942,56,27,0.8432,65.5753,73.3030,61.2891,49.0654,86.0930,9.8568,,0.1332,100,13
27,Exploit,5285,91,27,0.6409,65.6057,73.3323,60.6262,49.4270,86.3529,10.0498,,0.0934,100,12
28,Exploit,1472,57,37,0.7760,65.4714,73.1999,60.2394,50.2421,85.5769,9.3045,,0.1248,100,11
29,Exploit,6027,76,36,1.3450,66.9935,74.9013,61.2155,53.3297,86.9633,9.5324,,0.0711,100,13
30,Exploit,1782,20,19,1.5122,67.3915,75.3247,61.9521,53.9035,86.1103,10.4791,,0.1708,100,15
1,BO-EI,7864,27,41,1.3953,66.0656,73.8754,60.3683,52.7665,84.7847,8.9296,,0.1521,100,12
2,BO-EI,4490,19,28,1.0006,66.1864,73.9992,60.4420,53.1148,84.2585,9.4072,,0.1900,100,12
3,BO-EI,1575,69,12,1.5830,68.4151,76.4711,62.4309,56.4456,86.7715,10.5445,,0.0818,100,16
4,BO-EI,9231,10,50,1.4262,64.4666,72.0642,57.6796,51.6464,81.2043,9.6653,,0.2289,100,9
5,BO-EI,6085,11,11,1.2872,67.1629,75.0741,59.7790,58.3344,81.5535,10.2390,,0.1724,100,11
6,BO-EI,4047,14,49,0.8492,64.4199,72.0074,58.6372,50.5229,81.2216,9.8472,,0.2123,100,9
7,BO-EI,1072,66,25,1.9748,67.3869,75.3237,61.9890,54.8737,84.6903,10.3087,,0.0682,100,16
8,BO-EI,4691,87,37,1.1757,65.0658,72.7498,60.2026,49.4776,84.9692,9.1058,,0.0876,100,11
9,BO-EI,328,95,33,1.0781,66.0776,73.8851,58.7109,54.6144,84.1322,9.0812,,0.0490,100,10
10,BO-EI,354,31,20,1.5249,68.3984,76.4516,62.0442,57.8635,85.0574,10.5730,,0.0921,100,15
11,BO-EI,200,10,14,0.7273,63.7527,71.2639,58.0295,50.9819,78.1110,9.6508,,0.2038,100,10
12,BO-EI,9822,10,10,1.8025,68.3089,76.3779,60.7735,59.3785,85.2863,9.4752,,0.1651,100,12
13,BO-EI,9822,100,16,1.6740,67.6625,75.6412,62.5414,54.1483,86.8758,9.9639,,0.0539,100,17
14,BO-EI,200,10,10,2.0000,68.7775,76.8817,60.6446,59.5124,86.7722,10.3706,,0.1047,100,14
15,BO-EI,279,50,23,1.9572,68.7729,76.8647,61.3260,59.3423,85.5264,10.8604,,0.0356,100,15
16,BO-EI,9241,44,33,1.3581,65.8342,73.5995,60.4052,51.0866,85.5438,9.6020,,0.1053,100,13
17,BO-EI,5988,20,26,1.9142,68.1304,76.1565,62.0442,56.0467,86.6338,10.3532,,0.1337,100,15
18,BO-EI,9611,16,41,0.5564,64.8145,72.4499,58.9503,50.6945,82.5708,9.8472,,0.2443,100,9
19,BO-EI,5682,19,40,1.8861,65.2121,72.9102,60.1289,51.9493,81.6203,9.2586,,0.1774,100,13
20,BO-EI,3364,45,12,1.1163,68.3298,76.3771,62.5046,56.9844,85.4793,10.4762,,0.1145,100,15
21,BO-EI,200,40,10,2.0000,68.8116,76.9587,61.2707,61.1783,85.3322,8.7733,,0.0192,100,15
22,BO-EI,200,35,14,1.9767,68.4162,76.5106,61.5838,60.1851,84.0814,8.9721,,0.0360,100,14
23,BO-EI,9822,46,10,1.7493,68.6444,76.7457,62.8913,57.7001,86.1732,9.8284,,0.0888,100,17
24,BO-EI,3686,100,10,0.9037,66.2378,74.0262,61.1971,50.8516,85.8403,10.6700,,0.0709,100,15
25,BO-EI,200,100,10,2.0000,68.6907,76.7848,61.1786,59.6900,85.3313,10.3531,,0.0138,100,16
26,BO-EI,744,80,29,0.7232,64.9291,72.5810,60.1105,48.1745,85.9508,9.7422,,0.1067,100,11
27,BO-EI,200,49,10,2.0000,69.3917,77.5775,61.7311,60.1454,87.7964,10.0837,,0.0189,100,17
28,BO-EI,9822,100,10,2.0000,66.9907,74.8854,62.5046,52.3855,86.1320,10.0572,,0.0517,100,17
29,BO-EI,200,10,10,1.6995,68.0316,76.0528,59.9632,58.4762,85.7088,10.0585,,0.1206,100,14
30,BO-EI,200,100,10,1.7046,68.6760,76.7622,60.4236,60.0473,85.5504,10.6032,,0.0183,100,14
1,Explore,7864,27,41,1.3953,66.0656,73.8754,60.3683,52.7665,84.7847,8.9296,,0.1521,100,12
2,Explore,4490,19,28,1.0006,66.1864,73.9992,60.4420,53.1148,84.2585,9.4072,,0.1900,100,12
3,Explore,1575,69,12,1.5830,68.4151,76.4711,62.4309,56.4456,86.7715,10.5445,,0.0818,100,16
4,Explore,9231,10,50,1.4262,64.4666,72.0642,57.6796,51.6464,81.2043,9.6653,,0.2289,100,9
5,Explore,6085,11,11,1.2872,67.1629,75.0741,59.7790,58.3344,81.5535,10.2390,,0.1724,100,11
6,Explore,4047,14,49,0.8492,64.4199,72.0074,58.6372,50.5229,81.2216,9.8472,,0.2123,100,9
7,Explore,1072,66,25,1.9748,67.3869,75.3237,61.9890,54.8737,84.6903,10.3087,,0.0682,100,16
8,Explore,4691,87,37,1.1757,65.0658,72.7498,60.2026,49.4776,84.9692,9.1058,,0.0876,100,11
9,Explore,328,95,33,1.0781,66.0776,73.8851,58.7109,54.6144,84.1322,9.0812,,0.0490,100,10
10,Explore,354,31,20,1.5249,68.3984,76.4516,62.0442,57.8635,85.0574,10.5730,,0.0921,100,15
11,Explore,200,10,14,0.5000,64.4290,72.0189,58.5083,51.6200,79.7692,9.7957,,0.2242,100,10
12,Explore,200,10,10,1.8778,67.8332,75.8374,60.2578,58.0899,85.1346,9.7626,,0.1197,100,13
13,Explore,9822,100,17,1.6604,66.9334,74.8309,62.6335,52.9262,85.1983,9.6545,,0.0526,100,18
14,Explore,200,10,10,1.5699,67.7874,75.7903,60.0552,58.0939,85.3562,9.5917,,0.1262,100,13
15,Explore,200,100,10,2.0000,68.6907,76.7848,61.1786,59.6900,85.3313,10.3531,,0.0138,100,16
16,Explore,200,10,10,2.0000,68.7775,76.8817,60.6446,59.5124,86.7722,10.3706,,0.1047,100,14
17,Explore,6987,59,49,0.9994,65.0500,72.7276,60.4604,49.2943,84.6368,9.2920,,0.1162,100,11
18,Explore,4005,53,49,0.7265,64.8216,72.4686,59.9448,49.7034,83.3241,9.4056,,0.1227,100,10
19,Explore,2629,27,29,1.1573,66.1142,73.9183,61.4733,53.3334,82.1374,9.4050,,0.1706,100,15
20,Explore,1458,48,48,1.2760,63.9837,71.5198,59.6869,47.0110,83.4526,9.7825,,0.1314,100,11
21,Explore,6784,10,10,2.0000,68.2364,76.2985,61.0681,59.7390,84.0745,9.3967,,0.1589,100,14
22,Explore,8300,71,50,0.5620,63.9151,71.4880,58.7293,47.4175,85.7408,7.9247,,0.0953,100,9
23,Explore,1075,55,39,1.9835,65.6573,73.3988,61.2891,51.4254,82.7306,9.6984,,0.1016,100,14
