call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
22,Exploit,7606,100,18,0.5000,55.1731,69.5468,40.8981,57.3377,87.6804,11.0424,,0.0963,89,8
23,Exploit,3411,35,45,0.9939,50.3541,63.4186,40.1255,43.4737,80.4443,11.0684,,0.0941,89,6
24,Exploit,6261,75,19,0.7822,53.1363,67.0068,40.8257,51.8616,84.2104,10.1287,,0.0777,89,9
25,Exploit,7606,100,37,0.5000,53.9546,67.9804,40.9705,53.7891,84.5900,11.3593,,0.0901,89,8
26,Exploit,7606,100,50,1.4116,52.3967,66.0126,39.6185,50.4628,82.8122,11.1210,,0.0379,89,7
27,Exploit,7606,100,16,0.5000,55.0450,69.4021,40.8015,57.1142,87.8244,10.7084,,0.0964,89,8
28,Exploit,1320,98,14,1.5302,49.9939,63.0912,42.2501,42.5203,78.9006,8.6621,,0.0282,89,11
29,Exploit,7606,100,19,0.5000,55.1674,69.5395,40.7774,57.3127,87.9401,11.0424,,0.0958,89,8
30,Exploit,7606,95,16,0.5000,55.1421,69.5200,40.7050,57.3901,88.1217,10.8077,,0.1013,89,8
1,BO-EI,6099,27,41,1.3953,49.8733,62.8661,40.5601,43.2000,78.3431,9.9854,,0.0520,89,7
2,BO-EI,3502,19,28,1.0006,49.5127,62.3821,40.6084,41.9382,77.5870,10.4544,,0.0751,89,7
3,BO-EI,1258,69,12,1.5830,51.5302,64.9966,41.8638,46.5395,81.3063,9.5430,,0.0230,89,10
4,BO-EI,7151,10,50,1.4262,51.5684,64.9597,40.4635,44.8224,85.4078,11.1198,,0.0950,89,6
5,BO-EI,4730,11,11,1.2872,51.9146,65.4703,41.8155,48.2400,80.6345,9.8198,,0.1649,89,9
6,BO-EI,3161,14,49,0.8492,50.5019,63.5642,39.1357,44.0166,81.4073,11.8473,,0.1395,89,6
7,BO-EI,871,66,25,1.9748,48.1282,60.6623,40.3187,37.2467,79.1701,9.7093,,0.0266,89,9
8,BO-EI,3657,87,37,1.1757,52.1209,65.7023,40.5118,49.1981,82.2287,10.3784,,0.0572,89,9
9,BO-EI,298,95,33,1.0781,49.2417,62.0260,37.8561,41.8936,81.1345,10.6673,,0.0114,89,6
10,BO-EI,318,31,20,1.5249,49.3288,62.1103,40.5360,40.5236,78.2617,11.1561,,0.0345,89,7
11,BO-EI,2139,92,37,2.0000,49.3631,62.2518,40.9947,40.1732,80.7153,9.3506,,0.0260,89,8
12,BO-EI,5589,86,37,0.9023,51.9561,65.4686,39.6185,49.4785,81.9209,10.8251,,0.0630,89,8
13,BO-EI,480,87,40,1.7575,47.3707,59.6929,39.0150,36.0895,78.8722,9.8259,,0.0173,89,7
14,BO-EI,6953,13,11,0.8545,53.1472,67.0530,42.0328,52.5232,81.5857,9.5338,,0.1333,89,8
15,BO-EI,7009,94,40,1.2924,51.4578,64.8910,41.1878,48.7151,78.1745,9.7925,,0.0405,89,10
16,BO-EI,7606,100,10,0.5000,54.5433,68.7972,41.0671,55.9905,86.4780,10.0993,,0.0974,89,9
17,BO-EI,5424,59,49,0.9994,52.1126,65.6625,40.5601,48.3523,82.7952,10.9166,,0.0784,89,7
18,BO-EI,5255,100,10,0.5000,53.2253,67.0801,39.9565,51.8124,85.7343,10.8633,,0.0726,89,8
19,BO-EI,7606,100,10,1.6084,51.1110,64.4319,40.7291,45.6311,81.6085,10.1298,,0.0407,89,9
20,BO-EI,4855,49,22,1.3768,52.5802,66.2767,41.2361,49.1952,83.5651,10.5523,,0.0563,89,7
21,BO-EI,7373,72,42,0.7416,52.6570,66.3591,40.0290,51.4944,82.3748,10.8341,,0.0782,89,8
22,BO-EI,3086,70,12,1.9670,50.8959,64.2081,41.9845,43.6704,82.5079,9.2133,,0.0366,89,10
23,BO-EI,6713,71,39,1.1640,52.1146,65.7050,40.8498,48.8410,82.3629,10.1805,,0.0513,89,8
24,BO-EI,5462,22,50,1.7115,48.4287,61.0082,39.8600,39.8007,76.0316,10.3775,,0.0621,89,7
25,BO-EI,7181,95,36,1.3286,51.7528,65.2416,40.3187,49.2228,80.3519,10.2438,,0.0431,89,9
26,BO-EI,3524,35,47,0.5574,52.1772,65.7374,39.4737,49.0183,84.1726,11.0508,,0.1407,89,6
27,BO-EI,4247,53,15,0.9900,51.7154,65.1756,40.2945,48.2187,81.3793,10.5849,,0.0808,89,9
28,BO-EI,6678,32,50,1.1616,50.2201,63.2814,40.1255,44.6577,78.2344,10.4575,,0.0610,89,7
29,BO-EI,6426,26,12,0.5688,53.2801,67.1909,40.4153,52.9561,84.2796,10.1053,,0.1541,89,8
30,BO-EI,2635,96,41,1.2668,51.7186,65.1934,40.9464,46.5615,83.2953,10.3310,,0.0289,89,8
1,Explore,6099,27,41,1.3953,49.8733,62.8661,40.5601,43.2000,78.3431,9.9854,,0.0520,89,7
2,Explore,3502,19,28,1.0006,49.5127,62.3821,40.6084,41.9382,77.5870,10.4544,,0.0751,89,7
3,Explore,1258,69,12,1.5830,51.5302,64.9966,41.8638,46.5395,81.3063,9.5430,,0.0230,89,10
4,Explore,7151,10,50,1.4262,51.5684,64.9597,40.4635,44.8224,85.4078,11.1198,,0.0950,89,6
5,Explore,4730,11,11,1.2872,51.9146,65.4703,41.8155,48.2400,80.6345,9.8198,,0.1649,89,9
6,Explore,3161,14,49,0.8492,50.5019,63.5642,39.1357,44.0166,81.4073,11.8473,,0.1395,89,6
7,Explore,871,66,25,1.9748,48.1282,60.6623,40.3187,37.2467,79.1701,9.7093,,0.0266,89,9
8,Explore,3657,87,37,1.1757,52.1209,65.7023,40.5118,49.1981,82.2287,10.3784,,0.0572,89,9
9,Explore,298,95,33,1.0781,49.2417,62.0260,37.8561,41.8936,81.1345,10.6673,,0.0114,89,6
10,Explore,318,31,20,1.5249,49.3288,62.1103,40.5360,40.5236,78.2617,11.1561,,0.0345,89,7
11,Explore,997,19,37,2.0000,50.3470,63.4838,41.8397,41.5000,82.6206,9.7016,,0.0524,89,9
12,Explore,3182,44,10,1.0173,52.9060,66.7679,41.5500,52.1357,82.1043,9.1350,,0.0922,89,10
13,Explore,3180,96,12,1.5686,52.8124,66.6217,42.5640,49.6363,82.9122,9.6374,,0.0386,89,10
14,Explore,2590,100,10,0.6144,54.2068,68.3616,41.3327,54.7465,85.4561,10.2430,,0.0362,89,9
15,Explore,3431,100,10,0.5000,54.4857,68.7345,40.6808,56.3684,86.5888,9.9060,,0.0620,89,9
16,Explore,7198,100,10,0.5000,54.8668,69.2240,40.8498,57.5909,86.9980,9.8144,,0.0739,89,9
17,Explore,7606,100,10,2.0000,51.2817,64.7205,42.6364,45.1281,81.6573,8.8086,,0.0377,89,11
18,Explore,7606,100,12,0.5000,55.8796,70.5139,41.0188,61.1896,88.0224,9.7746,,0.0974,89,9
19,Explore,7606,100,14,0.5000,55.1215,69.5164,40.9223,57.3085,88.1935,10.3924,,0.0973,89,8
20,Explore,7606,79,12,0.5000,55.5600,70.0952,40.9947,60.2668,87.0281,9.9999,,0.1187,89,9
21,Explore,200,100,50,2.0000,48.3506,60.8218,37.1077,38.2768,82.0377,11.9806,,-0.0044,89,5
22,Explore,200,100,13,0.5000,50.6402,63.7419,36.3110,47.1728,82.8632,11.8122,,0.0278,89,7
23,Explore,7606,100,28,0.5000,54.2203,68.3348,40.3911,55.2998,85.5899,11.0544,,0.0934,89,8
24,Explore,5843,79,10,0.5000,54.9032,69.2595,41.2603,56.9647,87.0572,10.0135,,0.1199,89,9
25,Explore,7606,48,10,0.5000,55.1052,69.5385,41.4293,58.4097,86.3867,9.6038,,0.1284,89,10
26,Explore,7606,100,50,0.5000,54.3576,68.5415,40.5118,58.0631,82.8856,10.4607,,0.0957,89,7
27,Explore,7606,77,10,0.8157,54.0247,68.1878,41.8638,54.3853,85.1303,9.1808,,0.0853,89,10
28,Explore,7606,100,50,2.0000,50.4571,63.6065,40.1738,43.4348,82.5315,10.0181,,0.0260,89,7
29,Explore,4861,100,50,0.5000,54.9910,69.3084,40.1014,61.0967,82.6150,11.1679,,0.0933,89,6
30,Explore,5057,100,25,0.5000,55.1131,69.5108,40.4153,58.0954,88.1573,10.2999,,0.1038,89,8
