Cell_Type,MCS,Top_50_Markers
Oligo MOG OPALIN,0.7459940652818992,"MBP, PLP1, CTNNA3, ST18, MOBP, IL1RAPL1, RNF220, TF, HIPK2, BCAS1, SLC44A1, CNP, QKI, EDIL3, PCDH9, SHTN1, FRMD5, PIP4K2A, PTGDS, DOCK10, PDE4B, PPP2R2B, GFAP, SOX2-OT, CRYAB, SCD, LINC00609, MAP7, TMTC2, TTLL7, GPM6B, FMNL2, ZEB2, SLC24A2, ERMN, FRMD4B, ENPP2, PLEKHH1, NKAIN2, MAN2A1, PLCL1, SLC5A11, ZNF536, SPOCK3, UNC5C, C10orf90, KCNH8, SH3GL3, PTMA, ELMO1"
Endo CLDN5 SLC7A5,0.6548504079782411,"CALM1, MAP1B, SNAP25, NRGN, SYT1, CHN1, HSP90AB1, CALM2, VSNL1, NEFL, HSP90AA1, ENC1, RTN3, SPARCL1, CALM3, OLFM1, YWHAH, YWHAG, TUBA1B, ATP2B1, STMN2, CAMK2A, ATP1B1, STXBP1, THY1, UCHL1, SCN2A, VAMP2, LMO4, IDS, CAMK2N1, MEF2C, PEBP1, GNAS, NORAD, SNHG14, RTN1, CKB, CREG2, RTN4, CCK, BASP1, ARPP19, CLU, NEFM, GRIN2B, COPG2IT1, DNM1, GABRB2, PPP3CA"
Astro AQP4 SLC1A2,0.989423076923077,"GPC5, SLC1A3, GPM6A, ZNF98, SLC1A2, LINC00299, OBI1-AS1, ADGRV1, MSI2, SFXN5, SOX5, NHSL1, PAMR1, LSAMP, RORA, SLC4A4, DTNA, PREX2, CARMIL1, SLCO1C1, PITPNC1, NRXN1, NKAIN3, RANBP3L, ATP13A4, ENSG00000271860, ARHGAP24, TPD52L1, NTM, COL5A3, F11-AS1, RGS20, NPAS3, CADM1, BMPR1B, GLI3, CABLES1, CTNNA2, ENSG00000286757, MIR99AHG, RYR3, SGCD, LINC03051, HPSE2, CTNND2, ZNRF3, TNIK, EYA1, ARHGEF26, ENSG00000271904"
Micro P2RY12 APBB1IP,0.8028571428571428,"LRMDA, SFMBT2, PLXDC2, SLC9A9, APBB1IP, ATP8B4, AOAH, DLEU1, ST6GAL1, ARHGAP24, CYFIP1, FRMD4A, ARHGAP22, DOCK2, DOCK4, FOXN3, SRGAP2, INPP5D, TBXAS1, DOCK8, ITPR2, MEF2A, FYB1, DISC1, ARHGAP15, DIAPH2, ADAM28, CSF1R, ENSG00000249738, MAML2, BLNK, MEF2C, FCHSD2, SYNDIG1, ZFHX3, LINC01374, LRRK1, ANKRD44, P2RY12, CPED1, EPB41L2, PTPRJ, PALD1, PTPRC, SRGAP2B, SLCO2B1, RUNX1, FLI1, C3, ZNF710"
OPC PDGFRA PCDH15,0.8117142857142856,"LHFPL3, VCAN, PTPRZ1, PCDH15, LRRC4C, LUZP2, OPCML, NXPH1, TNR, DSCAM, SOX6, MMP16, COL9A1, ENSG00000278254, NLGN1, GRID2, KCNMB2, MDGA2, DPP6, EPN2, GRIK1, PDGFRA, SNTG1, ENSG00000225096, GRM7, FGF14, AGAP1, KCND2, MEGF11, PDZD2, CA10, CSMD3, NOVA1, CHST11, STK32A, LINC00511, DCC, MYT1, SLC35F1, PLPPR1, BRINP3, MTSS1, CCDC50, TMEM132C, FERMT1, MAML2, SULF2, GALNT13, ZNF462, PRRX1"
L2-3 CUX2 NTNG1 PALMD,0.9227692307692308,"KCNIP4, LRFN5, TAFA1, HS6ST3, RBFOX1, ENSG00000228566, LRRTM4, RGS7, KALRN, CUX2, MEG3, SORBS2, CBLN2, ENSG00000229618, LINGO2, DLGAP2, CCSER1, LINC01250, DGKB, CHRM3, RALYL, ST6GALNAC5, ATRNL1, LDB2, CNTNAP2, KCNQ5, MIAT, CSMD1, CDH18, KCNH1, CNTN3, FLRT2, RGS6, SLIT2, BASP1-AS1, MLIP, R3HDM1, ENSG00000284707, LNX1, STXBP5L, C11orf80, FSTL4, UNC5D, TRIM9, GRM7, GRIA4, GALNTL6, ENSG00000291133, SORCS1, NEGR1"
InN SST ADAMTSL1,0.935,"GRIP1, GRIK2, GAD1, CNTNAP2, DLGAP1, KAZN, DAB1, SNHG14, ANK1, SYNPR, ROBO1, CRACD, FGF14, SLC24A3, ROBO2, UBASH3B, TIAM1, KIF26B, GRIK1, XKR4, KCNIP1, CCSER1, MIR124-1HG, MTUS2, NRXN3, DLX6-AS1, NHS, GAD2, NETO2, TENM3, TRERF1, GRIA1, CACNA1A, ZNF385D, MYRIP, TENM1, PTCHD4, ERC1, CADPS, SLC44A5, SRRM3, GRIP2, KCNC2, FAM110B, NXPH1, TENM2, RIPOR2, CACNA1D, ARL4C, PTPRM"
Astro GFAP FABP7,0.9856,"DPP10, PITPNC1, MIR4300HG, RFX4, MALAT1, MSI2, DCLK2, ADGRV1, AMZ2, ARHGEF4, ADGRA3, SORBS1, PRKG1, GLIS3, ENSG00000284977, DTNA, RIPK2-DT, LRIG1, ABLIM1, SLC16A9, NPAS3, PRKCA, CTNNA2, TNIK, WDR49, PAMR1, BMPR1B, ENSG00000286757, LAMA1, LINC00299, ARHGEF26, FMN2, OBI1-AS1, SLC7A11, ACOT11, GRAMD2B, CRB1, NTM, AHCYL2, LSAMP, ENSG00000286288, ZNRF3, PARD3B, ADCY8, ENTREP1, NEAT1, MIR99AHG, ENSG00000287862, PARD3, NEBL"
Astro GFAP AQP1,0.7408333333333332,"ADGRV1, DPP10, SLC1A2, SORBS1, AQP4, ENSG00000284977, GPC5, SLC1A3, DTNA, MIR4300HG, MACF1, NEAT1, LRIG1, MSI2, NEBL, PITPNC1, AGT, DCLK2, OBI1-AS1, CTNND2, PTPRZ1, LSAMP, BMPR1B, MALAT1, TNC, FMN2, ID4, NTM, ENTREP1, WWOX, FBXL7, TNIK, ACOT11, ZBTB20, ADGRA3, ATP13A4, PNISR, MAML2, RFX4, PRKG1, RYR3, CTNNA2, ENSG00000271860, CDH20, MIR9-1HG, ADD3, PARD3, GLIS3, LINC01748, RFX3"
PC P2RY14 GRM8,0.9670833333333334,"SLC19A1, ITIH5, ATP1A2, ARHGAP29, CARMN, MYO1B, PDGFRB, SLC38A11, DLC1, RGS5, SLC6A1, NR2F2-AS1, TRPC3, SLC6A12, SLC30A10, EBF1, LAMA2, ZEB1, GJC1, COLEC12, ARHGAP42, EPS8, SLC20A2, PARD3, LHFPL6, NOTCH3, PTPRG, UTRN, IGFBP7, SNRK, CDH6, FRMD3, COBLL1, NR2F2, ENSG00000275443, ADAMTS9-AS2, CALD1, PDE7B, COL4A3, RBMS3, SYNE2, RNF152, EPAS1, DCN, RBPMS, GRM8, PTEN, TNS1, SLC12A7, PDE8B"
