Cell_Type,MCS,Top_50_Markers
Oligo MOG OPALIN,0.8140425531914892,"ST18, CTNNA3, MBP, SLC24A2, DST, RNF220, QKI, TTLL7, CCDC88A, NCKAP5, PCDH9, ANK3, SLC44A1, PPP2R2B, SHTN1, KCNH8, PLEKHH1, PLCL1, DOCK10, PHLPP1, FRMD4B, PRUNE2, SIK3, TF, MOBP, DOCK5, PLP1, ENSG00000286749, CLMN, CERCAM, PDE4B, IL1RAPL1, PIP4K2A, ZFYVE16, SLAIN1, C10orf90, FRMD5, TMTC2, ARAP2, MAP7, ERBIN, SLC7A14-AS1, CNDP1, ELMO1, TRIM2, DNM3, FMNL2, ENPP2, FOLH1, MOG"
L2-3 CUX2 ACVR1C THSD7A,0.9592156862745099,"CBLN2, SYN3, LINC01250, ENSG00000229618, TESPA1, LINC02306, SLIT3, KCNIP4, MEG3, ENSG00000254092, R3HDM1, DGKB, LRRTM4, MLIP, LINC01378, TAFA1, CRACDL, ENC1, HS6ST3, CUX2, EPIC1, NDST3, LDB2, STXBP5L, KCNQ5, LINC00507, DIRC3-AS1, DGCR5, PTK2B, ENSG00000228566, FAM153CP, CELF2, LINC02263, CABP1, FSTL4, CDH22, CDH18, NGEF, RFTN1, PDZD2, SATB2, TMEM178B, PDE4D, RGS6, PHACTR1, CAMK2A, NTRK3, KALRN, ENSG00000233928, DLGAP2"
OPC PDGFRA PCDH15,0.9542483660130721,"TNR, LHFPL3, PTPRZ1, DSCAM, PCDH15, XYLT1, LRRC4C, VCAN, MEGF11, LINC00511, CHST11, EPN2, SMOC1, KCNMB2, LUZP2, CA10, NRCAM, DGKG, OPHN1, OPCML, SLC35F1, DPP6, SOX6, NOVA1, SEMA5A, ENSG00000278254, NLGN1, SULF2, SEZ6L, ZEB1, COL11A1, NKAIN3, TMEM132C, PDGFRA, NTM, PDZD2, LRP1B, KIF13A, MAML2, MYT1, DISC1, TAOK3, KAT2B, AGAP1, MMP16, NAV1, SLC1A2, STK32A, BRINP3, COL9A1"
Endo CLDN5 SLC7A5,0.8046601941747572,"TUBA1B, CHN1, CALM1, SNAP25, THY1, TMSB10, ENC1, NRGN, NORAD, LMO4, HSP90AB1, VSNL1, SPARCL1, YWHAH, STXBP1, SLC17A7, CALM2, MAP1B, OLFM1, GNAS, NUAK1, PEBP1, RGS4, YWHAG, TSC22D1, CAMK2A, SYT1, IDS, BASP1, MRTFB, VAMP2, CALM3, DIRAS2, PPP3CA, DMTN, NEFL, HSP90AA1, FTH1, PRNP, PNMA2, PIK3R1, NDRG4, SELENOW, STMN1, BSG, GAP43, HTR2A, NRN1, ARPP19, LMO3"
InN VIP HS3ST3B1,0.954375,"GALNTL6, SLC24A3, SYNPR, ERBB4, DLX6-AS1, GRM7, RGS12, ADARB2, CNTN4, THSD7A, CALN1, CHRM3, VIP, SNTG1, PLD5, EGFR, PROX1, C8orf34, CLVS1, KCNH7, MYRIP, ROBO1, FRMD4A, KCNT2, ROBO2, B4GALT6, SNHG14, FGF14, ABTB3, PROX1-AS1, CACNA1D, SOBP, ADAMTS6, ZNF804A, GALNT17, GALNT13, TRMT9B, PKP2, VWC2L, PWRN1, PARD3, PTPRE, CNTNAP2, MAPK4, PDE3A, LINC03051, DSCAM, TCF4, ARL4C, SEZ6"
L3-5 RORB GABRG1 PTPRO,0.9628260869565217,"TSHZ2, ENSG00000287722, DCC, IL1RAPL2, RORB, RARB, FSTL4, POU6F2, HTR1F, COBLL1, FOXP2, KHDRBS2, ENSG00000239498, KCNH5, ENSG00000236451, CTNNA2, LINC01725, TOX, AGBL4, LINC02232, ENSG00000275232, KHDRBS3, PYDC2-AS1, KIAA0319, RALYL, ENSG00000288087, CASC15, VWC2L, UNC5D, LRRK1, LINC01414, NELL2, SLC38A11, EPIC1, OPCML, RHOBTB2, THRB, CAMK1D, ENSG00000287172, KCND3, ENSG00000271774, TAFA2, EPHA4, HECW1, ENSG00000291133, LY86-AS1, SLIT1, ENSG00000288902, EFNA5, SLC44A5"
InN LAMP5 BMP7,0.9686956521739131,"FGF13, KIT, GRIN2A, GAD2, ATP8A2, UNC13C, SLC6A1, PTCHD4, EYA4, MYO16, FGF14, BCL11B, SGCZ, NRIP3, PKP2, SPHKAP, ALK, KAZN, GRIP1, TMEM132D, NYAP2, ANKRD55, GRIN3A, PTPRT, CRACD, NXPH2, SV2C, ADARB2, MACROD2, RAB3C, ENSG00000251031, DNER, NTNG1, TOX2, MTUS2, MGAT4C, KCNIP1, RPH3A, PRELID2, EGFR, DLX6-AS1, UBASH3B, TACR1, CDK14, RBMS3, DGKD, NFIB, PMEPA1, FSTL5, FBXL7"
InN PVALB HPSE,0.9684444444444444,"FGF12, ABTB3, CNTNAP3, ERBB4, CNTNAP3B, KCNC2, ANK1, ZNF804A, SLIT2, MYO5B, ZNF385D, SAMD5, TENM1, KIAA1217, RUNX2, SCN1A-AS1, CPLX1, NXPH1, PAM, GAD2, DLGAP1, ELAVL2, CNTNAP2, PTPRM, CADPS, VWC2, ADAMTS17, TRPC4, KLF12, LHX6, GRIP1, OSBPL10, DPP10, GAD1, CACNB4, TENM3, GRIP2, PPARGC1A, PRKG1, LRRFIP1, NHS, FAR2, ZMAT4, TSPAN9, KAZN, DTNA, SOX5, MYO16, OSBPL3, GRIK3"
Micro P2RY12 APBB1IP,0.7764285714285714,"LRMDA, DOCK4, PLXDC2, SFMBT2, ARHGAP24, APBB1IP, ST6GAL1, DOCK8, MEF2A, FRMD4A, SRGAP2, FYB1, ARHGAP22, INPP5D, LDLRAD4, EPB41L2, FOXN3, SAT1, SORL1, LPAR6, SLCO2B1, MAML3, AOAH, KCNQ3, ZFHX3, ITPR2, RHBDF2, TBXAS1, C3, ABR, DOCK2, MYO1F, SLC1A3, PALD1, ZFP36L1, SLC4A7, CYFIP1, ADAM28, ATP8B4, DISC1, RBM47, BMP2K, CHST11, CSF2RA, ARHGAP15, MGAT4A, NEAT1, SYK, CSF1R, ITGAX"
InN SST HS3ST5,0.9679518072289157,"ROBO2, GRIK1, CDH12, KIF26B, KIAA1217, XKR4, GRIK3, NXPH1, TIAM1, SLC24A3, RPS6KA2, SOX6, RBFOX1, DLGAP1, DAB1, PTPRM, MYO5B, SGCZ, THSD7A, LRP8, FSTL5, NRXN3, SYNPR, PCSK5, RASGRF2, EPHA6, HCN1, TENM1, ZNF385D, KIRREL3, WLS, GRIP1, ENSG00000237773, TENM3, BCL11A, CDH9, RBMS3, NETO2, GRIA1, PACRG, DMD, TOX2, FAM135B, KCNIP1, KAZN, LINC01122, CUX2, PIP5K1B, OXR1, SLC24A4"
InN SST FREM1,0.9524390243902441,"KIAA1217, GRIK1, ST6GALNAC5, XKR4, SYNPR, SHISA6, GRIK2, GRIK3, ROBO2, NRXN3, RBFOX1, CNTNAP2, ASTN2, PAWR, PLCH1, NETO1, OXR1, CACNA2D3, NXPH1, CADPS, RUNX1T1, ADCY8, WLS, DAPK1, AAK1, PCDH11X, GRIN3A, CDH9, KIF26B, ROBO1, TRHDE, ELAVL2, KCNMB2, TMTC1, SATB1-AS1, GRIP1, CDH13, LRP8, MGAT4C, SOX6, GRIA3, TENM3, PDE3B, FRMD3, SPRY4-AS1, FLT3, TENM2, ANK1, STXBP6, SAMD5"
Astro GFAP AQP1,0.6583561643835616,"ADGRV1, ATP1A2, PTGDS, MMD2, OBI1-AS1, MSI2, LINC00299, RYR3, MACF1, ENSG00000286757, PITPNC1, SLC1A2, SLC1A3, GPC5, COL5A3, CTNNA2, PRDM16, DPP10, GPM6A, NTM, TNIK, HIF3A, SFXN5, LRIG1, DTNA, CAMK2G, GFAP, SORBS1, NEAT1, ACOT11, GLIS3, SLC25A18, TTYH1, NEBL, FGFR3, MIR9-1HG, PAMR1, SLC4A4, PARD3, RFX4, ABLIM1, ACSBG1, CTNND2, NKAIN3, AQP4, ZNRF3, ABR, MROH7, AMZ2, FBXL7"
L6 FEZF2 SYT6 PTPRT,0.9698461538461538,"HS3ST4, SEMA3E, ASIC2, ADAMTSL1, RALYL, RYR3, TRPM3, SLC8A1, RYR2, PDZRN4, PTPRN2, FRMPD4, CLSTN2, MDGA2, FOXP2, AFF3, B4GALNT3, PTPRD, NRP1, MCTP1, LRP1B, OLFM3, SDK2, DGKI, DPP10, SV2B, SYNPO2, DCHS2, CADPS, PRKAG2, SULF1, ZFPM2, SORBS2, NALF1, CSMD1, TLE4, ANKS1B, CDH18, SLIT1, ENSG00000253553, GALNT16, ENSG00000253288, CADPS2, NAV3, KALRN, KHDRBS3, ENSG00000286481, KIAA1217, LMO7, PHACTR1"
InN VIP CLSTN2,0.9607843137254902,"ADARB2, CNR1, GALNTL6, RGS12, CHRNA7, CCDC85A, IGF1, NR2F2-AS1, SHISA6, DLX6-AS1, INPP4B, ROBO2, NRXN3, NPAS3, KCNT2, PLD5, NRXN1, MCC, PRR16, CRACD, ENTPD3, ENSG00000286263, FGF14, GABRG3, CCK, SHISA9, ARL4C, KCNIP1, SYNPR, ANKRD30BL, ZNF385D, LRRC3B, CACNA1D, TRMT9B, AFAP1, PWRN1, LINC00461, NR3C2, KCNJ3, ENSG00000286778, SEZ6L, NHS, ADRA1A, FXYD6, LINC02885, CHRM3, GRIP1, ROBO1, VWC2, RIPOR2"
L3-5 RORB PCBP3 IL1RAPL2,0.9745,"RMST, TCERG1L, CPNE4, PTPRD, POU6F2, RORB, TRHDE, PLCH1, NEGR1, ANO3, DLGAP1-AS4, PYDC2-AS1, KCNB2, LINC02217, KHDRBS2, DCC, KCNH5, COBLL1, PTPRT, SLC38A11, KIAA0319, SNTG1, ADGRB3, IRAG2, ENSG00000285939, HECW1, GRM7, ZNF804B, OTOGL, KHDRBS3, UNC5D, EFNA5, NELL2, EPHA4, GUCY1A2, RGS7, SEMA6D, DNAH7, CELF2, CARMIL1, KCNH1, TAFA1, NR2F1-AS1, TRPM3, PARM1, NRG3, HTR1F, MSC-AS1, FMN1, PHLDB2"
InN ADARB2 FAM19A1,0.9622222222222221,"CXCL14, COL21A1, GRIK2, INPP4B, NR2F2-AS1, DAB1, RGS12, FSTL5, CHRNA7, ADARB2, LINGO2, CNTN5, ENSG00000286263, ADRA1A, SIPA1L2, ZMAT4, MEGF11, ZNF385D, NR2F2, C8orf34, EPHA6, ERBB4, EGFR, CCNH, CNR1, C1orf21, PRR16, PLD5, EXT1, ENSG00000251031, NDST4, PRELID2, CHSY3, ENSG00000227579, NRXN1, NYAP2, DNER, IL1RAPL2, ADAMTS9-AS2, PRICKLE2, SDK1, PCSK2, SLC25A48, PROX1, ABTB3, BICD1, GRIK1, SCG2, PDE7B, THSD7A"
L3-5 RORB MKX SCN5A,0.9828571428571428,"ENSG00000253693, LINC03000, ENSG00000287172, CADPS2, ADAMTSL1, GALNT17, CASC15, PHACTR1, LRRK1, FMN1, PHACTR2, AGBL4, TLL1, DPY19L1, RORB, PTPRT, ERC2, CLSTN2, HS3ST4, CPNE4, HECW1, CNIH3, EPHA3, HTR2A, FRMPD4, NYAP2, IPCEF1, ARHGAP29, HS3ST2, FOXP2, NEGR1, DNAH6, CCDC85A, RHBDL3, BRINP3, RGS6, XKR6, PLAGL1, ENSG00000285940, POU6F2, CHN2, CACNA1C, KHDRBS3, PHLDB2, FAM163B, GRM7, ARSJ, CPNE7, MICAL2, RIMS1"
InN PVALB PDE3A,0.9876923076923078,"CNTN5, ZNF385D, DPP10, CA8, CALN1, RORA, TENM1, CNTNAP3B, ANK1, MIR4500HG, SDK1, TRPS1, DLGAP2, THSD7A, TENM4, GULP1, CNTNAP3, GABRG3, MDGA2, TMTC1, GPR149, TAFA4, SLC7A2, ALK, FRMPD4, OSBPL6, TMEM132D, SCN1A-AS1, ZNF804A, PLCXD3, GRIA4, ADGRB3, VWC2, MAST4, HUNK, MYO16, RASSF8, SHANK2, ERBB4, GRIA1, TAFA2, DPP10-AS3, FAM78B, FGF13, ZNF804B, SGCD, PKNOX2, NACC2, FSTL5, LINC01837"
L5-6 FEZF2 NXPH2 GRIK1,0.9816666666666669,"NPSR1-AS1, ENSG00000283674, IFNG-AS1, TSHZ2, ITGA8, CRYM, ASIC2, HTR2C, COL12A1, ZNF385D, CHRM2, CDH6, PCP4, CPNE4, PRR16, MPP7, SPON1, ATP2C2, ADCY2, GRM4, SEL1L3, TRMT9B, HS3ST4, PHLDB2, SEMA3E, SORCS2, LINC01811, TLL1, OLFM3, SH3RF3, ERC2, MAPK10, TLE4, TRHDE, GRM8, DIRAS2, SEMA5B, KCNT2, FGFR1, VWC2L, ERG, CDH11, ZNF385B, CLSTN2, GPRIN3, MYRIP, LINC02822, NEK11, ENSG00000283294, DPY19L1"
InN LAMP5 RELN,0.9947826086956522,"RELN, INPP4B, CXCL14, FRAS1, SV2C, BMP6, HS3ST5, FSTL5, FAT1, NYAP2, GRM8, FGF14, GAD2, TOX3, EGFR, ENSG00000249806, DLX6-AS1, SGO1-AS1, ADRA1A, COL5A2, B3GLCT, CCDC85A, FREM1, ZMAT4, NMBR, GRIK2, UNC5D, MYO16, MCTP1, CACNA2D1, XKR4, MGAT4C, NEBL, RIMBP2, ADARB2, BCL11B, SGCZ, GALNTL6, COL21A1, CNTN5, ERBB4, GRM5, ABI1, PLD5, PRR16, GRIP1, PIP5K1B, GRIN3A, LINGO2, HDAC9"
L6 OPRK1 SMYD1 KCND2,0.9866666666666666,"ERC2, KCNIP4, THEMIS, TESC, NTNG2, KCTD16, ZNF804B, SORBS2, GFRA1, TENM4, NRG1, GALNT14, LINC03051, POSTN, TMEM132D, CUX1, CLSTN2, MCTP2, RGS12, GNB4, NWD2, ENSG00000256654, RASGEF1C, RIT2, CADPS, FRAS1, CADPS2, ATP8B1, ADAM23, RPL6, DACH1, CPNE4, SLIT1, MAMDC2, HS3ST4, OLFML2B, GSG1L, GNG2, MAGI3, ENSG00000258631, RIMS2, TMEM163, EPB41, HPSE2, SATB2, NR4A2, TRPC5, RPL10A, BMAL2, MAP2K1"
