Cluster_ID,Assigned_Cell_Type,Precision (%),Recall (%),F1_Score (%),Jaccard (%),True_Positive_Count,Predicted_Marker_Count,Reference_Marker_Count,Assigned_Cell_Type_2,Precision_2 (%),Recall_2 (%),F1_Score_2 (%),Jaccard_2 (%),True_Positive_Count_2,Predicted_Marker_Count_2,Reference_Marker_Count_2,Assigned_Cell_Type_3,Precision_3 (%),Recall_3 (%),F1_Score_3 (%),Jaccard_3 (%),True_Positive_Count_3,Predicted_Marker_Count_3,Reference_Marker_Count_3
InN LAMP5 BMP7,Retinal ganglion cells,10.0,7.246376811594203,8.403361344537815,4.385964912280701,5,50,69,Cancer stem cell,6.0,7.317073170731707,6.593406593406592,3.4090909090909087,3,50,41,Gabaergic neurons,4.0,13.333333333333334,6.153846153846153,3.1746031746031744,2,50,15
InN ADARB2 FAM19A1,Neuroblasts,8.0,8.0,8.0,4.166666666666666,4,50,50,Dentate gyrus granule cell,2.0,100.0,3.9215686274509802,2.0,1,50,1,Lake et al.science.in1,2.0,50.0,3.8461538461538463,1.9607843137254901,1,50,2
InN VIP CLSTN2,Lake et al.science.ex6,6.0,8.823529411764707,7.1428571428571415,3.7037037037037033,3,50,34,Lake et al.science.ex8,6.0,5.084745762711865,5.5045871559633035,2.8301886792452833,3,50,59,Pyramidal cells,4.0,5.714285714285714,4.7058823529411775,2.4096385542168677,2,50,35
L3-5 RORB MKX SCN5A,Lake et al.science.ex5,4.0,22.22222222222222,6.779661016949154,3.508771929824561,2,50,9,Lake et al.science.ex6,4.0,5.88235294117647,4.761904761904763,2.4390243902439024,2,50,34,Retinal ganglion cells,4.0,2.898550724637681,3.361344537815126,1.7094017094017095,2,50,69
InN SST FREM1,Lake et al.science.ex2,4.0,20.0,6.666666666666667,3.4482758620689653,2,50,10,Purkinje neurons,6.0,5.084745762711865,5.5045871559633035,2.8301886792452833,3,50,59,Neuron,12.0,3.4682080924855487,5.381165919282512,2.7649769585253456,6,50,173
InN LAMP5 RELN,Neuron,14.000000000000002,4.046242774566474,6.278026905829597,3.2407407407407405,7,50,173,Neuroblasts,6.0,6.0,6.0,3.0927835051546393,3,50,50,Neuroendocrine cells,4.0,7.4074074074074066,5.194805194805195,2.666666666666667,2,50,27
InN VIP HS3ST3B1,Lake et al.science.ex8,6.0,5.084745762711865,5.5045871559633035,2.8301886792452833,3,50,59,Purkinje neurons,6.0,5.084745762711865,5.5045871559633035,2.8301886792452833,3,50,59,Immature neurons,4.0,5.263157894736842,4.545454545454545,2.3255813953488373,2,50,38
InN PVALB PDE3A,Lake et al.science.ex6,4.0,5.88235294117647,4.761904761904763,2.4390243902439024,2,50,34,Bergmann glia,4.0,4.878048780487805,4.395604395604397,2.247191011235955,2,50,41,Lake et al.science.in2,2.0,25.0,3.7037037037037033,1.8867924528301887,1,50,4
L2-3 CUX2 ACVR1C THSD7A,Pyramidal cells,4.0,5.714285714285714,4.7058823529411775,2.4096385542168677,2,50,35,Immature neurons,4.0,5.263157894736842,4.545454545454545,2.3255813953488373,2,50,38,Glutamatergic neuron,2.0,25.0,3.7037037037037033,1.8867924528301887,1,50,4
L3-5 RORB GABRG1 PTPRO,Neuroblasts,4.0,4.0,4.0,2.0408163265306123,2,50,50,Somatostatin interneuron,2.0,20.0,3.6363636363636362,1.8518518518518516,1,50,5,Lake et al.science.in5,2.0,14.285714285714285,3.508771929824562,1.7857142857142856,1,50,7
L3-5 RORB PCBP3 IL1RAPL2,Neuroblasts,4.0,4.0,4.0,2.0408163265306123,2,50,50,Retinal ganglion cells,4.0,2.898550724637681,3.361344537815126,1.7094017094017095,2,50,69,Lake et al.science.ex2,2.0,10.0,3.3333333333333335,1.694915254237288,1,50,10
