Cluster_ID,Assigned_Cell_Type,Precision (%),Recall (%),F1_Score (%),Jaccard (%),True_Positive_Count,Predicted_Marker_Count,Reference_Marker_Count,Assigned_Cell_Type_2,Precision_2 (%),Recall_2 (%),F1_Score_2 (%),Jaccard_2 (%),True_Positive_Count_2,Predicted_Marker_Count_2,Reference_Marker_Count_2,Assigned_Cell_Type_3,Precision_3 (%),Recall_3 (%),F1_Score_3 (%),Jaccard_3 (%),True_Positive_Count_3,Predicted_Marker_Count_3,Reference_Marker_Count_3
L6 OPRK1 SMYD1 KCND2,Lake et al.science.ex8,34.0,28.8135593220339,31.19266055045872,18.478260869565215,17,50,59,Cajal-retzius cells,10.0,6.41025641025641,7.8125,4.0650406504065035,5,50,78,Dopaminergic neurons,4.0,9.523809523809524,5.633802816901409,2.898550724637681,2,50,21
OPC PDGFRA PCDH15,Oligodendrocyte precursor cell,14.000000000000002,53.84615384615385,22.22222222222222,12.5,7,50,13,Oligodendrocyte progenitor cells,12.0,21.428571428571427,15.384615384615383,8.333333333333332,6,50,28,Oligodendrocyte progenitor cell,8.0,36.36363636363637,13.114754098360654,7.017543859649122,4,50,11
L6 FEZF2 SYT6 PTPRT,Lake et al.science.ex6,18.0,26.47058823529412,21.428571428571427,12.0,9,50,34,Lake et al.science.in1,2.0,50.0,3.8461538461538463,1.9607843137254901,1,50,2,Somatostatin interneuron,2.0,20.0,3.6363636363636362,1.8518518518518516,1,50,5
L5-6 FEZF2 NXPH2 GRIK1,Lake et al.science.ex6,14.000000000000002,20.588235294117645,16.666666666666664,9.090909090909092,7,50,34,Subplate cell,2.0,50.0,3.8461538461538463,1.9607843137254901,1,50,2,Epithelial cell,2.0,33.33333333333333,3.7735849056603774,1.9230769230769231,1,50,3
Astro GFAP AQP1,Astrocyte,36.0,8.61244019138756,13.8996138996139,7.468879668049793,18,50,209,Bergmann glia,12.0,14.634146341463413,13.186813186813184,7.0588235294117645,6,50,41,Astrocytes,14.000000000000002,11.11111111111111,12.389380530973453,6.60377358490566,7,50,63
Endo CLDN5 SLC7A5,Excitatory neuron,8.0,22.22222222222222,11.76470588235294,6.25,4,50,18,Neuron,20.0,5.780346820809249,8.968609865470851,4.694835680751173,10,50,173,Pyramidal cells,4.0,5.714285714285714,4.7058823529411775,2.4096385542168677,2,50,35
Micro P2RY12 APBB1IP,Microglia,14.000000000000002,9.859154929577464,11.570247933884298,6.140350877192982,7,50,71,A1 astrocyte,2.0,50.0,3.8461538461538463,1.9607843137254901,1,50,2,Microglial cell,16.0,2.17983651226158,3.8369304556354913,1.9559902200488997,8,50,367
InN PVALB HPSE,Purkinje neurons,12.0,10.16949152542373,11.009174311926607,5.825242718446602,6,50,59,Lake et al.science.ex6,8.0,11.76470588235294,9.523809523809526,5.0,4,50,34,Parvalbumin interneuron,4.0,50.0,7.4074074074074066,3.8461538461538463,2,50,4
Oligo MOG OPALIN,Mature oligodendrocyte,6.0,60.0,10.90909090909091,5.769230769230769,3,50,5,Oligodendrocytes,14.000000000000002,7.954545454545454,10.144927536231885,5.343511450381679,7,50,88,Oligodendrocyte,20.0,5.46448087431694,8.583690987124463,4.484304932735426,10,50,183
InN SST HS3ST5,Lake et al.science.ex6,8.0,11.76470588235294,9.523809523809526,5.0,4,50,34,Purkinje neurons,8.0,6.779661016949152,7.339449541284404,3.8095238095238098,4,50,59,Neuroblasts,6.0,6.0,6.0,3.0927835051546393,3,50,50
