Cell_Type,MCS
CD4.Naive,0.954113405440839
CD14_mono,0.9990147783251231
B_naive,0.9923868312757202
B_switched_memory,0.9765089722675366
gdT,0.8934426229508198
NK_16hi,0.984793388429752
MAIT,0.9652754590984977
CD16_mono,0.9889135254988913
DC3,0.9342657342657343
CD8.Naive,0.9769452449567723
Platelets,1.0
pDC,1.0
HSC_CD38pos,0.9923076923076923
