Cell_Type,MCS
Oligo MOG OPALIN,0.7302564102564102
Endo CLDN5 SLC7A5,0.7423715415019763
Astro AQP4 SLC1A2,0.7948780487804877
Micro P2RY12 APBB1IP,0.838102189781022
Astro GFAP AQP1,0.9763106796116506
InN SST FREM1,0.9659999999999997
OPC PDGFRA PCDH15,0.9704225352112676
L6 OPRK1 THEMIS RGS6,0.8866666666666667
InN LAMP5 BMP7,0.9498305084745763
L2-3 CUX2 ACVR1C THSD7A,0.9811538461538463
L3-5 RORB MKX DCC,0.9654166666666666
PC P2RY14 GRM8,0.9353488372093023
VLMC COL1A2 VLMCA8,0.9660000000000001
