,ctpt_consensus_prediction,Cluster_ID,Marker_Match_1,Marker_Match_1_F1 (%),Marker_Match_2,Marker_Match_2_F1 (%),Marker_Match_3,Marker_Match_3_F1 (%)
0,L3-5 RORB MKX DCC,L3-5 RORB MKX DCC,Somatostatin interneuron,3.6363636363636362,Retinal ganglion cells,3.361344537815126,Lake et al.science.ex4,3.1746031746031753
1,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,6.94980694980695,Bergmann glia,6.593406593406592,Astrocytes,5.309734513274336
2,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
3,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
4,InN SST FREM1,InN SST FREM1,Lake et al.science.ex6,7.1428571428571415,Purkinje neurons,5.5045871559633035,Neuron,5.381165919282512
5,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,6.94980694980695,Bergmann glia,6.593406593406592,Astrocytes,5.309734513274336
6,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
7,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
8,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
9,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
10,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
11,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
12,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
13,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
14,Micro P2RY12 APBB1IP,Micro P2RY12 APBB1IP,Microglia,8.264462809917356,Lake et al.science.ex6,4.761904761904763,Activated cd8+ t cell,3.9215686274509802
15,InN SST FREM1,InN SST FREM1,Lake et al.science.ex6,7.1428571428571415,Purkinje neurons,5.5045871559633035,Neuron,5.381165919282512
16,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
17,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
18,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
19,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
20,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,6.94980694980695,Bergmann glia,6.593406593406592,Astrocytes,5.309734513274336
21,Micro P2RY12 APBB1IP,Micro P2RY12 APBB1IP,Microglia,8.264462809917356,Lake et al.science.ex6,4.761904761904763,Activated cd8+ t cell,3.9215686274509802
22,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
23,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
24,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
25,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
26,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,6.94980694980695,Bergmann glia,6.593406593406592,Astrocytes,5.309734513274336
27,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
28,Endo CLDN5 SLC7A5,Endo CLDN5 SLC7A5,Neuron,7.174887892376682,Pyramidal cells,7.0588235294117645,Excitatory neuron,5.88235294117647
29,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
30,Astro AQP4 SLC1A2,Astro AQP4 SLC1A2,Astrocyte,6.94980694980695,Bergmann glia,6.593406593406592,Astrocytes,5.309734513274336
31,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
32,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
33,Oligo MOG OPALIN,Oligo MOG OPALIN,Oligodendrocytes,10.144927536231885,Oligodendrocyte,8.583690987124463,Mature oligodendrocyte,7.2727272727272725
34,L6 OPRK1 THEMIS RGS6,L6 OPRK1 THEMIS RGS6,Excitatory neuron,5.88235294117647,Purkinje neurons,5.5045871559633035,Cajal-retzius cells,4.687500000000001
