call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
29,BO-EI,10507,52,10,2.0000,69.3073,76.9627,58.7405,58.5663,92.2432,9.5378,,0.1778,103,22
30,BO-EI,8334,38,10,1.9917,69.4939,77.1637,58.8519,59.0866,91.9498,9.8334,,0.2077,103,23
1,Explore,8410,27,41,1.3953,65.6573,72.8991,53.2603,52.5151,90.8520,9.4972,,0.2969,103,18
2,Explore,4795,19,28,1.0006,64.1857,71.2739,51.0310,50.9367,89.7300,8.8965,,0.3086,103,16
3,Explore,1673,69,12,1.5830,69.1959,76.8298,57.8116,59.4596,91.2840,9.9279,,0.1462,103,22
4,Explore,9874,10,50,1.4262,62.9048,69.8295,45.9595,51.8956,89.0747,9.6900,,0.3709,103,12
5,Explore,6504,11,11,1.2872,64.9546,72.1024,50.2322,53.7097,89.3896,10.1222,,0.2405,103,17
6,Explore,4321,14,49,0.8492,61.5728,68.3384,44.5477,50.6194,85.8480,10.0354,,0.3400,103,11
7,Explore,1134,66,25,1.9748,68.3219,75.8524,57.6630,56.6631,90.9354,10.1116,,0.1596,103,21
8,Explore,5011,87,37,1.1757,63.4861,70.4623,49.3777,49.1313,90.2069,10.3298,,0.1499,103,15
9,Explore,337,95,33,1.0781,61.6416,68.3996,46.7397,46.9593,87.8076,10.7103,,0.1045,103,14
10,Explore,365,31,20,1.5249,67.1203,74.5099,55.1923,55.1969,90.4354,10.3035,,0.2208,103,20
11,Explore,10507,58,10,1.2055,68.1995,75.7246,56.9014,56.8532,91.5842,9.7347,,0.1923,103,21
12,Explore,10507,71,10,2.0000,69.8320,77.5462,59.7065,59.5081,92.0903,9.5730,,0.1572,103,24
13,Explore,10507,63,10,2.0000,68.9046,76.5152,58.7405,57.1427,92.3457,9.4982,,0.1635,103,23
14,Explore,200,76,10,2.0000,67.3112,74.7426,55.9539,55.8060,90.2418,9.4203,,0.1000,103,23
15,Explore,10507,45,50,1.9695,66.9035,74.2971,55.5824,54.7746,90.6865,9.0460,,0.2238,103,17
16,Explore,10507,39,10,1.1467,67.3848,74.8200,55.5824,55.3425,91.7943,9.6202,,0.2394,103,21
17,Explore,10507,69,10,0.5000,64.0872,71.1386,49.7306,50.7351,90.5355,10.0259,,0.2134,103,15
18,Explore,10507,50,10,2.0000,69.7123,77.4136,59.6136,59.2866,91.9599,9.5432,,0.1813,103,23
19,Explore,10507,51,10,2.0000,69.7433,77.4510,59.6693,59.6788,91.5788,9.4116,,0.1984,103,24
20,Explore,2215,17,31,1.9715,67.5799,75.0412,54.4492,58.7840,89.4699,9.4410,,0.2353,103,18
21,Explore,200,47,10,2.0000,68.4280,75.9750,56.3440,58.4404,91.0338,9.9095,,0.1160,103,25
22,Explore,10507,56,10,1.7612,68.9662,76.5829,58.6476,57.6731,91.9356,9.5378,,0.1924,103,22
23,Explore,10507,38,10,2.0000,69.9314,77.6605,59.6322,60.3132,91.6799,9.4130,,0.2121,103,23
24,Explore,10507,40,10,2.0000,69.8273,77.5446,59.4464,60.1223,91.6957,9.4130,,0.2089,103,23
25,Explore,10507,37,10,2.0000,70.0623,77.8089,59.8179,60.6625,91.6934,9.2986,,0.2200,103,24
26,Explore,10507,27,10,2.0000,69.9047,77.6314,59.5764,59.9500,92.2069,9.3855,,0.2394,103,24
27,Explore,10507,74,50,2.0000,66.0258,73.3103,54.5792,52.6401,90.5498,9.4607,,0.1747,103,18
28,Explore,10507,30,10,2.0000,69.6317,77.3242,58.2203,60.5032,91.8469,9.5268,,0.2409,103,23
29,Explore,9555,68,28,1.0356,64.2229,71.2724,50.4180,49.7806,90.9174,10.7859,,0.1937,103,16
30,Explore,8580,95,47,1.3147,63.5191,70.5236,50.3437,48.9064,90.3328,9.2502,,0.1338,103,15
