call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
24,Exploit,8299,10,10,0.5985,71.5965,74.7812,60.4383,53.9888,86.8366,9.1099,,0.4509,98,12
25,Exploit,5101,10,10,0.8281,72.2889,75.5004,60.5152,54.4262,88.9595,9.6383,,0.4054,98,13
26,Exploit,9143,10,10,0.6473,71.2543,74.4224,60.0154,53.3649,86.6369,9.2213,,0.4419,98,12
27,Exploit,10577,60,10,0.6613,73.3291,76.5638,63.5525,52.4333,90.4973,12.2968,,0.2719,98,16
28,Exploit,10577,75,10,0.5000,73.2366,76.4694,63.3218,52.8283,89.9473,12.0313,,0.2326,98,16
29,Exploit,5202,10,26,1.2937,72.6696,75.9022,60.3998,56.1596,88.6736,9.2278,,0.3836,98,13
30,Exploit,200,10,50,2.0000,71.7940,74.9809,59.4387,54.1905,88.2147,9.8534,,0.2419,98,13
1,BO-EI,8466,27,41,1.3953,72.3081,75.5143,62.1684,52.3208,89.4849,10.3152,,0.4078,98,13
2,BO-EI,4826,19,28,1.0006,71.5040,74.6714,60.8612,51.0708,89.1915,10.5464,,0.4589,98,12
3,BO-EI,1683,69,12,1.5830,73.0436,76.2803,62.8989,52.8676,90.9066,10.6545,,0.1559,98,16
4,BO-EI,9939,10,50,1.4262,71.1829,74.3491,59.2849,52.1420,89.5540,9.0648,,0.3636,98,12
5,BO-EI,6547,11,11,1.2872,73.8137,77.1009,63.0527,56.5073,90.2706,8.9663,,0.3427,98,16
6,BO-EI,4349,14,49,0.8492,72.2507,75.4514,59.8616,54.5491,88.5356,10.6222,,0.5079,98,11
7,BO-EI,1140,66,25,1.9748,72.4070,75.6209,63.3218,51.4392,90.2266,9.9619,,0.1911,98,17
8,BO-EI,5044,87,37,1.1757,71.1774,74.3304,58.2084,52.7287,88.6940,10.4899,,0.1376,98,10
9,BO-EI,338,95,33,1.0781,2.4094,2.4137,0.0000,0.0000,87.5121,11.5848,,0.0828,98,12
10,BO-EI,366,31,20,1.5249,71.8255,74.9946,60.7843,50.9732,89.6808,11.9547,,0.2062,98,14
11,BO-EI,10577,73,10,2.0000,75.8539,79.2225,67.2818,56.9530,92.5628,10.2493,,0.1745,98,21
12,BO-EI,1158,81,50,0.5690,9.8212,10.1861,0.8843,0.6375,86.5585,9.1388,,0.1020,98,8
13,BO-EI,4397,55,10,1.7450,74.9347,78.2654,65.7824,56.3264,91.4862,9.8091,,0.1869,98,19
14,BO-EI,8303,10,50,0.5000,71.3862,74.5541,56.2476,56.5618,87.1990,9.8972,,0.4607,98,8
15,BO-EI,3329,89,39,0.5768,70.9156,74.0485,54.3637,54.9484,88.8229,11.3884,,0.0738,98,8
16,BO-EI,6961,10,24,1.1353,71.7381,74.9264,60.6305,53.1746,88.2756,9.4328,,0.3928,98,12
17,BO-EI,10513,60,31,0.6245,71.7073,74.8751,58.9773,52.0479,90.3611,11.5165,,0.2688,98,10
18,BO-EI,10571,49,36,1.0638,72.2567,75.4585,61.8224,52.0646,89.9400,10.5337,,0.3149,98,13
19,BO-EI,9338,40,41,1.3999,71.8555,75.0375,60.5921,51.5092,90.4785,10.7004,,0.3285,98,12
20,BO-EI,200,44,12,1.8766,74.4548,77.7507,62.7067,57.5404,90.0918,11.2132,,0.1176,98,17
21,BO-EI,10577,35,18,2.0000,75.2326,78.5659,66.2053,55.7516,92.1229,11.0172,,0.2551,98,19
22,BO-EI,5042,100,10,0.5000,71.0065,74.1450,59.5156,49.5739,90.5855,11.2190,,0.1011,98,12
23,BO-EI,1619,10,10,2.0000,74.8803,78.2075,62.1684,60.8872,89.1871,9.9107,,0.2739,98,15
24,BO-EI,2458,59,10,2.0000,75.6266,78.9896,66.0515,58.2026,91.6474,9.7297,,0.1665,98,19
25,BO-EI,7381,100,10,2.0000,76.1104,79.4894,67.0127,57.9825,92.4089,10.4010,,0.1129,98,22
26,BO-EI,301,10,10,1.6977,74.3559,77.6427,60.3230,59.2557,89.9430,11.7132,,0.2524,98,14
27,BO-EI,10249,22,30,0.5000,72.0474,75.2353,60.2076,52.4238,90.1410,11.0058,,0.4129,98,11
28,BO-EI,8272,10,15,2.0000,72.5892,75.8141,62.3222,53.8380,88.8016,9.6607,,0.2855,98,18
29,BO-EI,200,57,43,0.5000,3.6914,3.7600,0.0384,0.0178,88.0553,10.9505,,0.0712,98,10
30,BO-EI,5514,10,10,2.0000,72.6505,75.8808,62.3991,53.9060,89.1695,9.3813,,0.2715,98,18
1,Explore,8466,27,41,1.3953,72.3081,75.5143,62.1684,52.3208,89.4849,10.3152,,0.4078,98,13
2,Explore,4826,19,28,1.0006,71.5040,74.6714,60.8612,51.0708,89.1915,10.5464,,0.4589,98,12
3,Explore,1683,69,12,1.5830,73.0436,76.2803,62.8989,52.8676,90.9066,10.6545,,0.1559,98,16
4,Explore,9939,10,50,1.4262,71.1829,74.3491,59.2849,52.1420,89.5540,9.0648,,0.3636,98,12
5,Explore,6547,11,11,1.2872,73.8137,77.1009,63.0527,56.5073,90.2706,8.9663,,0.3427,98,16
6,Explore,4349,14,49,0.8492,72.2507,75.4514,59.8616,54.5491,88.5356,10.6222,,0.5079,98,11
7,Explore,1140,66,25,1.9748,72.4070,75.6209,63.3218,51.4392,90.2266,9.9619,,0.1911,98,17
8,Explore,5044,87,37,1.1757,71.1774,74.3304,58.2084,52.7287,88.6940,10.4899,,0.1376,98,10
9,Explore,338,95,33,1.0781,2.4094,2.4137,0.0000,0.0000,87.5121,11.5848,,0.0828,98,12
10,Explore,366,31,20,1.5249,71.8255,74.9946,60.7843,50.9732,89.6808,11.9547,,0.2062,98,14
11,Explore,10577,73,10,2.0000,75.8539,79.2225,67.2818,56.9530,92.5628,10.2493,,0.1745,98,21
12,Explore,1897,81,50,0.5000,70.5334,73.6660,53.7101,56.2867,87.7415,9.5013,,0.0796,98,7
13,Explore,9817,50,12,1.7477,74.5776,77.9010,66.4744,55.0872,91.7596,8.8251,,0.2048,98,19
14,Explore,5861,42,50,0.5232,69.4473,72.5338,54.5175,53.3110,86.0060,9.1269,,0.2249,98,7
15,Explore,1517,57,50,0.5850,70.6501,73.7916,55.7093,55.3818,86.9553,9.1105,,0.1392,98,8
16,Explore,10577,85,10,2.0000,75.9870,79.3605,67.2818,57.3168,92.5183,10.3713,,0.1517,98,22
17,Explore,7892,100,50,0.9315,70.7363,73.8683,56.5167,52.1380,89.9487,10.5831,,0.1001,98,9
18,Explore,10577,100,16,2.0000,73.5412,76.7908,64.0523,52.5212,91.3030,11.7259,,0.1446,98,18
19,Explore,200,100,45,2.0000,69.0056,72.0606,57.8624,47.4283,87.4350,10.3577,,0.0441,98,14
20,Explore,6263,100,10,2.0000,75.4720,78.8245,66.7436,56.4142,92.4179,10.0980,,0.1106,98,23
21,Explore,200,10,10,1.7293,73.6187,76.8832,61.8993,56.1519,90.0057,10.4773,,0.2118,98,17
22,Explore,5893,100,10,1.7165,75.3848,78.7305,65.7439,56.8725,92.3073,10.4140,,0.1083,98,21
23,Explore,200,100,39,2.0000,69.9350,73.0341,58.4775,49.1917,88.3274,10.1817,,0.0457,98,15
24,Explore,9940,100,50,1.6607,72.5215,75.7308,58.7082,55.4489,89.7664,11.0362,,0.1343,98,10
25,Explore,10577,36,10,1.2731,74.3255,77.6198,65.7439,53.7222,91.8492,10.7512,,0.2484,98,19
26,Explore,8767,100,10,1.8290,75.1736,78.5085,66.4744,55.8801,91.7190,10.5423,,0.1199,98,22
27,Explore,716,95,50,1.2205,70.5961,73.7243,57.5932,52.0566,87.9739,10.3018,,0.1239,98,11
28,Explore,10577,92,22,0.5000,72.0118,75.1940,56.7090,54.1454,91.9855,11.4646,,0.1756,98,10
29,Explore,10577,100,14,2.0000,74.8942,78.2155,65.9362,54.9563,92.5034,10.6297,,0.1382,98,20
30,Explore,10577,10,27,0.5000,71.2556,74.4226,57.5548,54.6314,88.1209,9.3514,,0.4520,98,9
