Cell_Type,MCS
CD4.Naive,0.947085201793722
CD14_mono,0.9982071713147409
B_naive,0.9828605914302957
MAIT,0.9240343347639485
NK_16hi,0.9737579617834395
CD16_mono,0.9973684210526315
DC3,0.9559139784946236
Platelets,0.9901234567901234
pDC,1.0
