call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
19,Exploit,9378,100,10,1.7011,61.0243,72.4516,50.4907,55.7926,88.2302,9.2195,,0.0627,97,10
20,Exploit,9378,100,50,2.0000,58.4994,69.3741,48.6242,50.4384,83.1167,10.9040,,0.0590,97,7
21,Exploit,9378,10,10,1.6492,60.1864,71.4155,51.2411,54.1443,83.5293,10.1626,,0.2078,97,9
22,Exploit,200,100,10,2.0000,56.6102,67.1729,47.8545,44.4028,85.3880,9.5372,,0.0255,97,9
23,Exploit,9308,95,10,1.8571,61.0356,72.4721,50.5869,57.5020,85.7204,9.0378,,0.0610,97,10
24,Exploit,1474,10,11,0.6528,60.1372,71.3266,50.1058,53.4651,85.2894,10.9450,,0.2731,97,8
25,Exploit,8951,100,10,1.8946,61.1021,72.5170,51.0679,57.5805,84.1608,9.9271,,0.0655,97,10
26,Exploit,1903,10,31,2.0000,57.8482,68.6129,50.1828,49.5764,78.6723,10.4943,,0.1476,97,9
27,Exploit,2950,59,10,1.1964,61.0445,72.4656,50.3945,57.5100,85.5720,9.4822,,0.1096,97,10
28,Exploit,6014,60,10,1.8028,60.8417,72.2346,50.6254,56.1517,86.3853,9.1966,,0.0852,97,10
29,Exploit,9378,46,10,0.9657,61.2048,72.6160,49.6055,57.7120,86.3301,10.5385,,0.1400,97,8
30,Exploit,6892,53,10,0.5000,59.3459,70.3964,47.3542,52.1672,87.9836,10.5846,,0.1809,97,8
1,BO-EI,7511,27,41,1.3953,59.7819,70.9309,49.5863,53.9005,84.2601,10.2138,,0.1524,97,7
2,BO-EI,4292,19,28,1.0006,58.5139,69.4380,49.6248,50.6182,82.6349,9.6986,,0.1806,97,8
3,BO-EI,1511,69,12,1.5830,61.1973,72.6155,51.2219,56.3799,85.7896,10.3215,,0.0779,97,9
4,BO-EI,8814,10,50,1.4262,59.0977,70.1071,50.4137,51.7765,82.0367,10.4071,,0.2274,97,8
5,BO-EI,5814,11,11,1.2872,60.4901,71.7804,51.5105,55.8969,82.2587,10.0939,,0.2297,97,9
6,BO-EI,3870,14,49,0.8492,57.5544,68.2356,47.9507,49.0479,80.6690,11.1878,,0.2193,97,6
7,BO-EI,1032,66,25,1.9748,59.8095,70.9355,50.1443,54.5173,81.7001,10.9492,,0.0652,97,8
8,BO-EI,4484,87,37,1.1757,58.6609,69.5113,47.6044,51.2795,82.7596,12.3420,,0.1105,97,6
9,BO-EI,322,95,33,1.0781,58.5301,69.3580,46.2767,48.8530,88.6246,12.2697,,0.0615,97,5
10,BO-EI,347,31,20,1.5249,58.7340,69.6597,49.0860,52.3577,80.8150,10.7561,,0.0948,97,8
11,BO-EI,3989,72,10,1.6349,60.8227,72.2199,50.8755,56.1287,86.1252,8.9911,,0.0861,97,10
12,BO-EI,8506,60,13,1.7486,61.9972,73.5843,50.9525,60.4591,85.2913,9.9458,,0.0931,97,10
13,BO-EI,9378,100,10,2.0000,60.7605,72.1194,50.7985,55.2616,86.4376,9.6713,,0.0592,97,10
14,BO-EI,9378,23,14,1.9216,60.2187,71.4641,50.9910,53.0325,86.1981,9.9011,,0.1620,97,12
15,BO-EI,9378,69,14,1.9178,60.9071,72.2926,50.2020,57.3259,85.1071,9.7160,,0.0824,97,9
16,BO-EI,9378,100,10,1.4934,60.7693,72.1267,49.5863,55.9334,87.4400,9.7551,,0.0645,97,10
17,BO-EI,7895,81,10,0.5000,59.1045,70.0193,47.3350,52.4499,83.3231,12.8917,,0.1175,97,7
18,BO-EI,200,62,10,0.5000,58.4114,69.2209,45.6610,49.4997,88.0446,12.1530,,0.0405,97,6
19,BO-EI,652,60,14,1.9048,59.3151,70.3670,50.6446,50.6181,84.8304,10.3920,,0.0527,97,9
20,BO-EI,8465,70,26,1.1039,59.1474,70.0856,47.1811,52.3533,84.4706,12.4994,,0.1161,97,6
21,BO-EI,9378,93,50,2.0000,57.6103,68.3388,48.4318,46.9310,84.9550,10.2458,,0.0699,97,8
22,BO-EI,9378,25,10,1.6123,60.5918,71.9235,51.0679,53.4639,88.0240,9.5330,,0.1863,97,11
23,BO-EI,8672,60,10,0.8009,59.8838,70.9870,47.8160,53.3958,86.7639,11.9103,,0.1119,97,7
24,BO-EI,9378,43,10,2.0000,61.1411,72.6035,51.3950,56.4822,86.6760,8.8950,,0.1084,97,11
25,BO-EI,9233,78,10,1.3968,62.5719,74.2928,51.1449,61.5378,87.4053,9.3536,,0.0796,97,10
26,BO-EI,9241,53,10,1.4334,61.8175,73.3817,51.0487,57.6424,88.5874,9.6396,,0.1009,97,11
27,BO-EI,9378,66,10,1.5102,62.4234,74.0969,51.3373,61.1697,86.1926,9.8392,,0.0865,97,10
28,BO-EI,9378,67,10,1.5177,62.2659,73.9304,51.0872,61.1630,86.3571,9.2850,,0.0876,97,10
29,BO-EI,9378,68,10,1.5132,62.2732,73.9376,50.7985,61.0334,87.0302,9.3229,,0.0864,97,10
30,BO-EI,9378,68,10,1.4628,62.4976,74.2039,51.1641,61.3780,87.1621,9.3622,,0.0877,97,10
1,Explore,7511,27,41,1.3953,59.7819,70.9309,49.5863,53.9005,84.2601,10.2138,,0.1524,97,7
2,Explore,4292,19,28,1.0006,58.5139,69.4380,49.6248,50.6182,82.6349,9.6986,,0.1806,97,8
3,Explore,1511,69,12,1.5830,61.1973,72.6155,51.2219,56.3799,85.7896,10.3215,,0.0779,97,9
4,Explore,8814,10,50,1.4262,59.0977,70.1071,50.4137,51.7765,82.0367,10.4071,,0.2274,97,8
5,Explore,5814,11,11,1.2872,60.4901,71.7804,51.5105,55.8969,82.2587,10.0939,,0.2297,97,9
6,Explore,3870,14,49,0.8492,57.5544,68.2356,47.9507,49.0479,80.6690,11.1878,,0.2193,97,6
7,Explore,1032,66,25,1.9748,59.8095,70.9355,50.1443,54.5173,81.7001,10.9492,,0.0652,97,8
8,Explore,4484,87,37,1.1757,58.6609,69.5113,47.6044,51.2795,82.7596,12.3420,,0.1105,97,6
9,Explore,322,95,33,1.0781,58.5301,69.3580,46.2767,48.8530,88.6246,12.2697,,0.0615,97,5
10,Explore,347,31,20,1.5249,58.7340,69.6597,49.0860,52.3577,80.8150,10.7561,,0.0948,97,8
11,Explore,8763,43,10,1.6617,61.5854,73.1303,50.9525,57.6545,88.1451,8.9790,,0.1175,97,11
12,Explore,9378,100,10,2.0000,60.7605,72.1194,50.7985,55.2616,86.4376,9.6713,,0.0592,97,10
13,Explore,4729,53,41,2.0000,59.2441,70.3101,50.5869,54.0127,79.9937,9.6749,,0.0865,97,8
14,Explore,8482,72,10,0.5000,59.0941,70.0170,46.8924,51.8833,85.2787,12.6318,,0.1239,97,6
15,Explore,200,100,10,1.5534,57.8829,68.6776,48.2394,47.2578,86.8172,9.8919,,0.0285,97,9
16,Explore,8538,41,29,1.9898,60.3274,71.6075,50.1828,55.8497,84.1977,9.5479,,0.1233,97,9
17,Explore,8977,44,20,0.6076,59.3695,70.3400,47.4505,52.3399,85.0078,12.7749,,0.1654,97,6
18,Explore,8863,10,10,1.9521,58.9927,69.9897,50.6446,51.2904,82.0655,10.2035,,0.2015,97,9
19,Explore,8714,47,35,1.8624,60.1956,71.4398,49.8942,55.5562,84.0547,9.8173,,0.1106,97,9
20,Explore,9012,38,18,1.5928,60.0325,71.2424,49.3362,54.7131,85.2665,9.8908,,0.1287,97,8
21,Explore,1908,69,10,1.3479,61.2559,72.7371,51.4912,57.1849,86.0154,8.9798,,0.0612,97,11
22,Explore,8343,44,10,1.6328,61.6672,73.2225,51.1641,59.0517,86.0124,9.1189,,0.1215,97,11
23,Explore,8879,46,10,1.9055,61.4551,72.9730,51.4335,57.5793,86.6196,9.0268,,0.1036,97,11
24,Explore,7368,43,10,1.9232,60.9018,72.3382,51.5297,55.8448,86.6477,8.3697,,0.1058,97,13
25,Explore,9378,59,10,1.6509,61.7772,73.3415,51.1641,59.2969,85.9234,9.4362,,0.0855,97,10
26,Explore,9378,51,10,1.6175,62.4297,74.1116,51.2603,61.3718,86.2849,9.6541,,0.1035,97,10
27,Explore,9378,53,10,1.4059,62.0123,73.6112,50.6446,60.9778,85.4286,9.7141,,0.1048,97,10
28,Explore,2099,56,10,1.5000,60.7384,72.0903,50.9717,55.8889,84.9675,9.7421,,0.0976,97,11
29,Explore,9378,79,10,2.0000,62.5787,74.2931,51.4528,61.6058,86.5930,9.5573,,0.0608,97,10
30,Explore,9378,78,10,1.7503,61.8466,73.4230,50.8178,58.8414,87.5420,9.4722,,0.0750,97,10
