call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
1,Exploit,7511,27,41,1.3953,59.7819,70.9309,49.5863,53.9005,84.2601,10.2138,,0.1524,97,7
2,Exploit,4292,19,28,1.0006,58.5139,69.4380,49.6248,50.6182,82.6349,9.6986,,0.1806,97,8
3,Exploit,1511,69,12,1.5830,61.1973,72.6155,51.2219,56.3799,85.7896,10.3215,,0.0779,97,9
4,Exploit,8814,10,50,1.4262,59.0977,70.1071,50.4137,51.7765,82.0367,10.4071,,0.2274,97,8
5,Exploit,5814,11,11,1.2872,60.4901,71.7804,51.5105,55.8969,82.2587,10.0939,,0.2297,97,9
6,Exploit,3870,14,49,0.8492,57.5544,68.2356,47.9507,49.0479,80.6690,11.1878,,0.2193,97,6
7,Exploit,1032,66,25,1.9748,59.8095,70.9355,50.1443,54.5173,81.7001,10.9492,,0.0652,97,8
8,Exploit,4484,87,37,1.1757,58.6609,69.5113,47.6044,51.2795,82.7596,12.3420,,0.1105,97,6
9,Exploit,322,95,33,1.0781,58.5301,69.3580,46.2767,48.8530,88.6246,12.2697,,0.0615,97,5
10,Exploit,347,31,20,1.5249,58.7340,69.6597,49.0860,52.3577,80.8150,10.7561,,0.0948,97,8
11,Exploit,1567,71,12,1.5873,60.0931,71.2955,50.7023,52.0490,86.9844,10.3861,,0.0810,97,9
12,Exploit,9378,100,10,1.9000,61.7196,73.2688,50.9525,58.7540,86.6227,9.5402,,0.0499,97,10
13,Exploit,9378,100,10,2.0000,60.7605,72.1194,50.7985,55.2616,86.4376,9.6713,,0.0592,97,10
14,Exploit,9378,10,10,2.0000,60.1488,71.3867,51.3758,53.7875,84.1279,9.7450,,0.1954,97,10
15,Exploit,9378,100,10,1.4507,61.4818,72.9775,49.7980,58.7675,86.9814,9.7355,,0.0640,97,9
16,Exploit,9378,100,10,1.3713,60.4119,71.6996,49.8557,54.9382,86.3887,9.7737,,0.0681,97,10
17,Exploit,9378,100,10,0.5000,58.7551,69.6346,47.0464,52.1120,83.2941,12.0563,,0.1033,97,7
18,Exploit,9378,100,10,1.7065,61.4746,72.9883,50.8178,57.7963,87.2108,9.2348,,0.0613,97,10
