call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
6,Explore,3630,14,49,0.8492,73.6283,77.7058,69.8779,56.6591,83.0553,9.8996,,0.2906,82,7
7,Explore,977,66,25,1.9748,74.3769,78.5008,72.1167,57.4459,83.0532,9.5618,,0.0594,82,9
8,Explore,4204,87,37,1.1757,72.8082,76.8376,68.5210,55.7352,82.1119,10.0254,,0.0789,82,7
9,Explore,314,95,33,1.0781,72.9988,77.0156,64.2809,61.0645,78.8954,12.0846,,0.0162,82,5
10,Explore,337,31,20,1.5249,73.4201,77.4878,69.7761,59.9606,77.8454,9.7174,,0.0809,82,9
11,Explore,8779,15,12,1.2976,76.7259,80.9873,73.9824,64.0398,82.7985,9.2323,,0.2518,82,11
12,Explore,8779,25,23,1.2234,77.1333,81.4102,73.5753,64.3933,84.0109,9.9073,,0.1725,82,9
13,Explore,8779,44,10,2.0000,77.8077,82.1316,75.1018,66.3362,83.4628,9.1503,,0.1145,82,13
14,Explore,8779,59,10,0.5000,74.3867,78.5047,70.9294,56.3852,85.5335,10.1368,,0.1214,82,8
15,Explore,8779,22,23,2.0000,77.0039,81.2808,74.0502,63.0634,85.2312,9.2618,,0.1878,82,10
16,Explore,8779,69,10,2.0000,76.2260,80.4616,72.4898,60.9141,86.7066,9.0004,,0.0585,82,12
17,Explore,8779,36,10,2.0000,78.4695,82.8304,75.3392,67.2257,84.9526,9.2000,,0.1380,82,13
18,Explore,8779,32,10,2.0000,78.3289,82.6843,75.7802,67.3065,83.9283,8.9847,,0.1551,82,14
19,Explore,7338,36,10,2.0000,78.5585,82.9251,76.0176,67.7688,83.9523,9.1501,,0.1175,82,14
20,Explore,7759,35,10,1.5913,78.1099,82.4510,75.9837,65.7943,84.5048,9.1501,,0.1227,82,14
21,Explore,8779,100,10,2.0000,75.7644,79.9716,72.6594,59.6919,85.9367,9.1817,,0.0387,82,14
22,Explore,7135,32,10,2.0000,77.6024,81.9159,75.2035,65.8334,83.1863,9.0315,,0.1434,82,13
23,Explore,8779,47,50,2.0000,75.4132,79.5906,70.7259,61.1813,83.7136,10.0537,,0.1276,82,7
24,Explore,8779,35,10,2.0000,78.1250,82.4664,75.2374,66.3029,84.7110,9.2000,,0.1415,82,13
25,Explore,6446,45,10,2.0000,77.3582,81.6606,74.8643,64.9959,83.7682,8.7905,,0.1042,82,14
26,Explore,8779,23,10,0.5000,75.1179,79.2731,71.5739,57.6423,85.9522,10.5241,,0.2612,82,8
27,Explore,8779,10,10,2.0000,76.5528,80.8003,72.9308,66.2986,80.0848,9.5791,,0.2494,82,9
28,Explore,8779,36,10,1.6770,78.3569,82.7124,75.3053,66.9283,84.9345,9.1254,,0.1385,82,13
29,Explore,8779,37,10,1.6840,77.9786,82.3104,74.9661,66.2157,84.3881,9.3010,,0.1327,82,12
30,Explore,200,100,10,2.0000,73.2464,77.2992,63.7381,64.8025,77.7025,10.1589,,-0.0160,82,9
