Cell_Type,MCS
Endo CLDN5 SLC7A5,0.7542428035043806
Oligo MOG OPALIN,0.7116037735849057
Astro AQP4 SLC1A2,0.9592452830188679
L6 OPRK1 THEMIS RGS6,0.9290196078431373
PC P2RY14 GRM8,0.8703571428571428
Micro P2RY12 APBB1IP,0.9764705882352941
InN SST STK32A,0.932
OPC PDGFRA PCDH15,0.9808
T SKAP1 CD247,0.8999999999999999
