call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
1,Exploit,7151,27,41,1.3953,58.8204,69.2089,47.0891,51.1636,86.0049,8.7012,,0.1663,95,9
2,Exploit,4090,19,28,1.0006,59.6008,70.1540,50.4356,53.8728,81.2143,8.0768,,0.2113,95,12
3,Exploit,1447,69,12,1.5830,61.5352,72.4444,51.1287,57.0660,86.3621,7.9702,,0.1017,95,15
4,Exploit,8390,10,50,1.4262,59.2117,69.6511,48.6733,51.4983,84.2989,9.2577,,0.2263,95,10
5,Exploit,5537,11,11,1.2872,60.7821,71.5268,50.1386,55.8440,84.6895,8.7226,,0.2465,95,10
6,Exploit,3689,14,49,0.8492,60.9130,71.6666,48.2772,55.6075,88.6225,9.1321,,0.2025,95,9
7,Exploit,991,66,25,1.9748,58.8492,69.2595,49.7426,51.8292,81.0498,8.2448,,0.0893,95,12
8,Exploit,4273,87,37,1.1757,59.2569,69.7141,47.2673,53.9558,83.4169,8.9969,,0.1406,95,10
9,Exploit,316,95,33,1.0781,58.2931,68.5394,45.9406,48.1132,88.7190,9.9685,,0.0641,95,9
10,Exploit,339,31,20,1.5249,58.3113,68.6188,47.9802,50.3574,83.1183,8.3784,,0.0927,95,12
11,Exploit,1352,61,12,1.5935,61.7303,72.6675,50.9901,57.8057,86.3698,8.1764,,0.1006,95,15
12,Exploit,803,40,12,1.6798,60.3594,71.0366,51.4653,54.3371,82.6849,8.4623,,0.0987,95,16
13,Exploit,1305,60,11,1.8262,61.3629,72.2401,51.9208,56.8341,84.3966,7.9853,,0.1044,95,14
14,Exploit,1653,18,11,0.6530,60.4658,71.1333,48.6931,56.2244,84.1490,9.2640,,0.2026,95,11
15,Exploit,1342,50,10,1.4500,61.8489,72.8074,51.2475,57.6331,86.8670,8.1841,,0.1123,95,16
16,Exploit,1292,47,10,1.4289,61.9601,72.9371,51.5842,58.4438,85.6822,8.2289,,0.1240,95,15
17,Exploit,1265,41,10,1.4152,62.6251,73.7272,52.2772,59.8136,86.4390,8.1191,,0.1259,95,15
18,Exploit,1151,17,10,1.0733,60.7945,71.5756,51.2475,56.5567,82.9258,7.7858,,0.1780,95,13
