Cluster_ID,Assigned_Cell_Type,Precision (%),Recall (%),F1_Score (%),Jaccard (%),True_Positive_Count,Predicted_Marker_Count,Reference_Marker_Count,Assigned_Cell_Type_2,Precision_2 (%),Recall_2 (%),F1_Score_2 (%),Jaccard_2 (%),True_Positive_Count_2,Predicted_Marker_Count_2,Reference_Marker_Count_2,Assigned_Cell_Type_3,Precision_3 (%),Recall_3 (%),F1_Score_3 (%),Jaccard_3 (%),True_Positive_Count_3,Predicted_Marker_Count_3,Reference_Marker_Count_3
OPC PDGFRA PCDH15,Oligodendrocyte precursor cell,14.000000000000002,53.84615384615385,22.22222222222222,12.5,7,50,13,Oligodendrocyte progenitor cells,12.0,21.428571428571427,15.384615384615383,8.333333333333332,6,50,28,Oligodendrocyte progenitor cell,8.0,36.36363636363637,13.114754098360654,7.017543859649122,4,50,11
Endo CLDN5 SLC7A5,Excitatory neuron,8.0,22.22222222222222,11.76470588235294,6.25,4,50,18,Neuron,22.0,6.358381502890173,9.865470852017937,5.188679245283019,11,50,173,Pyramidal cells,8.0,11.428571428571429,9.411764705882355,4.938271604938271,4,50,35
Oligo MOG OPALIN,Oligodendrocytes,16.0,9.090909090909092,11.594202898550725,6.153846153846154,8,50,88,Oligodendrocyte,24.0,6.557377049180328,10.300429184549357,5.429864253393665,12,50,183,Mature oligodendrocyte,4.0,40.0,7.2727272727272725,3.7735849056603774,2,50,5
InN LAMP5 BMP7,Gabaergic neurons,6.0,20.0,9.230769230769232,4.838709677419355,3,50,15,Purkinje neurons,10.0,8.47457627118644,9.174311926605505,4.807692307692308,5,50,59,Inhibitory neuron,4.0,33.33333333333333,7.142857142857142,3.7037037037037033,2,50,6
Micro P2RY12 CCL3,Lake et al.science.ex8,10.0,8.47457627118644,9.174311926605505,4.807692307692308,5,50,59,Mesenchymal cell,4.0,18.181818181818183,6.557377049180327,3.389830508474576,2,50,11,Glial cell,2.0,16.666666666666664,3.571428571428571,1.8181818181818181,1,50,6
Astro AQP4 SLC1A2,Astrocyte,20.0,4.784688995215311,7.7220077220077235,4.016064257028113,10,50,209,Bergmann glia,6.0,7.317073170731707,6.593406593406592,3.4090909090909087,3,50,41,Astrocytes,6.0,4.761904761904762,5.309734513274336,2.727272727272727,3,50,63
SMC ACTA2 CNN1,Smooth muscle cell,4.0,66.66666666666666,7.547169811320755,3.9215686274509802,2,50,3,Neural stem cell,4.0,8.0,5.333333333333334,2.73972602739726,2,50,25,Spinal-progenitor-like cell,2.0,100.0,3.9215686274509802,2.0,1,50,1
Astro GFAP FABP7,Mature astrocyte,4.0,50.0,7.4074074074074066,3.8461538461538463,2,50,4,Astrocyte,16.0,3.827751196172249,6.177606177606178,3.187250996015936,8,50,209,Satellite glial cells,4.0,8.333333333333332,5.405405405405405,2.7777777777777777,2,50,24
InN SST STK32A,Purkinje neurons,8.0,6.779661016949152,7.339449541284404,3.8095238095238098,4,50,59,Lake et al.science.ex6,6.0,8.823529411764707,7.1428571428571415,3.7037037037037033,3,50,34,Oligodendrocyte precursor cell,4.0,15.384615384615385,6.349206349206351,3.278688524590164,2,50,13
L3-5 RORB MKX GRIN3A,Somatostatin interneuron,4.0,40.0,7.2727272727272725,3.7735849056603774,2,50,5,Cajal-retzius cells,8.0,5.128205128205128,6.25,3.225806451612903,4,50,78,Excitatory neuron,2.0,5.555555555555555,2.941176470588235,1.4925373134328357,1,50,18
L3-5 RORB MKX DCC,Somatostatin interneuron,4.0,40.0,7.2727272727272725,3.7735849056603774,2,50,5,Lake et al.science.ex5,2.0,11.11111111111111,3.389830508474577,1.7241379310344827,1,50,9,Oligodendrocyte precursor cell,2.0,7.6923076923076925,3.1746031746031753,1.6129032258064515,1,50,13
PC P2RY14 GRM8,Mural cell,4.0,28.57142857142857,7.017543859649124,3.6363636363636362,2,50,7,Pericyte,4.0,10.526315789473683,5.797101449275362,2.9850746268656714,2,50,19,Endothelial cell,4.0,7.142857142857142,5.128205128205128,2.631578947368421,2,50,28
T SKAP1 CD247,Macrophage,6.0,3.1578947368421053,4.137931034482759,2.112676056338028,3,50,95,Activated cd8+ t cell,2.0,100.0,3.9215686274509802,2.0,1,50,1,Immune cell,2.0,100.0,3.9215686274509802,2.0,1,50,1
VLMC COL1A2 VLMCA8,Lake et al.science.ex2,2.0,10.0,3.3333333333333335,1.694915254237288,1,50,10,Immature neurons,2.0,2.631578947368421,2.2727272727272725,1.1494252873563218,1,50,38,Interneurons,4.0,0.9216589861751152,1.49812734082397,0.7547169811320755,2,50,217
L2-3 CUX2 NTNG1 PALMD,Excitatory neuron,2.0,5.555555555555555,2.941176470588235,1.4925373134328357,1,50,18,Neurons,6.0,1.477832512315271,2.3715415019762847,1.2,3,50,203,Immature neurons,2.0,2.631578947368421,2.2727272727272725,1.1494252873563218,1,50,38
