Cell_Type,MCS,Top_50_Markers
Endo CLDN5 SLC7A5,0.7442769665567593,"NRGN, CALM1, MAP1B, SNAP25, SYT1, PEBP1, TUBA1B, GAPDH, CHN1, CALM2, UCHL1, VSNL1, CALM3, STMN2, STMN1, HSP90AB1, CKB, NEFL, RTN3, SPARCL1, YWHAH, VAMP2, THY1, OLFM1, YWHAB, FTH1, YWHAG, CCK, RTN1, TMSB10, BASP1, GNAS, ATP6V0C, RTN4, IDS, ATP1B1, ENC1, ACTB, CAMK2N1, NDUFA4, CAMK2A, BEX1, TUBB2A, NEFM, LMO4, CLU, DNM1, SNHG14, ARPP19, CREG2"
Oligo MOG OPALIN,0.9155238095238096,"CTNNA3, PIP4K2A, RNF220, QKI, ST18, IL1RAPL1, SLC44A1, PDE4B, PCDH9, MBP, DOCK10, ENPP2, PLP1, MAP7, KCNH8, PLEKHH1, PHLPP1, EDIL3, TMEM144, NCKAP5, FRMD5, PXK, TMEM165, PDE8A, ELMO1, SLC24A2, SPOCK3, C10orf90, SIK3, DIP2B, ZNF536, CREB5, LINC01608, ERBIN, DOCK5, TF, FRMD4B, CNDP1, GAB1, DLG1, SLAIN1, ZEB2, MAGI2, UNC5C, PPP2R2B, TMTC2, CERCAM, TCF12, DNM3, UGT8"
Astro AQP4 SLC1A2,0.9184516129032257,"SLC1A2, GPC5, PITPNC1, SLC1A3, MACF1, NTM, ADGRV1, MSI2, NPAS3, HPSE2, LSAMP, CTNNA2, RYR3, GPM6A, LINC00299, NKAIN3, TFRC, CABLES1, COL5A3, RORA, DTNA, OBI1-AS1, ENSG00000286757, RFX4, ELOVL5, AMZ2, PRDM16, ZNRF3, NEAT1, SLC4A4, CTNND2, SASH1, MMD2, NHSL1, SLC25A18, TNIK, ZSWIM6, SFXN5, ATP13A4, CADM1, NRXN1, SOX5, ABLIM1, ENSG00000271860, ZNF98, ZBTB20, FBXL7, AHCYL2, SORBS1, ANKDD1A"
L3-5 RORB MKX GRIN3A,0.972258064516129,"NKAIN2, RALYL, FRMPD4, NRG3, NRG1, PTPRD, KCNIP4, DPP10, AGBL4, RBFOX1, PHACTR1, NALF1, OPCML, RYR2, ADGRB3, CSMD1, MACROD2, DLGAP2, MDGA2, ROBO2, LINC03000, PDE1A, STXBP5L, NAV3, PDE4D, KCNH7, CCSER1, LRRTM4, FGF14, ENSG00000287172, FRMD4A, DMD, ENSG00000253693, ERC2, KHDRBS2, KCNQ5, ST6GALNAC5, FSTL5, LINGO2, CNTN3, PTPRR, TENM2, KALRN, ANKS1B, LARGE1, KCNB2, CHSY3, KHDRBS3, ENSG00000254394, CELF2"
PC P2RY14 GRM8,0.9484782608695653,"DLC1, PDGFRB, EPS8, ATP1A2, ITIH5, SLC6A1, PTEN, LAMA2, EBF1, ARHGAP29, PDE8B, PDE7B, TACC1, MYO1B, UTRN, RBMS3, LHFPL6, RGS5, TNS1, TRPC3, GJC1, COBLL1, COLEC12, ENSG00000275443, PARD3, PRKG1, EPAS1, SLC6A13, SLC19A1, SLC38A11, PLCB4, CALD1, PDE7B-AS1, CARMN, SLC30A10, SLC12A7, ENSG00000287134, PTH1R, IGFBP7, GRK5, ECE1, LEF1, ENSG00000243620, PALD1, GRM8, RORA, SLC6A12, APOLD1, RNF152, TJP1"
Micro P2RY12 CCL3,0.9145454545454546,"ST6GAL1, PLXDC2, DOCK4, SRGAP2, CSF2RA, DOCK8, IPCEF1, FRMD4A, ADAM28, LRMDA, CTSB, IRAK2, RUNX1, ITPR2, MEF2A, DLEU1, TNFRSF1B, SRGN, FOXN3, ABCC4, KCNQ3, MEF2C, FGD4, SFMBT2, B3GNT5, ANKRD44, SAT1, SRGAP2B, RASGEF1C, GNA13, ATP8B4, ST6GALNAC3, SLC1A3, LDLRAD4, MB21D2, SRGAP2C, TBC1D22A, OLR1, EPB41L2, LIMS1, AKAP13, UBAC2, CREM, NEAT1, ENSG00000249738, HIF1A, SYNDIG1, SDK1, RIN2, INPP5D"
OPC PDGFRA PCDH15,0.9764516129032258,"LHFPL3, PTPRZ1, PCDH15, DSCAM, TNR, XYLT1, CHST11, MYT1, MEGF11, SOX6, VCAN, EPN2, LRRC4C, AGAP1, LINC00511, DPP6, CA10, SMOC1, NLGN1, NXPH1, SEMA5A, KCNMB2, KIF26B, TMEM132C, LUZP2, GRID2, ENSG00000278254, KIF13A, KAT2B, ENSG00000231424, ADARB2, CACNG4, MMP16, OPCML, SLC35F1, OPHN1, REV3L, ASTN2, LRP1B, DISC1, GALNT13, SULF2, PDGFRA, SPATA6, CSMD2, CSMD1, DCC, ZCCHC24, KCNMB2-AS1, STK32A"
InN SST STK32A,0.9374074074074074,"GRIP1, GRIK1, NXPH1, DLGAP1, XKR4, CNTNAP2, KIAA1217, RBFOX1, KIF26B, TENM1, ZNF385D, TIAM1, SPOCK3, ANK1, SOX6, GRIK2, GAD1, KCNMB2, PTPRM, RBMS3, NRXN3, TENM3, CADPS, ROBO1, GRIK3, RPS6KA2, CRACD, AUTS2, KAZN, PAM, CACNA1D, ASTN2, CDH9, CACNA1A, PTPRN2, LHFPL3, PACRG, RASGRF2, SYNPR, GRIA1, TMEM178B, SRRM3, SETBP1, AHI1, DAB1, ERC1, ANO4, SHISA6, TENM2, RIMS2"
Astro GFAP FABP7,0.9773584905660377,"ADGRV1, DPP10, AMZ2, MSI2, FOXO1, MALAT1, RFX4, ARHGEF4, PITPNC1, NPAS3, AQP4, DTNA, NTRK2, MMD2, LRIG1, ZNRF3, OBI1-AS1, MIR99AHG, ELOVL5, KANK1, FAT1, SORBS1, AHCYL2, PRKCA, DCLK2, GLIS3, TNIK, DAAM2, ABLIM1, NEAT1, BMP2K, SLC16A9, CDH20, NTM, CTNNA2, NKAIN3, ITPR2, SPAG9, CACHD1, ZHX2, HMGCS1, SLC7A11, PFKFB2, ARHGEF10, NR4A1, LDLR, PPP2R2B, PTPRZ1, TRPS1, GFAP"
VLMC COL1A2 VLMCA8,0.5778723404255319,"SORBS1, BICC1, SAMD4A, PCCA, RORA, CEMIP, UACA, NEAT1, BNC2, SVIL, MALAT1, PHLDB2, LAMA2, TPM4, ENSG00000243620, ESYT2, PARD3, STK24, FTX, PPFIBP1, MYOF, THSD4, BMP6, ARHGAP29, CHD2, ADAMTS9-AS2, CPED1, RBMS3, TACC1, UTRN, ARHGAP10, VCL, FBXL7, MIR99AHG, TGFBR3, NTRK3, PIAS1, LINC01088, AFDN, PPP1CB, TPM1, LAMA4, BACH2, PARD3B, NR2F1-AS1, CPQ, ATP1B3, PLCB4, ENSG00000286757, SLC22A23"
InN LAMP5 BMP7,0.9480952380952381,"DLX6-AS1, ADARB2, ERBB4, GRIP1, ZNF536, KAZN, DAB1, FGF14, GAD1, CRACD, VWC2, ZNF385D, RGS12, C8orf34, MTUS2, UBASH3B, EGFR, PIP5K1B, SNHG14, ECE2, DLGAP1, DOCK10, DNER, GAD2, CNTNAP2, NHS, PDE10A, GRIK2, KCNIP1, GNAL, ENSG00000231606, SLC24A3, CACNA1B, GABRG3, CACNA1D, PWRN1, LINGO2, NYAP2, CNTNAP4, ATP8A2, ENSG00000242593, SRRM4, GALNT17, RANBP17, TRMT9B, IGF1, ABTB3, RGS7, SLC6A1, SGCZ"
L2-3 CUX2 NTNG1 PALMD,0.9351515151515152,"LRRTM4, KCNIP4, HS6ST3, LINC01378, DIRC3-AS1, CUX2, LINGO2, CA10, MEG3, RGS7, RGS6, EPIC1, PLEKHA5, RBFOX1, SYN3, KHDRBS2, TANC2, NDST3, ATRNL1, CNTNAP5, DGKB, KALRN, GRIA4, ENSG00000251600, STXBP5L, KCTD16, ENSG00000250243, MED12L, LINC01250, CHRM3, COL26A1, DLGAP2, ASIC2, R3HDM1, ENSG00000229618, CACNA1A, TAFA1, GRM7, PDZD2, CSMD1, TMEM132D, GRM5P1, DGKI, SORBS2, MLIP, HECW2, CACNA2D3, ENSG00000228566, FLRT2, LINC02822"
SMC ACTA2 CNN1,0.71875,"PRKG1, TPM2, TAGLN, ACTA2, CACNA1C, FLNA, MYH11, MYL9, CALD1, LPP, CRISPLD2, C11orf96, SLIT3, ECE1, ZFHX3, NXN, ADAMTS1, RBPMS, SORBS2, SOX5, NEAT1, NR4A1, ATP1B3, TBC1D1, UTRN, COL4A2, EBF1, MALAT1, CRIP1, TBX18, PDLIM5, MCAM, COL4A1, IGFBP7, MYL6, CDC14B, AXL, RPL13, VIM, JUNB, ZNF331, DSTN, PDE3A, ESYT2, RBMS3, DMD, TPM1, ADAMTS9, TPM4, ACTB"
L3-5 RORB MKX DCC,0.9491666666666667,"KCNQ5, PCDH7, LRP1B, CNTN5, KCNIP4, IL1RAPL2, MDGA2, PHACTR1, FRMPD4, SORCS1, STXBP5-AS1, CCSER1, OPCML, CLSTN2, SORCS3, NRXN3, RBFOX1, PDE1A, CPNE4, DCC, ENSG00000254394, FSTL4, CCDC85A, FOXP2, FGF14, AGBL4, RALYL, PTPRT, CSMD1, CDH10, NRG3, HS3ST4, NAV3, CTNNA2, TENM4, THRB, CHSY3, RYR2, NKAIN2, PDE4D, NRG1, CASC15, GABRG3, DSCAM, LINC03000, PDE1C, CADPS2, SGCZ, MMP16, CHRM3"
T SKAP1 CD247,0.6736842105263159,"MALAT1, CYTH1, RUNX1, ARHGAP15, INPP5D, RAB8B, PPP2R5C, UTRN, PTPRC, FOXN3, CEMIP2, STK10, FNBP1, TBC1D22A, IQGAP2, NEAT1, TNFRSF1B, CBLB, USP36, MBNL1, SRGN, IKZF1, PIP4K2A, SIK3, ST3GAL1, FLI1, CMIP, DOCK2, KMT2E, SMCHD1, P2RY8, ELMO1, AKAP13, KLF12, LINC-PINT, SAMSN1, EHMT1, KAT6A, MSR1, CPQ, CDKAL1, ZHX2, SLC4A7, VTI1A, FYN, DDX5, HNRNPC, B4GALT1, ATXN1, STAG1"
