Cluster_ID (Leiden),Consensus_Cell_Type,Total_Cells_in_Group,Matching_Individual_Predictions,Cluster_Annotation_Score_CAS (%)
7,OPC PDGFRA PCDH15,38,37,97.36842105263158
1,Endo CLDN5 SLC7A5,376,345,91.75531914893617
2,Oligo MOG OPALIN,154,139,90.25974025974025
4,Endo CLDN5 SLC7A5,59,42,71.1864406779661
6,Micro P2RY12 APBB1IP,43,28,65.11627906976744
0,Endo CLDN5 SLC7A5,2282,1400,61.34969325153374
5,Astro AQP4 SLC1A2,48,17,35.416666666666664
3,L2-3 CUX2 ACVR1C THSD7A,75,24,32.0
8,InN VIP HS3ST3B1,27,3,11.11111111111111
