Cell_Type,MCS
Endo CLDN5 SLC7A5,0.6654030180345969
Oligo MOG OPALIN,0.8274025974025975
L2-3 CUX2 ACVR1C THSD7A,0.8250666666666666
Astro AQP4 SLC1A2,0.7870833333333335
Micro P2RY12 APBB1IP,0.6837209302325582
OPC PDGFRA PCDH15,0.8926315789473683
InN VIP HS3ST3B1,0.8866666666666667
