Cell_Type,MCS,Top_50_Markers
Endo CLDN5 SLC7A5,0.7602889927751805,"CALM1, MAP1B, SNAP25, NRGN, FTH1, CHN1, CALM2, SYT1, CALM3, HSP90AB1, TUBA1B, NEFL, IDS, VSNL1, STMN2, OLFM1, YWHAG, HSP90AA1, TMSB10, GAPDH, YWHAH, CAMK2A, PEBP1, SPARCL1, LMO4, GNAS, CAMK2N1, ENC1, VAMP2, ATP1B1, CCK, NORAD, YWHAB, CLU, MAP1A, STMN1, RTN4, BASP1, RTN3, STXBP1, THY1, ACTB, ARPP19, ENSG00000289901, BEX1, MAP2, RPL41, RTN1, SELENOW, CREG2"
Oligo MOG OPALIN,0.8557766990291262,"CTNNA3, ST18, RNF220, QKI, IL1RAPL1, FRMD4B, PLEKHH1, SIK3, PCDH9, PDE4B, MBP, SLC44A1, FRMD5, NCKAP5, PLP1, DOCK10, TMTC2, ELMO1, PPP2R2B, UNC5C, C10orf90, EDIL3, ZNF536, SLC24A2, CREB5, PIP4K2A, KCNH8, ENPP2, PHLPP1, DOCK5, CERCAM, PDE8A, TRIM2, MAP7, TF, PXK, AGAP1, ZBTB20, SHTN1, DLG2, SLCO3A1, CLMN, FMNL2, CNDP1, CDK18, MAGI2, DAAM2, TTLL7, TMEM165, ANO4"
Astro AQP4 SLC1A2,0.7008695652173913,"SLC1A2, NTM, MACF1, GPC5, ADGRV1, PITPNC1, MSI2, SLC1A3, CTNNA2, SYNE1, DST, RORA, LSAMP, RYR3, NPAS3, OBI1-AS1, DTNA, CTNND2, MMD2, NKAIN3, CDH20, SORBS1, LINC00299, ATP1A2, CLU, TNIK, GPM6A, PTGDS, MIR9-1HG, WWOX, PREX2, SFXN5, COL5A3, FBXL7, NRG3, PAMR1, NRXN1, ENSG00000271860, TRPM3, NEAT1, ABLIM1, PRDM16, ENSG00000286757, ZBTB20, NEBL, ZNF98, LINC03051, PSD2, CAMK2G, HPSE2"
Micro P2RY12 APBB1IP,0.8161904761904764,"SFMBT2, LRMDA, DOCK4, PLXDC2, APBB1IP, SYNDIG1, FOXN3, MEF2A, ST6GAL1, ITPR2, FRMD4A, SRGAP2, DLEU1, DOCK8, CYFIP1, INPP5D, ADAM28, KCNQ3, LDLRAD4, CHST11, ARHGAP24, LPAR6, C3, ST6GALNAC3, PALD1, ENSG00000249738, SORL1, TBC1D22A, ABCC4, CX3CR1, MAML3, P2RY12, LRRK1, ANKRD44, ATP8B4, MAF, ABR, EPB41L2, DISC1, AKAP13, TBXAS1, FYB1, IPCEF1, LINC01374, ZFHX3, SLC4A7, SOCS6, SLCO2B1, MAP4K4, ZFP36L1"
L2-3 CUX2 ACVR1C THSD7A,0.9364625850340136,"HS6ST3, KCNIP4, CUX2, CSMD1, MEG3, CDH18, LRRTM4, RGS6, LINGO2, CNTNAP5, ENSG00000229618, TAFA1, MALAT1, LINC01250, STXBP5L, RGS7, LRFN5, KCNH1, GALNTL6, ENSG00000228566, DGKB, R3HDM1, ENSG00000250243, CACNA2D3, GRIA4, TENM2, GRM7, DLGAP2, ADGRB3, KALRN, NRG3, ENSG00000285939, RBFOX1, CEROX1, MIAT, ENSG00000251600, FAT3, KHDRBS2, KCNQ5, AGBL4, CELF2, SHISA9, RALYL, TALAM1, EPHA6, ENSG00000233928, MLIP, CHRM3, MPP7, KCTD16"
L3-5 RORB MKX GRIN3A,0.8695890410958904,"ENSG00000254394, ENSG00000287172, IL1RAPL2, KCNIP4, RALYL, NRG1, CASC15, PHACTR1, CCSER1, AGBL4, PDE4D, CPNE4, FRMPD4, KCNQ5, KCNH7, TAFA1, CLSTN2, CCDC85A, RXFP1, DPP10, CADPS2, NKAIN2, CNTN5, EPHA3, TRMT9B, FSTL4, CNTN3, OPCML, ARPP21, ENSG00000253693, PDE1A, LINC03000, CDH10, ERC2, TAFA2, KCNT2, EML6, BRINP3, RYR2, TOX, PTPRT, FAT3, NAV3, ENSG00000285940, KCNB2, SNTG1, GALNT17, MDGA2, GRM7, LINC02263"
InN SST FREM1,0.9,"GRIK1, NXPH1, KIAA1217, RBFOX1, XKR4, GRIP1, ROBO2, GRIK3, CDH9, GRIK2, KIF26B, NRXN3, SOX6, DLGAP1, ROBO1, SYNPR, CNTNAP2, KAZN, DAB1, KCNIP1, RBMS3, SPOCK3, AUTS2, WLS, TENM3, GRIA1, TIAM1, RPS6KA2, GRID2, DAPK1, AHI1, PTPRM, CACNA1A, PTPRN2, ASTN2, SLC24A3, MALAT1, RUNX1T1, FRMD4A, TENM1, GPC6, LHFPL3, MTUS2, RASGRF2, LINC00342, PACRG, ANK1, SST, SNHG14, ANKRD36C"
OPC PDGFRA PCDH15,0.7184615384615384,"LHFPL3, PTPRZ1, TNR, VCAN, PCDH15, DSCAM, EPN2, SEZ6L, AGAP1, XYLT1, LRRC4C, MEGF11, SEMA5A, CHST11, DPP6, NAV1, PDZD2, SULF2, NTM, CA10, HIP1R, KCNMB2, ADAMTS17, ADARB2, TAOK3, PDGFRA, LINC00511, OPCML, ABHD2, PLEKHH2, SOX6, KIF13A, DISC1, OPHN1, ZNF462, COL9A1, HIP1, DGKG, KIF26B, ENSG00000278254, ADGRL3, MYT1, MMP16, LRRTM4, ASTN2, LUZP2, NLGN1, GRID2, MIR9-1HG, CSMD1"
PC P2RY14 GRM8,0.713258426966292,"DLC1, ATP1A2, COLEC12, SLC19A1, LAMA2, EBF1, ARHGAP29, ITIH5, PARD3, COBLL1, EPS8, UTRN, PDGFRB, ZEB1, PTN, IGFBP7, CARMN, CALD1, RBMS3, NOTCH3, ARHGAP42, LHFPL6, SLC20A2, NR2F2-AS1, DCN, SLC6A1, ADAMTS9-AS2, PRKG1, RBPMS, RGS5, RORA, PDE7B, SLC38A11, MYO1B, ENSG00000275443, UACA, TRPC3, SLC6A12, PLXDC1, SLC30A10, ETS1, SYNE2, SNRK, CYTH3, TJP1, TXNIP, PLCB4, FN1, PDZD2, ENSG00000243620"
L6 OPRK1 THEMIS RGS6,0.9140845070422536,"PDZRN4, KCNIP4, CTNNA2, ZNF804B, MEG3, ENSG00000239498, RBFOX1, LRP1B, TMEM132D, DIRC3-AS1, KALRN, CDH12, CSMD1, ENSG00000236451, NRG3, ADGRL2, ATRNL1, NCAM2, ERC2, KHDRBS2, PDE4D, RALYL, LINC01250, DLGAP2, THEMIS, MALAT1, NRG1, ENSG00000255595, NAV3, CELF2, DGKI, NELL1, KCNQ5, ENSG00000229618, SLC35F3, CHSY3, OPCML, RYR2, CNTN4, TARBP1, STXBP5L, ENSG00000285939, POU6F2, ADGRB3, LRFN5, DPP10, ENSG00000225689, SLIT3, SYN3, SIPA1L1"
